collection,section,part,item,item_type,instruction,question,option_a,option_b,option_c,correct_answer,level,topic,source_page
tricolore-2-5th-edition,reading,Exercise 4a,2,fill-in,Complète l'histoire avec la bonne forme du verbe.,Il (1 descendre) dans la rue et il (2 attendre) devant la maison de Calinette.,,,,,A2,shopping,013
tricolore-2-5th-edition,reading,Exercise 4a,3,fill-in,Complète l'histoire avec la bonne forme du verbe.,"Il appelle Calinette, mais elle ne (3 répondre) pas. C'est curieux, ça!",,,,,A2,shopping,013
tricolore-2-5th-edition,reading,Exercise 4a,4,fill-in,Complète l'histoire avec la bonne forme du verbe.,"Il (4 attendre) encore un peu. Soudain, deux ou trois chats (5 descendre) la rue, très vite. Mangetout demande où ils vont, mais ils ne (6 répondre) pas.",,,,,A2,shopping,013
tricolore-2-5th-edition,reading,Exercise 4a,5,fill-in,Complète l'histoire avec la bonne forme du verbe.,"Il (4 attendre) encore un peu. Soudain, deux ou trois chats (5 descendre) la rue, très vite. Mangetout demande où ils vont, mais ils ne (6 répondre) pas.",,,,,A2,shopping,013
tricolore-2-5th-edition,reading,Exercise 4a,6,fill-in,Complète l'histoire avec la bonne forme du verbe.,"Il (4 attendre) encore un peu. Soudain, deux ou trois chats (5 descendre) la rue, très vite. Mangetout demande où ils vont, mais ils ne (6 répondre) pas.",,,,,A2,shopping,013
tricolore-2-5th-edition,reading,Exercise 4a,7,fill-in,Complète l'histoire avec la bonne forme du verbe.,"Mangetout (7 descendre) la rue et arrive à la place du Marché. Devant le magasin, près de la boulangerie, il y a beaucoup de chats. Évidemment, ils (8 attendre) quelque chose.",,,,,A2,shopping,013
tricolore-2-5th-edition,reading,Exercise 4a,8,fill-in,Complète l'histoire avec la bonne forme du verbe.,"Mangetout (7 descendre) la rue et arrive à la place du Marché. Devant le magasin, près de la boulangerie, il y a beaucoup de chats. Évidemment, ils (8 attendre) quelque chose.",,,,,A2,shopping,013
tricolore-2-5th-edition,reading,Exercise 4a,9,fill-in,Complète l'histoire avec la bonne forme du verbe.,"Qu'est-ce que vous (9 attendre)? C'est la nouvelle poissonnerie ici. Nous (10 attendre) l'arrivée du poisson. Ah, voilà!",,,,,A2,shopping,013
tricolore-2-5th-edition,reading,Exercise 1,1,matching,Trouve les paires et écris la liste.,une portion de,,,,D,A2,shopping,014
tricolore-2-5th-edition,listening,Exercise 2,1,fill-in,Écoute ces personnes à l'épicerie. On achète quelle quantité?,... jambon,,,,6,A2,shopping,014
tricolore-2-5th-edition,speaking,Exercise 3a,1,speaking-task,"À deux, faites le jeu «Je vais au supermarché et j'achète ...». Qui continue le plus longtemps sans fautes?","À deux, faites le jeu «Je vais au supermarché et j'achète ...». Qui continue le plus longtemps sans fautes?",,,,(open-ended),A2,shopping,014
tricolore-2-5th-edition,speaking,Exercise 3b,1,speaking-task,"À deux, faites le même jeu avec huit produits différents.","À deux, faites le même jeu avec huit produits différents.",,,,(open-ended),A2,shopping,014
tricolore-2-5th-edition,reading,Exercise 1,10,matching,Trouve les paires et écris la liste.,cent grammes de,,,,,A2,shopping,014
tricolore-2-5th-edition,reading,Exercise 1,2,matching,Trouve les paires et écris la liste.,un kilo d',,,,,A2,shopping,014
tricolore-2-5th-edition,listening,Exercise 2,2,fill-in,Écoute ces personnes à l'épicerie. On achète quelle quantité?,... pêches,,,,,A2,shopping,014
tricolore-2-5th-edition,reading,Exercise 1,3,matching,Trouve les paires et écris la liste.,un (grand) morceau de,,,,,A2,shopping,014
tricolore-2-5th-edition,listening,Exercise 2,3,fill-in,Écoute ces personnes à l'épicerie. On achète quelle quantité?,... salade de tomates,,,,,A2,shopping,014
tricolore-2-5th-edition,reading,Exercise 1,4,matching,Trouve les paires et écris la liste.,une boîte de,,,,,A2,shopping,014
tricolore-2-5th-edition,listening,Exercise 2,4,fill-in,Écoute ces personnes à l'épicerie. On achète quelle quantité?,... carottes,,,,,A2,shopping,014
tricolore-2-5th-edition,reading,Exercise 1,5,matching,Trouve les paires et écris la liste.,une bouteille d',,,,,A2,shopping,014
tricolore-2-5th-edition,listening,Exercise 2,5,fill-in,Écoute ces personnes à l'épicerie. On achète quelle quantité?,... biscuits,,,,,A2,shopping,014
tricolore-2-5th-edition,reading,Exercise 1,6,matching,Trouve les paires et écris la liste.,un pot de,,,,,A2,shopping,014
tricolore-2-5th-edition,listening,Exercise 2,6,fill-in,Écoute ces personnes à l'épicerie. On achète quelle quantité?,... fromage,,,,,A2,shopping,014
tricolore-2-5th-edition,reading,Exercise 1,7,matching,Trouve les paires et écris la liste.,quatre tranches de,,,,,A2,shopping,014
tricolore-2-5th-edition,listening,Exercise 2,7,fill-in,Écoute ces personnes à l'épicerie. On achète quelle quantité?,... tomates,,,,,A2,shopping,014
tricolore-2-5th-edition,reading,Exercise 1,8,matching,Trouve les paires et écris la liste.,un paquet de,,,,,A2,shopping,014
tricolore-2-5th-edition,listening,Exercise 2,8,fill-in,Écoute ces personnes à l'épicerie. On achète quelle quantité?,... eau minérale,,,,,A2,shopping,014
tricolore-2-5th-edition,reading,Exercise 1,9,matching,Trouve les paires et écris la liste.,un litre de,,,,,A2,shopping,014
tricolore-2-5th-edition,listening,Exercise 4,1,multiple-choice,Écoute et écris le bon prix.,Le poisson coûte ___ .,"1,80€","1,20€",,,A2,shopping,015
tricolore-2-5th-edition,reading,Exercise 5a,1,short-answer,Écoute et lis la conversation. Comment ça se dit en français?,What would you like?,,,,Vous désirez?,A2,shopping,015
tricolore-2-5th-edition,speaking,Exercise 5b,1,speaking-task,"Lisez la conversation à deux, puis changez les détails et inventez d'autres conversations.","Lisez la conversation à deux, puis changez les détails et inventez d'autres conversations.",,,,(open-ended),A2,shopping,015
tricolore-2-5th-edition,speaking,Exercise 5c,1,speaking-task,"À deux, fermez le livre et inventez encore des conversations.",Fermez le livre et inventez encore des conversations.,,,,(open-ended),A2,shopping,015
tricolore-2-5th-edition,listening,Exercise 4,2,multiple-choice,Écoute et écris le bon prix.,Une bouteille de vin rouge et un litre de lait coûtent ___ en tout.,"0,50€","10,50€",,,A2,shopping,015
tricolore-2-5th-edition,reading,Exercise 5a,2,short-answer,Écoute et lis la conversation. Comment ça se dit en français?,Give me ...,,,,Donnez-moi ...,A2,shopping,015
tricolore-2-5th-edition,listening,Exercise 4,3,multiple-choice,Écoute et écris le bon prix.,Une boîte de chocolats et un paquet de biscuits coûtent ___ en tout.,"14,00€","0,40€","4,45€",,A2,shopping,015
tricolore-2-5th-edition,reading,Exercise 5a,3,short-answer,Écoute et lis la conversation. Comment ça se dit en français?,I'd like ...,,,,Je voudrais ...,A2,shopping,015
tricolore-2-5th-edition,listening,Exercise 4,4,fill-in,Écoute et écris le bon prix.,Un grand paquet de chips et une bouteille de limonade coûtent ___ en tout.,,,,,A2,shopping,015
tricolore-2-5th-edition,reading,Exercise 5a,4,short-answer,Écoute et lis la conversation. Comment ça se dit en français?,Anything else?,,,,Et avec ça?,A2,shopping,015
tricolore-2-5th-edition,listening,Exercise 4,5,fill-in,Écoute et écris le bon prix.,Un pot de confiture et une petite boîte de thon coûtent ___ en tout.,,,,,A2,shopping,015
tricolore-2-5th-edition,reading,Exercise 5a,5,short-answer,Écoute et lis la conversation. Comment ça se dit en français?,Is that all?,,,,C'est tout?,A2,shopping,015
tricolore-2-5th-edition,reading,Exercise 5a,6,short-answer,Écoute et lis la conversation. Comment ça se dit en français?,How much is it?,,,,C'est combien?,A2,shopping,015
tricolore-2-5th-edition,listening,Exercise 1,1,true-false,"Écoute la conversation, puis lis ces phrases. Vrai ou faux?",M. Léon n'a pas de carottes.,,,,Vrai,A2,shopping,016
tricolore-2-5th-edition,reading,Exercise 2,1,short-answer,Voici deux chariots au supermarché. Ils ne sont pas identiques. Qu'est-ce qu'il n'y a pas dans le chariot de Mme Lenoir?,Voici deux chariots au supermarché. Ils ne sont pas identiques. Qu'est-ce qu'il n'y a pas dans le chariot de Mme Lenoir?,,,,,A2,shopping,016
tricolore-2-5th-edition,speaking,Exercise 3.1,1,speaking-task,"Tu es le/la marchand(e) de légumes. Il est 16h00. Il ne reste pas beaucoup de légumes, mais il y a encore des clients. Réponds au client/à la cliente.","Tu es le/la marchand(e) de légumes. Il est 16h00. Il ne reste pas beaucoup de légumes, mais il y a encore des clients. Réponds au client/à la cliente.",,,,(open-ended),A2,shopping,016
tricolore-2-5th-edition,speaking,Exercise 3.2,1,speaking-task,"Changez de rôle. Tu vas chez le/la marchand(e) de fruits, mais il est 16h00. Tu trouves seulement deux des choses qui sont sur ta liste. Demande ces choses, puis écris ce que tu as acheté.","Changez de rôle. Tu vas chez le/la marchand(e) de fruits, mais il est 16h00. Tu trouves seulement deux des choses qui sont sur ta liste. Demande ces choses, puis écris ce que tu as acheté.",,,,(open-ended),A2,shopping,016
tricolore-2-5th-edition,listening,Exercise 1,2,true-false,"Écoute la conversation, puis lis ces phrases. Vrai ou faux?",Il n'a pas de bananes.,,,,,A2,shopping,016
tricolore-2-5th-edition,listening,Exercise 1,3,true-false,"Écoute la conversation, puis lis ces phrases. Vrai ou faux?",Il n'a pas de lait.,,,,,A2,shopping,016
tricolore-2-5th-edition,listening,Exercise 1,4,true-false,"Écoute la conversation, puis lis ces phrases. Vrai ou faux?",Il n'a pas d'Orangina.,,,,,A2,shopping,016
tricolore-2-5th-edition,listening,Exercise 1,5,true-false,"Écoute la conversation, puis lis ces phrases. Vrai ou faux?",Il n'a pas de biscuits.,,,,,A2,shopping,016
tricolore-2-5th-edition,listening,Exercise 1,6,true-false,"Écoute la conversation, puis lis ces phrases. Vrai ou faux?",Il n'a pas de chocolat.,,,,,A2,shopping,016
tricolore-2-5th-edition,listening,Exercise 1,7,true-false,"Écoute la conversation, puis lis ces phrases. Vrai ou faux?",Marie n'a pas d'argent.,,,,,A2,shopping,016
tricolore-2-5th-edition,listening,Exercise 1,8,true-false,"Écoute la conversation, puis lis ces phrases. Vrai ou faux?",M. Léon a un magasin extraordinaire.,,,,,A2,shopping,016
tricolore-2-5th-edition,listening,Exercise 5a,1,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","Bonjour, monsieur. Je voudrais (1) chaussettes, s'il vous plaît.",,,,des,A2,shopping,017
tricolore-2-5th-edition,writing,Exercise 5b,1,writing-task,Écris deux listes: L'épicier a ... / L'épicier n'a pas ...,Écris deux listes: L'épicier a ... / L'épicier n'a pas ...,,,,(open-ended),A2,shopping,017
tricolore-2-5th-edition,writing,Exercise 5c,1,writing-task,Écris huit phrases. Ton/Ta partenaire décide si c'est vrai ou faux.,Écris huit phrases. Ton/Ta partenaire décide si c'est vrai ou faux.,,,,(open-ended),B1,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,10,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.",(furieux) Je n'ai pas (10) pain! Je n'ai pas (11) chaussettes!,,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,11,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.",(furieux) Je n'ai pas (10) pain! Je n'ai pas (11) chaussettes!,,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,12,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","Bon, bon, ça va! Vous n'avez pas (12) pain. Vous n'avez pas (13) eau minérale non plus, sans doute?",,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,13,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","Bon, bon, ça va! Vous n'avez pas (12) pain. Vous n'avez pas (13) eau minérale non plus, sans doute?",,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,14,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","Si, j'ai (14) eau minérale. Une bouteille (15) eau minérale. Voilà. C'est tout?",,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,15,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","Si, j'ai (14) eau minérale. Une bouteille (15) eau minérale. Voilà. C'est tout?",,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,16,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.",Vous ne voulez pas (16) chaussettes?,,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,17,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.",(17) chaussettes? Non. Pourquoi? Vous vendez aussi (18) chaussettes?,,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,18,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.",(17) chaussettes? Non. Pourquoi? Vous vendez aussi (18) chaussettes?,,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,19,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","(il crie) Non, je ne vends pas (19) chaussettes!",,,,,A2,shopping,017
tricolore-2-5th-edition,reading,Exercise 4,2,matching,Regarde les images et lis les textes. Puis choisis le bon texte (A–F) pour chaque image (2–7).,"Dani at the supermarket, looking at an empty shelf under a red 'fraises' sign.",,,,C,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,2,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","Comment? (2) chaussettes? Je regrette, madame, mais je ne vends pas (3) chaussettes. C'est une épicerie ici.",,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,20,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","Pardon, monsieur. Vous avez (20) chaussettes?",,,,,A2,shopping,017
tricolore-2-5th-edition,reading,Exercise 4,3,matching,Regarde les images et lis les textes. Puis choisis le bon texte (A–F) pour chaque image (2–7).,Dani looking happily at a shelf full of bananas: 'J'aime bien les bananes.',,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,3,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","Comment? (2) chaussettes? Je regrette, madame, mais je ne vends pas (3) chaussettes. C'est une épicerie ici.",,,,,A2,shopping,017
tricolore-2-5th-edition,reading,Exercise 4,4,matching,Regarde les images et lis les textes. Puis choisis le bon texte (A–F) pour chaque image (2–7).,Dani standing in front of an empty glass-fronted fridge cabinet (sign at top: 'beurre').,,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,4,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","Alors, donnez-moi un kilo (4) pommes ... et (5) chaussettes!",,,,,A2,shopping,017
tricolore-2-5th-edition,reading,Exercise 4,5,matching,Regarde les images et lis les textes. Puis choisis le bon texte (A–F) pour chaque image (2–7).,"Dani at a shelf of chocolate bars, picking one up: 'Le chocolat, c'est bon aussi.'",,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,5,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","Alors, donnez-moi un kilo (4) pommes ... et (5) chaussettes!",,,,,A2,shopping,017
tricolore-2-5th-edition,reading,Exercise 4,6,matching,Regarde les images et lis les textes. Puis choisis le bon texte (A–F) pour chaque image (2–7).,Dani looking at empty shelves under a red 'œufs' sign.,,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,6,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","(pas très content) Je regrette, madame, mais je n'ai plus (6) pommes. Et je n'ai pas (7) chaussettes non plus!",,,,,A2,shopping,017
tricolore-2-5th-edition,reading,Exercise 4,7,matching,Regarde les images et lis les textes. Puis choisis le bon texte (A–F) pour chaque image (2–7).,"Dani at a shelf of crisps/chips, putting a bag into his basket: 'Je préfère les chips.'",,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,7,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","(pas très content) Je regrette, madame, mais je n'ai plus (6) pommes. Et je n'ai pas (7) chaussettes non plus!",,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,8,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","Bon, ça ne fait rien. Donnez-moi (8) pain ... et (9) chaussettes!",,,,,A2,shopping,017
tricolore-2-5th-edition,listening,Exercise 5a,9,fill-in,"Complète la conversation avec de/d'/du/de la/de l'/des, puis écoute et vérifie.","Bon, ça ne fait rien. Donnez-moi (8) pain ... et (9) chaussettes!",,,,,A2,shopping,017
tricolore-2-5th-edition,reading,Exercise 1,1,matching,Complète les phrases (1–6).,Je choisis ...,,,,C,A2,shopping,018
tricolore-2-5th-edition,reading,Exercise 2,1,short-answer,Lis le texte et écris la liste des verbes en -ir.,Lis le texte et écris la liste des verbes en -ir.,,,,,B1,shopping,018
tricolore-2-5th-edition,reading,Exercise 1,2,matching,Complète les phrases (1–6).,"Oui, Maman, nous choisissons deux ...",,,,,A2,shopping,018
tricolore-2-5th-edition,reading,Exercise 1,3,matching,Complète les phrases (1–6).,Il choisit un ...,,,,,A2,shopping,018
tricolore-2-5th-edition,reading,Exercise 1,4,matching,Complète les phrases (1–6).,"Vous choisissez avant moi, ...",,,,,A2,shopping,018
tricolore-2-5th-edition,reading,Exercise 1,5,matching,Complète les phrases (1–6).,"Alors Luc, tu choisis un cadeau ...",,,,,A2,shopping,018
tricolore-2-5th-edition,reading,Exercise 1,6,matching,Complète les phrases (1–6).,Ils choisissent le chien ...,,,,,A2,shopping,018
tricolore-2-5th-edition,listening,Exercise 3a,1,fill-in,Complète l'histoire avec la bonne forme du verbe choisir ou finir.,"Bof, c'est bientôt les grandes vacances, les cours (1) ___ vendredi, mais il n'y a rien à faire dans notre village. Si on organisait une fête?",,,,finissent,A2,mixed,019
tricolore-2-5th-edition,reading,Exercise 3c,1,short-answer,Lis la conversation et réponds aux questions.,Les cours finissent quand?,,,,vendredi,A2,mixed,019
tricolore-2-5th-edition,writing,Exercise 3d,1,writing-task,Traduis l'introduction de la conversation en anglais.,Traduis l'introduction de la conversation en anglais.,,,,(open-ended),B1,mixed,019
tricolore-2-5th-edition,listening,Exercise 3a,2,fill-in,Complète l'histoire avec la bonne forme du verbe choisir ou finir.,On (2) ___ un restaurant et tout le monde dîne ensemble.,,,,,A2,mixed,019
tricolore-2-5th-edition,reading,Exercise 3c,2,short-answer,Lis la conversation et réponds aux questions.,Les transports en commun finissent quand?,,,,vers huit heures,A2,mixed,019
tricolore-2-5th-edition,listening,Exercise 3a,3,fill-in,Complète l'histoire avec la bonne forme du verbe choisir ou finir.,"Oui, mais les bus (3) ___ vers huit heures et après, c'est impossible de rentrer au village.",,,,,A2,mixed,019
tricolore-2-5th-edition,reading,Exercise 3c,3,short-answer,Lis la conversation et réponds aux questions.,Qui finit par avoir une bonne idée?,,,,Simon,A2,mixed,019
tricolore-2-5th-edition,listening,Exercise 3a,4,fill-in,Complète l'histoire avec la bonne forme du verbe choisir ou finir.,"Alors, qu'est-ce qu'on peut faire? Simon, tu as de bonnes idées, tu (4) ___ quelque chose, toi!",,,,,A2,mixed,019
