collection,unit,section,chapter,content_type,activity_type,topic,level,status,qa,word_count,summary,title
cosmopolite-a1-methode,page-031,reading,"Dossier 1, Leçon 6","[chapter-opener, reading-text, exercise]",matching,mixed,A1,transcribed,fail,377,Poster listing ten reasons to speak French; match speech-bubble icons to people.,LEÇON
cosmopolite-a1-methode,page-032,grammar,"Dossier 1, Leçon 6","[exercise, grammar-box, listening-sheet]",fill-in,school,A1,verified,pass,481,Match reasons to speak French; grammar focus on parce que/pour and punctuation.,Dossier 1 Leçon 6
cosmopolite-a1-methode,page-033,reading,"Dossier 1, Cultures","[reading-text, exercise]",reading-comprehension,personal-info,A1,verified,pass,274,Forum discussion about French first names used abroad; read and discuss.,CULTURES
cosmopolite-a1-methode,page-034,reading,"Dossier 1, Cultures","[reading-text, exercise, vocabulary]",matching,mixed,A1,transcribed,fail,445,Facts about global French speakers; match trivia and classify famous French people.,Dossier 1 Cultures
cosmopolite-a1-methode,page-035,speaking,Dossier 1,"[review, exercise, speaking-prompt]",speaking-task,personal-info,A1,verified,pass,523,Class project: interview a classmate and build their personal-info slide.,PROJETS
cosmopolite-a1-methode,page-036,writing,Dossier 1,"[exercise, listening-sheet, writing-prompt]",writing-task,personal-info,A1,verified,pass,327,"DELF 1 exam: listen to dialogues, fill a registration form, write a short message.",Pastille en haut à droite : « Dossier 1 / DELF »
cosmopolite-a1-methode,page-037,speaking,Dossier 2,"[chapter-opener, intro]",speaking-task,travel,A1,verified,pass,176,Dossier 2 opener: discuss where French people travel and where francophones live.,"Logo « croix »/molécule rouge et bleu, en haut à gauche"
cosmopolite-a1-methode,page-038,speaking,Dossier 2,"[chapter-opener, intro]",speaking-task,travel,A1,verified,pass,225,"Opener continued: discuss free tours, couchsurfing; intro survival-kit class project.",3
cosmopolite-a1-methode,page-039,reading,Dossier 2 - Leçon 1,"[lesson, reading-text, grammar-box, exercise]",matching,travel,A1,verified,pass,397,Anne's travel journal: match cities/photos to countries; learn location prepositions.,Logo « croix »/molécule rouge et bleu
cosmopolite-a1-methode,page-040,listening,Dossier 2 - Leçon 1,"[lesson, reading-text, listening-sheet, exercise, writing-prompt]",listening-comprehension,travel,A1,verified,pass,391,More of Anne's travel journal; listening dream exercise; write own travel entry.,Pastille en haut à droite : « Dossier 2   Leçon 1 »
cosmopolite-a1-methode,page-041,listening,"Dossier 2, Leçon 2","[lesson, exercise, grammar-box]",matching,city-places,A1,verified,pass,511,"Audio-guided New Orleans tour: match places/names, learn definite/indefinite articles.",Logo dossier/leçon stylisé (nœud papillon bleu et rouge formé de flèches)
cosmopolite-a1-methode,page-042,reading,"Dossier 2, Leçon 2","[reading-text, exercise, grammar-box, speaking-prompt]",matching,city-places,A1,verified,pass,603,New Orleans audioguide text and map; match photos to location prepositions.,document 2　　　　　　　　　　　　　　　　　　　　　　Dossier 2　Leçon 2
cosmopolite-a1-methode,page-043,reading,"Dossier 2, Leçon 3","[lesson, reading-text, exercise, grammar-box, listening-sheet]",fill-in,travel,A1,verified,pass,524,"Aosta Valley tourism webpage; identify region facts, fill in le/la/l' elision.",Logo dossier/leçon stylisé (nœud papillon bleu et rouge formé de flèches)
cosmopolite-a1-methode,page-044,speaking,"Dossier 2, Leçon 3","[dialogue, exercise, grammar-box, writing-prompt, speaking-prompt]",reading-comprehension,travel,A1,verified,pass,605,Forum thread about visiting Aosta; learn transport prepositions and verbs aller/prendre.,5 icône bulle de dialogue
cosmopolite-a1-methode,page-045,reading,"Dossier 2, Leçon 4","[lesson, reading-text, exercise]",reading-comprehension,communication,A1,verified,pass,392,Article about a francophone meetup cafe in Istanbul; match testimonials to photos.,Logo dossier/leçon stylisé (nœud papillon bleu et rouge formé de flèches)
cosmopolite-a1-methode,page-046,none,"Dossier 2, Leçon 4","[exercise, grammar-box, speaking-prompt, listening-sheet]",fill-in,personal-info,A1,verified,pass,626,Cafe Mila interview Q&A matching; negation and habiter grammar; correct Vittoria's text.,Dossier 2　Leçon 4
cosmopolite-a1-methode,page-047,reading,"Dossier 2, Leçon 5","[lesson, reading-text, exercise, grammar-box]",true-false,home,A1,verified,pass,411,Article on couchsurfing; true/false comprehension; demonstrative adjectives grammar focus.,LEÇON 5 Nous couchsurfons
cosmopolite-a1-methode,page-048,listening,"Dossier 2, Leçon 5","[exercise, listening-sheet, grammar-box, speaking-prompt]",listening-comprehension,home,A1,verified,pass,567,Radio report on couchsurfers in Limoges; listening table; verb venir conjugation.,Dossier 2 Leçon 5
cosmopolite-a1-methode,page-049,listening,"Dossier 2, Leçon 6","[lesson, exercise, listening-sheet, grammar-box]",ordering,home,A1,verified,pass,402,"Renting a room dialogue; listen, then reorder scrambled question words.",LEÇON 6 En route !
cosmopolite-a1-methode,page-050,reading,"Dossier 2, Leçon 6","[reading-text, exercise, listening-sheet, speaking-prompt, writing-prompt]",true-false,travel,A1,verified,pass,387,Greeter tourism webpage in Toulouse; true/false check; choose Magnus's best greeter.,Dossier 2 Leçon 6
cosmopolite-a1-methode,page-051,none,Dossier 2 — Cultures,"[chapter-opener, exercise, reading-text, picture-story]",matching,profession,A1,verified,pass,429,Video and portraits of French expatriates abroad; match photos to professions.,CULTURES
cosmopolite-a1-methode,page-052,reading,Dossier 2 — Cultures,"[reading-text, exercise, picture-story]",multiple-choice,hobby,A1,verified,pass,351,Stockholm French-meetup flyer; choose correct answer and match activities to purposes.,Dossier 2 Cultures
cosmopolite-a1-methode,page-053,speaking,,"[exercise, speaking-prompt]",matching,communication,A1,verified,pass,398,"Survival-kit project: match phrasebook categories, build a French survival kit.",PROJETS
cosmopolite-a1-methode,page-054,none,Dossier 2,"[exercise, reading-text, speaking-prompt, review]",reading-comprehension,city-places,A1,verified,pass,329,"DELF 2 exam: tourist itinerary reading, transport choice, oral exam preparation.",DELF 2
cosmopolite-a1-methode,page-055,speaking,Dossier 3,"[chapter-opener, speaking-prompt]",speaking-task,family,A1,verified,pass,225,Dossier 3 opener: discuss French families and stereotypes about French people.,"Decorative logo: interlocking white and blue ""X""-shaped connector icons, over a teal backg"
cosmopolite-a1-methode,page-056,speaking,Dossier 3,"[chapter-opener, speaking-prompt]",speaking-task,family,A1,verified,pass,173,Opener continued: discuss France's image; intro family-themed roman-photo project.,"③ La France, c'est :"
cosmopolite-a1-methode,page-057,reading,Dossier 3,"[lesson, reading-text, exercise, listening-sheet]",true-false,family,A1,verified,pass,573,"Au pair website; choose correct site type, true/false, match hosts' testimonials.","Decorative logo: interlocking white and blue/teal ""X""-shaped connector icons."
cosmopolite-a1-methode,page-058,grammar,Dossier 3 / Leçon 1,"[exercise, grammar-box, listening-sheet, vocabulary, speaking-prompt]",vocabulary,family,A1,verified,pass,721,Family vocabulary tree and possessive adjectives; sounds practice; introduce your family.,Dossier 3　Leçon 1
cosmopolite-a1-methode,page-059,reading,Dossier 3,"[lesson, reading-text]",reading-comprehension,personal-info,A1,transcribed,fail,431,Selfie-contest website and Instagram/Twitter posts describing friends and family members.,Logo LEÇON (croix géométrique turquoise/bleu/gris)
cosmopolite-a1-methode,page-060,none,Dossier 3,"[lesson, exercise, grammar-box, listening-sheet, speaking-prompt]",matching,personal-info,A1,verified,pass,578,Match selfie-contest elements; adjective agreement grammar; describe your group's selfie.,Dossier 3　Leçon 2 logo dossier
cosmopolite-a1-methode,page-061,reading,Dossier 3,"[lesson, reading-text, exercise]",reading-comprehension,travel,A1,verified,pass,412,Read tourist testimonials about France and match photos to visitors' opinions.,Logo LEÇON (croix géométrique turquoise/bleu/gris)
cosmopolite-a1-methode,page-062,none,Dossier 3,"[lesson, exercise, grammar-box, listening-sheet, speaking-prompt]",speaking-task,travel,A1,verified,pass,604,"Express likes/dislikes about France, hear a street interview, then write tourist testimonials.",Dossier 3　Leçon 3 logo dossier
cosmopolite-a1-methode,page-063,reading,Dossier 3,"[lesson, reading-text, exercise]",listening-comprehension,profession,A1,verified,pass,502,"Read about a speak-dating event, then hear Pierre and Suzan describe jobs and dreams.",Logo LEÇON (croix géométrique turquoise/bleu/gris)
cosmopolite-a1-methode,page-064,none,Dossier 3,"[lesson, grammar-box, exercise, listening-sheet, vocabulary, speaking-prompt]",fill-in,profession,A1,verified,pass,566,Complete -er verb conjugation tables and match masculine/feminine profession pairs.,Dossier 3　Leçon 4 logo dossier
cosmopolite-a1-methode,page-065,reading,"Dossier 3, Leçon 5","[lesson, reading-text, exercise]",reading-comprehension,vacation,A1,verified,pass,416,Read a summer-camp brochure and match sports/culture activities to photos.,Logo LEÇON (croix géométrique turquoise/bleu/gris)
cosmopolite-a1-methode,page-066,listening,"Dossier 3, Leçon 5","[lesson, exercise, listening-sheet, grammar-box]",listening-comprehension,hobby,A1,verified,pass,537,Listen to camp staff describe sports and arts activities; learn faire + du/de la.,Dossier 3　Leçon 5 logo dossier
cosmopolite-a1-methode,page-067,reading,"Dossier 3, Leçon 6","[lesson, reading-text, exercise, vocabulary]",reading-comprehension,health,A1,verified,pass,445,Read a forum post about illness abroad and a list of French-speaking doctors.,Logo LEÇON (croix géométrique bleu foncé/turquoise/gris)
cosmopolite-a1-methode,page-068,grammar,"Dossier 3, Leçon 6","[exercise, grammar-box, listening-sheet, vocabulary, speaking-prompt]",vocabulary,health,A1,verified,pass,781,Learn body-part vocabulary and avoir mal à; complete a medical phone-call form.,Dossier 3　Leçon 6　logo dossier : croix géométrique turquoise/bleu
cosmopolite-a1-methode,page-069,listening,Dossier 3,"[exercise, listening-sheet, speaking-prompt]",listening-comprehension,travel,A1,verified,pass,391,Watch tourism-industry interviews; match languages spoken and visitor percentages to venues.,"Logo « C » stylisé bleu/orange, avec un demi-cercle turquoise et un point orange à gauche"
cosmopolite-a1-methode,page-070,reading,Dossier 3,"[exercise, reading-text, speaking-prompt, writing-prompt]",reading-comprehension,travel,A1,verified,pass,414,Read a guide's tips on nationalities' habits and match traits to emoticons.,Dossier 3　Cultures
cosmopolite-a1-methode,page-071,writing,PROJETS,"[chapter-opener, instructions, picture-story, writing-prompt, speaking-prompt]",writing-task,mixed,A1,verified,pass,515,Class project: create a photo-story about classmates with speech/thought bubbles.,PROJETS
cosmopolite-a1-methode,page-072,none,Dossier 3,"[review, listening-sheet, speaking-prompt, writing-prompt, exercise]",listening-comprehension,mixed,A1,verified,pass,293,"DELF 3 practice: listening about France, oral self-intro, and au-pair form.",DELF 3
cosmopolite-a1-methode,page-073,reading,Dossier 4,"[chapter-opener, reading-text, instructions, speaking-prompt]",reading-comprehension,daily-routine,A1,verified,pass,245,Read students' opinions on French wake-up times and social-media habits.,DOSSIER 4
cosmopolite-a1-methode,page-074,speaking,Dossier 4,"[chapter-opener, reading-text, speaking-prompt]",reading-comprehension,daily-routine,A1,verified,pass,306,Read opinions on coffee/lunch habits; preview Dossier 4 projects and goals.,"Photo, en haut, rognée : deux femmes et un homme (visages hors cadre) tenant des tasses/mu"
cosmopolite-a1-methode,page-075,listening,Dossier 4,"[lesson, instructions, exercise, listening-sheet, grammar-box, vocabulary]",listening-comprehension,travel,A1,verified,pass,487,"Read a safari itinerary, then listen to a guide narrate the day's schedule.",LEÇON 1　Une journée sur Terre
cosmopolite-a1-methode,page-076,listening,Dossier 4,"[lesson, exercise, grammar-box, listening-sheet, speaking-prompt]",listening-comprehension,time-dates,A1,verified,pass,513,Practice formal/informal time-telling; listen to office hours and narrate your day.,"En-tête de page, en haut à droite : Dossier 4　Leçon 1"
cosmopolite-a1-methode,page-077,reading,"Dossier 4, Leçon 2","[lesson, reading-text, exercise, listening-sheet, speaking-prompt]",reading-comprehension,daily-routine,A1,verified,pass,566,Read about Marc's eco-friendly routine in Normandy; start Natasha's listening interview.,Logo LEÇON (croix géométrique rose/bleu/gris)
cosmopolite-a1-methode,page-078,reading,"Dossier 4, Leçon 2","[lesson, reading-text, exercise, listening-sheet, grammar-box]",listening-comprehension,daily-routine,A1,verified,pass,577,"Continue Marc's day, conjugate reflexive verbs, and listen to routine intonation patterns.",Dossier 4　Leçon 2 logo dossier (croix géométrique rose/gris)
cosmopolite-a1-methode,page-079,reading,"Dossier 4, Leçon 3","[lesson, listening-sheet, exercise, reading-text, grammar-box]",listening-comprehension,daily-routine,A1,verified,pass,670,Listen to a vox pop mapping Frédérique and Stéphane's daily schedules.,Logo LEÇON (croix géométrique rose/bleu/gris)
cosmopolite-a1-methode,page-080,reading,"Dossier 4, Leçon 3","[lesson, reading-text, grammar-box, writing-prompt, speaking-prompt]",reading-comprehension,daily-routine,A1,verified,pass,514,Read writer Émilie Frèche's daily schedule and learn frequency adverbs.,Dossier 4　Leçon 3 logo dossier (croix géométrique rose/gris)
cosmopolite-a1-methode,page-081,reading,"Dossier 4, Leçon 4","[lesson, reading-text, exercise, listening-sheet]",reading-comprehension,profession,A1,verified,pass,548,Read Romain's email on starting work in Poland; classify obligation/possibility phrases.,Logo LEÇON (croix géométrique rose/bleu/gris)
cosmopolite-a1-methode,page-082,grammar,"Dossier 4, Leçon 4","[lesson, exercise, grammar-box, listening-sheet, speaking-prompt, writing-prompt]",fill-in,profession,A1,verified,pass,591,Match phrases about Polish work culture; conjugate pouvoir/devoir/vouloir for an ideal week.,Dossier 4　Leçon 4 logo dossier (croix géométrique rose/gris)
cosmopolite-a1-methode,page-083,none,"Dossier 4, Leçon 5","[lesson, reading-text, grammar-box, listening-sheet, exercise]",reading-comprehension,hobby,A1,verified,pass,405,Read a survey on Berliners' French-style outings; conjugate choisir and sortir.,Logo LEÇON (croix géométrique turquoise/bleu/gris)
cosmopolite-a1-methode,page-084,none,"Dossier 4, Leçon 5","[lesson, exercise, grammar-box, listening-sheet]",matching,hobby,A1,verified,pass,655,Match survey questions to answers on outings; study formal vs informal questions.,Dossier 4　Leçon 5 logo dossier
cosmopolite-a1-methode,page-085,none,"Dossier 4, Leçon 6","[lesson, listening-sheet, grammar-box, exercise, reading-text]",listening-comprehension,communication,A1,transcribed,fail,714,"Listen to a call about concerts, fill a calendar, read a birthday invite.",Logo LEÇON (croix géométrique turquoise/bleu/gris)
cosmopolite-a1-methode,page-086,none,"Dossier 4, Leçon 6","[lesson, grammar-box, exercise, reading-text, listening-sheet, writing-prompt, speaking-prompt]",reading-comprehension,communication,A1,verified,pass,599,Compare invitation emails; learn the imperative for giving instructions and invitations.,Dossier 4　Leçon 6 logo dossier
cosmopolite-a1-methode,page-087,listening,"Dossier 4, Cultures","[chapter-opener, exercise, listening-sheet]",listening-comprehension,home,A1,transcribed,fail,479,Watch a video on household chores; match tasks and opinions to speakers.,"Logo « C » stylisé bleu/orange, avec point rose ULTURES"
cosmopolite-a1-methode,page-088,reading,"Dossier 4, Cultures","[exercise, reading-text, review]",reading-comprehension,daily-routine,A1,verified,pass,419,Answer true/false on housework; read a graph of daily activity rhythms.,Dossier 4　Cultures logo dossier
cosmopolite-a1-methode,page-089,writing,PROJETS,"[chapter-opener, instructions, writing-prompt, speaking-prompt]",writing-task,communication,A1,verified,pass,355,Class project: draft an invitation email and welcome note for a guest speaker.,PROJETS
cosmopolite-a1-methode,page-090,none,Dossier 4,"[exercise, reading-text, writing-prompt, review]",reading-comprehension,daily-routine,A1,verified,pass,406,DELF 4: read an email about work in Brussels; complete a form and reply.,Dossier 4
cosmopolite-a1-methode,page-091,none,Dossier 5,"[chapter-opener, exercise, reading-text]",speaking-task,communication,A1,transcribed,fail,863,"Discussion questions on francophone media, magazines, and journals worldwide.",DOSSIER 5
cosmopolite-a1-methode,page-092,none,Dossier 5,"[chapter-opener, exercise, reading-text]",matching,mixed,A1,verified,pass,205,Matches francophone authors to writing/translation status; introduces Dossier 5 projects.,3 Ces auteurs étrangers écrivent en français ou leurs livres sont traduits en français ?
cosmopolite-a1-methode,page-093,reading,Leçon 1,"[lesson, reading-text, exercise, instructions]",reading-comprehension,school,A1,verified,pass,473,Reads a Japanese professor's project and two students' learning journals in French.,LEÇON 1　Apprendre autrement
cosmopolite-a1-methode,page-094,grammar,Dossier 5 / Leçon 1,"[grammar-box, exercise, instructions, listening-sheet]",fill-in,school,A1,verified,pass,549,"Grammar focus completing passe compose rules with avoir/etre, plus a listening interview task.",Dossier 5　Leçon 1
cosmopolite-a1-methode,page-095,reading,"Dossier 5, Leçon 2","[lesson, reading-text, exercise]",reading-comprehension,profession,A1,verified,pass,560,"Reading article ranking five young Acadian talents in music, sports, and academics.",LEÇON 2 Jeunes talents
cosmopolite-a1-methode,page-096,grammar,"Dossier 5, Leçon 2","[lesson, grammar-box, exercise, listening-sheet, writing-prompt]",fill-in,profession,A1,verified,pass,560,"Grammar practice on passe recent, futur proche, and verb dire, with a listening task.",Dossier 5　Leçon 2
cosmopolite-a1-methode,page-097,listening,"Dossier 5, Leçon 3","[lesson, listening-sheet, exercise, grammar-box, reading-text]",listening-comprehension,personal-info,A1,verified,pass,502,Listening exercise completing Ahmadou Kourouma's biography; reads Tahar Ben Jelloun's biography.,LEÇON 3 Écrivains francophones
cosmopolite-a1-methode,page-098,grammar,"Dossier 5, Leçon 3","[reading-text, exercise, grammar-box, writing-prompt]",reading-comprehension,personal-info,A1,verified,pass,658,"Reads Andrei Makine's biography, compares two writers' timelines, studies passe compose with etre.",Dossier 5　Leçon 3
cosmopolite-a1-methode,page-099,listening,"Dossier 5, Leçon 4","[lesson, listening-sheet, exercise, reading-text]",matching,personal-info,A1,verified,pass,600,Reading and listening about a TV book show; matches characters to physical descriptions.,"LEÇON 4 Un livre, un jour"
cosmopolite-a1-methode,page-100,grammar,"Dossier 5, Leçon 4","[reading-text, grammar-box, exercise, speaking-prompt, writing-prompt]",writing-task,personal-info,A1,verified,pass,509,Reads literary character descriptions; groups write physical-description portraits like the authors.,Dossier 5　Leçon 4
cosmopolite-a1-methode,page-101,reading,"Dossier 5, Leçon 5","[lesson, reading-text, exercise, grammar-box]",reading-comprehension,restaurant,A1,verified,pass,481,Reading article about chef Keisuke Matsushima's fusion restaurant and career in Nice.,LEÇON
cosmopolite-a1-methode,page-102,listening,"Dossier 5, Leçon 5","[exercise, grammar-box, reading-text, listening-sheet, writing-prompt, speaking-prompt]",true-false,restaurant,A1,transcribed,fail,655,True/false listening about two fusion chefs; corrects a learner's errors; writes a chef profile.,Dossier 5　Leçon 5
cosmopolite-a1-methode,page-103,reading,"Dossier 5, Leçon 6","[lesson, reading-text, exercise]",reading-comprehension,communication,A1,transcribed,fail,572,Reading a press-directory website (Giga Presse) and extracting its usage advice.,LEÇON
cosmopolite-a1-methode,page-104,grammar,"Dossier 5, Leçon 6","[exercise, grammar-box, listening-sheet, writing-prompt, speaking-prompt]",true-false,communication,A1,verified,pass,570,Listening to ten reporting commandments; classifies them and studies the imperative for advice.,Dossier 5　　Leçon 6
cosmopolite-a1-methode,page-105,listening,"Dossier 5, Cultures","[chapter-opener, exercise, listening-sheet, speaking-prompt]",listening-comprehension,hobby,A1,verified,pass,394,"Video listening about a themed bookshop, Le Barbouquin a Belleville, in Paris.",CULTURES
cosmopolite-a1-methode,page-106,reading,"Dossier 5, Cultures","[reading-text, exercise, speaking-prompt, wordlist]",true-false,communication,A1,transcribed,fail,696,"Reading and true/false about the France 24 TV channel's structure, schedule, and programs.",Dossier 5　　Cultures
cosmopolite-a1-methode,page-107,none,PROJETS,"[chapter-opener, exercise, speaking-prompt, writing-prompt]",matching,personal-info,A1,verified,pass,271,Matches biography elements to portray a francophone celebrity (Viggo Mortensen).,PROJETS
cosmopolite-a1-methode,page-108,none,Dossier 5,"[exercise, reading-text, speaking-prompt, review]",reading-comprehension,personal-info,A1,verified,pass,325,DELF exam: reading comprehension on Amin Maalouf's biography plus oral production tasks.,Dossier 5 / DELF
cosmopolite-a1-methode,page-109,none,Dossier 6,"[chapter-opener, exercise]",speaking-task,travel,A1,verified,pass,157,Discussion on a world map showing francophone speaker populations by region.,DOSSIER 6
cosmopolite-a1-methode,page-110,none,Dossier 6,"[exercise, chapter-opener]",instructions,travel,A1,verified,pass,258,Francophone world map exercise; introduces Dossier 6 travel-planning class projects.,"Carte du monde de la francophonie, pays et territoires francophones ou partiellement franc"
cosmopolite-a1-methode,page-111,reading,Dossier 6,"[lesson, reading-text, exercise]",true-false,travel,A1,transcribed,fail,590,True/false reading about a Madagascar photography-tour travel agency website.,LEÇON 1　100 % photo
cosmopolite-a1-methode,page-112,grammar,Dossier 6,"[grammar-box, exercise, listening-sheet, speaking-prompt, writing-prompt]",fill-in,travel,A1,verified,pass,594,Future tense grammar practice plus listening to a Madagascar trip phone call.,Dossier 6　Leçon 1
cosmopolite-a1-methode,page-113,reading,Dossier 6,"[lesson, reading-text, exercise]",matching,travel,A1,verified,pass,426,Reading matches 'mission' versus 'immersion' trips; profiles Burkina Faso.,LEÇON 2 Voyager autrement
cosmopolite-a1-methode,page-114,grammar,Dossier 6,"[exercise, grammar-box, listening-sheet]",multiple-choice,city-places,A1,verified,pass,567,Multiple-choice on Burkina Faso; grammar on the pronoun y and locating places.,Dossier 6 Leçon 2
