collection,section,part,item,item_type,question,option_a,option_b,option_c,correct_answer,level,topic,source_page
goethe-a1-sd1-exam-training-1,speaking,2,Bier,open-ended,Um Informationen bitten und Informationen geben. Thema: Essen & Trinken — Bier,,,,(open-ended),A1,food,029
goethe-a1-sd1-exam-training-1,speaking,2,Fleisch,open-ended,Um Informationen bitten und Informationen geben. Thema: Essen & Trinken — Fleisch,,,,(open-ended),A1,food,029
goethe-a1-sd1-exam-training-1,speaking,2,Brot,open-ended,Um Informationen bitten und Informationen geben. Thema: Essen & Trinken — Brot,,,,(open-ended),A1,food,029
goethe-a1-sd1-exam-training-1,speaking,2,Zeitung,open-ended,Um Informationen bitten und Informationen geben. Thema: Einkaufen — Zeitung,,,,(open-ended),A1,shopping,030
goethe-a1-sd1-exam-training-1,speaking,2,Kasse,open-ended,Um Informationen bitten und Informationen geben. Thema: Einkaufen — Kasse,,,,(open-ended),A1,shopping,030
goethe-a1-sd1-exam-training-1,speaking,2,Obst,open-ended,Um Informationen bitten und Informationen geben. Thema: Einkaufen — Obst,,,,(open-ended),A1,shopping,030
goethe-a1-sd1-exam-training-1,speaking,2,Schuhe,open-ended,Um Informationen bitten und Informationen geben. Thema: Einkaufen — Schuhe,,,,(open-ended),A1,shopping,030
goethe-a1-sd1-exam-training-1,speaking,2,Buch,open-ended,Um Informationen bitten und Informationen geben. Thema: Einkaufen — Buch,,,,(open-ended),A1,shopping,030
goethe-a1-sd1-exam-training-1,speaking,2,Stadtplan,open-ended,Um Informationen bitten und Informationen geben. Thema: Einkaufen — Stadtplan,,,,(open-ended),A1,shopping,030
goethe-a1-sd1-exam-training-1,speaking,3,1,open-ended,Bitten formulieren und darauf reagieren. Bildkarte: Buch/Heft mit einer CD (CD-ROM),,,,(open-ended),A1,mixed,031
goethe-a1-sd1-exam-training-1,speaking,3,2,open-ended,Bitten formulieren und darauf reagieren. Bildkarte: Buch mit Etikett/Aufkleber,,,,(open-ended),A1,mixed,031
goethe-a1-sd1-exam-training-1,speaking,3,3,open-ended,Bitten formulieren und darauf reagieren. Bildkarte: Anzug/Jackett mit Krawatte und Flasche,,,,(open-ended),A1,mixed,031
goethe-a1-sd1-exam-training-1,speaking,3,4,open-ended,Bitten formulieren und darauf reagieren. Bildkarte: Bleistift auf Papier,,,,(open-ended),A1,mixed,031
goethe-a1-sd1-exam-training-1,speaking,3,5,open-ended,Bitten formulieren und darauf reagieren. Bildkarte: Tisch (Beistelltisch),,,,(open-ended),A1,mixed,031
goethe-a1-sd1-exam-training-1,speaking,3,6,open-ended,Bitten formulieren und darauf reagieren. Bildkarte: Taschenuhr mit Kette,,,,(open-ended),A1,mixed,031
goethe-a1-sd1-exam-training-1,speaking,3,7,open-ended,Bitten formulieren und darauf reagieren. Bildkarte: ein Apfel,,,,(open-ended),A1,mixed,032
goethe-a1-sd1-exam-training-1,speaking,3,8,open-ended,Bitten formulieren und darauf reagieren. Bildkarte: Messer und Gabel auf einer Serviette,,,,(open-ended),A1,mixed,032
goethe-a1-sd1-exam-training-1,speaking,3,9,open-ended,Bitten formulieren und darauf reagieren. Bildkarte: ein Glas (halb gefüllt),,,,(open-ended),A1,mixed,032
goethe-a1-sd1-exam-training-1,speaking,3,10,open-ended,Bitten formulieren und darauf reagieren. Bildkarte: Rauchverbot (durchgestrichene Zigarette),,,,(open-ended),A1,mixed,032
goethe-a1-sd1-exam-training-1,speaking,3,11,open-ended,Bitten formulieren und darauf reagieren. Bildkarte: eine Aktentasche / Tasche,,,,(open-ended),A1,mixed,032
goethe-a1-sd1-exam-training-1,speaking,3,12,open-ended,Bitten formulieren und darauf reagieren. Bildkarte: ein Radio mit Musiknoten,,,,(open-ended),A1,mixed,032
