collection,unit,section,content_type,activity_type,topic,level,status,qa,word_count,summary,title
goethe-a1-fit1-exam-training-1,page-025,sprechen,[speaking-prompt],speaking-task,personal-info,A1,verified,pass,31,"Speaking Part 1 self-introduction word card (name, age, hobby).",Sprechen
goethe-a1-fit1-exam-training-1,page-026,sprechen,[speaking-prompt],speaking-task,home,A1,verified,pass,36,Speaking Part 2 theme card: Wohnen (living/home).,Fit in Deutsch · 1
goethe-a1-fit1-exam-training-1,page-027,sprechen,[speaking-prompt],speaking-task,home,A1,verified,pass,196,Speaking Part 2 prompt cards with words on the home theme.,Sprechen
goethe-a1-fit1-exam-training-1,page-028,sprechen,[speaking-prompt],speaking-task,family,A1,verified,pass,33,Speaking Part 2 theme card: Familie (family).,Fit in Deutsch · 1
goethe-a1-fit1-exam-training-1,page-029,sprechen,[speaking-prompt],speaking-task,family,A1,verified,pass,153,Speaking Part 2 six word cards on the family theme.,Sprechen
goethe-a1-fit1-exam-training-1,page-030,sprechen,[speaking-prompt],speaking-task,mixed,A1,verified,pass,185,Speaking Part 3 example picture cards with objects and symbols.,Fit in Deutsch · 1
goethe-a1-fit1-exam-training-1,page-031,sprechen,[speaking-prompt],speaking-task,mixed,A1,verified,pass,203,Speaking Part 3 six picture cards showing everyday objects.,Sprechen
goethe-a1-fit1-exam-training-1,page-032,,[],none,none,A1,verified,pass,2,Blank page.,Seite 30
goethe-a1-fit1-exam-training-1,page-033,,[toc],instructions,none,A1,verified,pass,75,Examiner sheets table of contents.,Fit in Deutsch · 1
goethe-a1-fit1-exam-training-1,page-034,hoeren,"[instructions, listening-sheet]",listening-comprehension,none,A1,verified,pass,218,Listening transcripts for Part 1 phone messages.,Fit in Deutsch · 1
goethe-a1-fit1-exam-training-1,page-035,hoeren,"[instructions, listening-sheet]",listening-comprehension,none,A1,verified,pass,293,Listening transcripts for Part 2 dialogues.,Hören
goethe-a1-fit1-exam-training-1,page-036,answer-key,[answer-key],answer-key,none,A1,verified,pass,392,Answer key for listening and reading plus writing rubric.,Fit in Deutsch 1
goethe-a1-fit1-exam-training-1,page-037,schreiben,"[instructions, answer-key]",instructions,none,A1,verified,pass,300,Writing assessment criteria and scoring guidance.,Schreiben
goethe-a1-fit1-exam-training-1,page-038,sprechen,"[instructions, speaking-prompt]",instructions,none,A1,verified,pass,195,Speaking exam procedure notes and moderator introduction.,Fit in Deutsch · 1
goethe-a1-fit1-exam-training-1,page-039,sprechen,"[speaking-prompt, instructions]",instructions,personal-info,A1,verified,pass,116,Speaking Part 1 examiner guidance for self-introduction.,Sprechen
goethe-a1-fit1-exam-training-1,page-040,sprechen,"[speaking-prompt, instructions]",instructions,none,A1,verified,pass,282,Speaking Part 2 examiner guidance and example question.,Fit in Deutsch · 1
goethe-a1-fit1-exam-training-1,page-041,sprechen,"[instructions, speaking-prompt]",instructions,none,A1,verified,pass,261,Speaking Part 3 examiner guidance and example prompt.,Sprechen
goethe-a1-fit1-exam-training-1,page-042,sprechen,[answer-key],instructions,none,A1,verified,pass,196,Speaking assessment criteria and point scale.,Fit in Deutsch · 1
goethe-a1-fit1-exam-training-1,page-043,,[intro],instructions,none,A1,verified,pass,120,Overall scoring overview across all exam modules.,Fit in Deutsch · 1
goethe-a1-fit1-exam-training-1,page-044,hoeren,[listening-sheet],answer-key,none,A1,verified,pass,483,"Answer sheet for listening, reading and writing results.",Fit in Deutsch 1
goethe-a1-fit1-exam-training-1,page-045,schreiben,"[writing-prompt, answer-key]",writing-task,communication,A1,verified,pass,121,Writing answer sheet with ruled area and scoring grid.,Barcode: 26855
goethe-a1-fit1-exam-training-1,page-046,sprechen,"[answer-key, listening-sheet]",answer-key,none,A1,verified,pass,361,Speaking assessment sheet with per-candidate scoring columns.,Fit in Deutsch 1
goethe-a1-fit1-exam-training-1,page-047,,[instructions],answer-key,none,A1,verified,pass,250,Overall results sheet with grade scale.,24545
goethe-a1-fit1-exam-training-1,page-048,,[],none,none,A1,verified,pass,2,Blank page.,Seite 46
goethe-a1-fit1-exam-training-1,page-049,,[],none,none,A1,verified,pass,2,Blank page.,Seite 47
goethe-a1-fit1-exam-training-1,page-050,,[],none,none,A1,verified,pass,2,Blank page.,Seite 48
goethe-a1-fit1-exam-training-1,page-051,,[],none,none,A1,verified,pass,7,Blank page with no printed content.,<!-- blank page: no printed content --
goethe-a1-fit1-exam-training-1,page-052,,[cover],cover,none,A1,verified,pass,8,Back cover with Goethe-Institut address.,Goethe-Institut e.V.
