collection,word,article,plural,word_class,example,topic,source_page
goethe-a1-sd1-vocabulary-list,"Finnland, Finne/Finnin, -nen, finnisch",,-nen,other,"Finnland, Finne/Finnin, -nen, finnisch",personal-info,008
goethe-a1-sd1-vocabulary-list,Frühling/das Frühjahr,der,,noun,,time-dates,008
goethe-a1-sd1-vocabulary-list,gelb,,,adjective,,none,008
goethe-a1-sd1-vocabulary-list,Grad,,,noun,ein Grad unter Null/minus ein Grad = – 1°,weather,008
goethe-a1-sd1-vocabulary-list,Gramm,,,noun,ein Gramm = 1 g,food,008
goethe-a1-sd1-vocabulary-list,grau,,,adjective,,none,008
goethe-a1-sd1-vocabulary-list,grün,,,adjective,,none,008
goethe-a1-sd1-vocabulary-list,Herbst,der,,noun,,time-dates,008
goethe-a1-sd1-vocabulary-list,Kilo(gramm),,,noun,ein Kilo(gramm) = 1 kg,food,008
goethe-a1-sd1-vocabulary-list,Kilometer,,,noun,zweihundert Kilometer = 200 km,none,008
goethe-a1-sd1-vocabulary-list,Liter,,,noun,ein Liter = 1 l,food,008
goethe-a1-sd1-vocabulary-list,Meter,,,noun,ein Meter = 1 m,none,008
goethe-a1-sd1-vocabulary-list,"Mexiko, Mexikaner/Mexikanerin, -nen, mexikanisch",,-nen,other,"Mexiko, Mexikaner/Mexikanerin, -nen, mexikanisch",personal-info,008
goethe-a1-sd1-vocabulary-list,Norden,der,,noun,,none,008
goethe-a1-sd1-vocabulary-list,Osten,der,,noun,,none,008
goethe-a1-sd1-vocabulary-list,Pfund,,,noun,ein Pfund = 500 g,food,008
goethe-a1-sd1-vocabulary-list,Prozent,,,noun,ein Prozent = 1 %,none,008
goethe-a1-sd1-vocabulary-list,Quadratmeter,,,noun,ein Quadratmeter = 1 m²,home,008
goethe-a1-sd1-vocabulary-list,rot,,,adjective,,none,008
goethe-a1-sd1-vocabulary-list,schwarz,,,adjective,,none,008
goethe-a1-sd1-vocabulary-list,Sommer,der,,noun,,time-dates,008
goethe-a1-sd1-vocabulary-list,Süden,der,,noun,,none,008
goethe-a1-sd1-vocabulary-list,"Türkei, Türke/Türkin, -nen, türkisch",,-nen,other,"z. B. Türkei, Türke/Türkin, -nen, türkisch",personal-info,008
goethe-a1-sd1-vocabulary-list,vier Grad über Null/plus vier Grad,,,phrase,vier Grad über Null/plus vier Grad = + 4°,weather,008
goethe-a1-sd1-vocabulary-list,weiß,,,adjective,,none,008
goethe-a1-sd1-vocabulary-list,Westen,der,,noun,,none,008
goethe-a1-sd1-vocabulary-list,Winter,der,,noun,,time-dates,008
goethe-a1-sd1-vocabulary-list,Zentimeter,,,noun,ein Zentimeter = 1 cm,none,008
goethe-a1-sd1-vocabulary-list,(sich) anmelden,,,verb,Wo kann ich mich anmelden?,none,009
goethe-a1-sd1-vocabulary-list,ab,,,preposition,Ab morgen muss ich arbeiten.,none,009
goethe-a1-sd1-vocabulary-list,aber,,,other,"Ich bin oft im Büro, aber nur für wenige Stunden.",none,009
goethe-a1-sd1-vocabulary-list,abfahren,,,verb,Wir fahren um zwölf Uhr ab.,travel,009
goethe-a1-sd1-vocabulary-list,Abfahrt,die,,noun,Vor der Abfahrt rufe ich an.,travel,009
goethe-a1-sd1-vocabulary-list,abgeben,,,verb,Ich muss meine Schlüssel abgeben.,none,009
goethe-a1-sd1-vocabulary-list,abholen,,,verb,Wann kann ich den Schrank bei dir abholen?,daily-routine,009
goethe-a1-sd1-vocabulary-list,Absender,der,,noun,Da ist ein Brief für dich ohne Absender.,communication,009
goethe-a1-sd1-vocabulary-list,Achtung,,,other,Achtung! Das dürfen Sie nicht tun.,none,009
goethe-a1-sd1-vocabulary-list,Adresse,die,-en,noun,Können Sie mir seine Adresse sagen?,personal-info,009
goethe-a1-sd1-vocabulary-list,all-,,,other,Alles Gute!,none,009
goethe-a1-sd1-vocabulary-list,allein,,,adverb,Er kommt allein.,none,009
goethe-a1-sd1-vocabulary-list,also,,,adverb,"Also, es ist so: …",none,009
goethe-a1-sd1-vocabulary-list,alt,,,adjective,Wie alt sind Sie?,personal-info,009
goethe-a1-sd1-vocabulary-list,Alter,das,,noun,Alter: 26 Jahre.,personal-info,009
goethe-a1-sd1-vocabulary-list,an,,,preposition,Fahren Sie an der nächsten Straße nach rechts.,none,009
goethe-a1-sd1-vocabulary-list,anbieten,,,verb,Was darf ich dir anbieten?,none,009
goethe-a1-sd1-vocabulary-list,ander-,,,other,"Willst du diese Jacke? – Nein, ich möchte die andere.",none,009
goethe-a1-sd1-vocabulary-list,Anfang,der,,noun,Sie wohnt am Anfang der Straße.,none,009
goethe-a1-sd1-vocabulary-list,anfangen,,,verb,Hier fängt die Bahnhofstraße an.,none,009
goethe-a1-sd1-vocabulary-list,Angebot,das,-e,noun,Heute sind Sportschuhe im Angebot.,shopping,009
goethe-a1-sd1-vocabulary-list,anklicken,,,verb,Da musst du dieses Wort anklicken.,communication,009
goethe-a1-sd1-vocabulary-list,ankommen,,,verb,Wann kommt dieser Zug in Hamburg an?,travel,009
goethe-a1-sd1-vocabulary-list,ankreuzen,,,verb,Auf dem Formular müssen Sie an mehreren Stellen etwas ankreuzen.,none,009
goethe-a1-sd1-vocabulary-list,Ankunft,die,,noun,Auf diesem Plan steht nur die Ankunft(-szeit) der Züge.,travel,009
goethe-a1-sd1-vocabulary-list,anmachen,,,verb,Mach bitte das Licht an!,home,009
goethe-a1-sd1-vocabulary-list,Anmeldung,die,,noun,Eine Anmeldung für diesen Kurs ist nicht mehr möglich.,school,009
goethe-a1-sd1-vocabulary-list,Anrede,die,,noun,Schreiben Sie auch eine Anrede und einen Gruß.,communication,009
goethe-a1-sd1-vocabulary-list,Anruf,der,-e,noun,Sie bekommt viele Anrufe auf ihrem Handy.,communication,009
goethe-a1-sd1-vocabulary-list,Anrufbeantworter,der,,noun,Wir sind im Moment nicht da. Sprechen Sie bitte auf den Anrufbeantworter.,communication,009
goethe-a1-sd1-vocabulary-list,anrufen,,,verb,Kann man Sie anrufen?,communication,009
goethe-a1-sd1-vocabulary-list,(sich) anziehen,,,verb,Ich muss mich noch anziehen.,daily-routine,010
goethe-a1-sd1-vocabulary-list,(sich) ausziehen,,,verb,"Zieh die Schuhe aus, bitte!",daily-routine,010
goethe-a1-sd1-vocabulary-list,an sein,,,verb,Heute Nacht war das Licht an.,home,010
goethe-a1-sd1-vocabulary-list,Ansage,die,-n,noun,Hören Sie die Ansagen.,communication,010
goethe-a1-sd1-vocabulary-list,Anschluss,der,,noun,In Mannheim haben Sie Anschluss nach Saarbrücken.,travel,010
goethe-a1-sd1-vocabulary-list,Antwort,die,-en,noun,Er gibt leider keine Antwort.,communication,010
goethe-a1-sd1-vocabulary-list,antworten,,,verb,Er antwortet nicht.,communication,010
goethe-a1-sd1-vocabulary-list,Anzeige,die,-n,noun,Ich habe Ihre Anzeige in der Zeitung gelesen.,communication,010
goethe-a1-sd1-vocabulary-list,Apartment,das,-s,noun,Wir haben ein Apartment gemietet.,home,010
goethe-a1-sd1-vocabulary-list,Apfel,der,-Ä,noun,Ein Pfund Äpfel bitte.,food,010
goethe-a1-sd1-vocabulary-list,Appetit,der,,noun,Guten Appetit!,food,010
goethe-a1-sd1-vocabulary-list,Arbeit,die,-en,noun,Mein Bruder sucht Arbeit.,profession,010
goethe-a1-sd1-vocabulary-list,arbeiten,,,verb,Wo arbeiten Sie?,profession,010
goethe-a1-sd1-vocabulary-list,arbeitslos,,,adjective,"Es gibt bei uns viele Leute, die schon lange arbeitslos sind.",profession,010
goethe-a1-sd1-vocabulary-list,Arbeitsplatz,der,"-ä, e",noun,An meinem Arbeitsplatz fehlt ein Drucker.,profession,010
goethe-a1-sd1-vocabulary-list,Arm,der,-e,noun,Mein Arm tut weh.,health,010
goethe-a1-sd1-vocabulary-list,Arzt,der,"-Ä, e",noun,Morgen habe ich einen Termin bei meiner Ärztin.,health,010
goethe-a1-sd1-vocabulary-list,auch,,,adverb,Ich bin auch Spanier.,none,010
goethe-a1-sd1-vocabulary-list,auf,,,preposition,Die Kinder spielen auf der Straße.,none,010
goethe-a1-sd1-vocabulary-list,auf sein,,,verb,Du brauchst den Schlüssel nicht. Die Wohnung ist auf.,home,010
goethe-a1-sd1-vocabulary-list,Aufgabe,die,-n,noun,Das ist eine schwere Aufgabe.,school,010
goethe-a1-sd1-vocabulary-list,aufhören,,,verb,Der Kurs hört in einer Woche auf.,school,010
goethe-a1-sd1-vocabulary-list,aufstehen,,,verb,Ich muss immer um vier Uhr aufstehen.,daily-routine,010
goethe-a1-sd1-vocabulary-list,Aufzug,der,"-ü, e",noun,In diesem Haus gibt es keinen Aufzug.,home,010
goethe-a1-sd1-vocabulary-list,Auge,das,-n,noun,Er hat blaue Augen.,health,010
goethe-a1-sd1-vocabulary-list,aus,,,preposition,Er kommt aus Brasilien.,personal-info,010
goethe-a1-sd1-vocabulary-list,aus sein,,,verb,Das Licht ist aus.,home,010
goethe-a1-sd1-vocabulary-list,Ausflug,der,,noun,Morgen machen wir einen Ausflug nach Heidelberg.,vacation,010
goethe-a1-sd1-vocabulary-list,ausfüllen,,,verb,Füllen Sie bitte dieses Formular aus.,none,010
goethe-a1-sd1-vocabulary-list,Ausgang,der,,noun,Wo ist der Ausgang?,city-places,010
goethe-a1-sd1-vocabulary-list,Auskunft,die,"-ü, e",noun,Können Sie mir eine Auskunft geben?,communication,010
goethe-a1-sd1-vocabulary-list,Ausland,das,,noun,Fahren Sie ins Ausland?,travel,010
goethe-a1-sd1-vocabulary-list,Ausländer,der,-,noun,SInd Sie Ausländerin?,personal-info,010
goethe-a1-sd1-vocabulary-list,ausländisch,,,adjective,Leider habe ich nur ausländisches Geld.,none,010
goethe-a1-sd1-vocabulary-list,ausmachen,,,verb,Mach bitte das Licht aus!,home,010
goethe-a1-sd1-vocabulary-list,Aussage,die,-n,noun,Ist die Aussage richtig oder falsch?,none,010
goethe-a1-sd1-vocabulary-list,aussehen,,,verb,Das sieht schön aus.,none,010
goethe-a1-sd1-vocabulary-list,aussteigen,,,verb,Wo muss ich aussteigen?,travel,010
goethe-a1-sd1-vocabulary-list,Ausweis,der,,noun,Hier ist mein Ausweis.,personal-info,010
goethe-a1-sd1-vocabulary-list,Auto,das,-s,noun,Er kommt mit dem Auto.,travel,010
goethe-a1-sd1-vocabulary-list,Autobahn,die,-en,noun,Wo geht's hier bitte zur Autobahn?,travel,010
goethe-a1-sd1-vocabulary-list,Automat,der,,noun,Die Fahrkarten gibt es nur am Automaten.,travel,010
goethe-a1-sd1-vocabulary-list,automatisch,,,adjective,Du musst nichts machen. Das geht automatisch.,none,010
goethe-a1-sd1-vocabulary-list,Baby,das,-s,noun,Mein Kind ist noch ein Baby.,family,011
goethe-a1-sd1-vocabulary-list,Bad,das,,noun,Wir haben kein großes Bad.,home,011
goethe-a1-sd1-vocabulary-list,baden,,,verb,"Ich bade nicht so gern, ich dusche lieber.",daily-routine,011
goethe-a1-sd1-vocabulary-list,Bahn,die,,noun,Wir fahren lieber mit der Bahn.,travel,011
goethe-a1-sd1-vocabulary-list,Bahnhof,der,,noun,Komme ich hier zum Bahnhof?,travel,011
goethe-a1-sd1-vocabulary-list,Bahnsteig,der,,noun,Auf welchem Bahnsteig fährt der Zug?,travel,011
goethe-a1-sd1-vocabulary-list,bald,,,adverb,Ich komme bald.,time-dates,011
goethe-a1-sd1-vocabulary-list,Balkon,der,,noun,Die Wohnung hat auch einen kleinen Balkon.,home,011
goethe-a1-sd1-vocabulary-list,Banane,die,-n,noun,"Drei Bananen, bitte!",food,011
goethe-a1-sd1-vocabulary-list,Bank,die,,noun,Die Bank schließt schon um vier Uhr.,city-places,011
goethe-a1-sd1-vocabulary-list,bar,,,adjective,Muss ich bar zahlen oder geht's auch mit Karte?,shopping,011
goethe-a1-sd1-vocabulary-list,Bauch,der,,noun,Seit gestern tut mir der Bauch weh.,health,011
goethe-a1-sd1-vocabulary-list,Baum,der,"-ä, e",noun,"Vorsicht, fahr nicht an den Baum!",none,011
goethe-a1-sd1-vocabulary-list,Beamte,der,-n,noun,Fragen Sie die Beamtin an Schalter acht!,profession,011
goethe-a1-sd1-vocabulary-list,bedeuten,,,verb,Was bedeutet das Wort?,communication,011
goethe-a1-sd1-vocabulary-list,beginnen,,,verb,Das Spiel beginnt um 15.30 Uhr.,time-dates,011
goethe-a1-sd1-vocabulary-list,bei,,,preposition,Offenbach liegt bei Frankfurt.,none,011
goethe-a1-sd1-vocabulary-list,beide,,,other,Beide Eltern arbeiten.,none,011
goethe-a1-sd1-vocabulary-list,Bein,das,-e,noun,Mein rechtes Bein tut weh.,health,011
goethe-a1-sd1-vocabulary-list,Beispiel,das,-e,noun,Kannst du mir ein Beispiel sagen?,communication,011
goethe-a1-sd1-vocabulary-list,bekannt,,,adjective,Picasso ist sehr bekannt.,none,011
goethe-a1-sd1-vocabulary-list,Bekannte,der/die,-n,noun,Ein Bekannter von mir heißt Klaus.,personal-info,011
goethe-a1-sd1-vocabulary-list,bekommen,,,verb,Haben Sie meinen Brief bekommen?,communication,011
goethe-a1-sd1-vocabulary-list,benutzen,,,verb,Die Aufzüge bitte nicht benutzen!,none,011
goethe-a1-sd1-vocabulary-list,Beruf,der,-e,noun,Was sind Sie von Beruf?,profession,011
goethe-a1-sd1-vocabulary-list,besetzt,,,adjective,Die Nummer ist immer besetzt.,communication,011
goethe-a1-sd1-vocabulary-list,besichtigen,,,verb,Ich möchte gern den Dom besichtigen.,vacation,011
goethe-a1-sd1-vocabulary-list,besser,,,adjective,Es geht mir schon besser.,health,011
goethe-a1-sd1-vocabulary-list,best-,,,adjective,Am besten treffen wir uns morgen.,none,011
goethe-a1-sd1-vocabulary-list,bestellen,,,verb,"Wir möchten bestellen, bitte.",restaurant,011
goethe-a1-sd1-vocabulary-list,besuchen,,,verb,Darf ich dich besuchen?,hobby,011
goethe-a1-sd1-vocabulary-list,Bett,das,-en,noun,Wir brauchen noch ein Kinderbett.,home,011
goethe-a1-sd1-vocabulary-list,bezahlen,,,verb,Wo muss ich bezahlen?,shopping,011
goethe-a1-sd1-vocabulary-list,Bier,das,,noun,Noch ein Bier bitte.,restaurant,011
goethe-a1-sd1-vocabulary-list,Bild,das,-er,noun,Hast du ein Bild von deinem Sohn?,hobby,011
goethe-a1-sd1-vocabulary-list,billig,,,adjective,Die Jacke kostet nur 10 Euro! Die ist aber billig!,shopping,011
goethe-a1-sd1-vocabulary-list,Bäckerei,die,,noun,Ich geh mal schnell zur Bäckerei.,shopping,011
goethe-a1-sd1-vocabulary-list,zum Beispiel/z. B.,,,phrase,"Viele meiner Verwandten, z. B. meine beiden Brüder, arbeiten auch hier.",communication,011
goethe-a1-sd1-vocabulary-list,Birne,die,-n,noun,"Ein Kilo Birnen, bitte!",food,012
goethe-a1-sd1-vocabulary-list,bis,,,preposition,Ich fahre nur bis Stuttgart.,none,012
goethe-a1-sd1-vocabulary-list,bisschen,,,other,"Ich spreche Englisch, Französisch und ein bisschen Deutsch.",none,012
goethe-a1-sd1-vocabulary-list,bitte,,,other,"Eine Tasse Kaffee, bitte!",communication,012
goethe-a1-sd1-vocabulary-list,Bitte,die,-n,noun,Ich habe noch eine Bitte.,communication,012
goethe-a1-sd1-vocabulary-list,bitten,,,verb,Darf ich Sie um etwas bitten?,communication,012
goethe-a1-sd1-vocabulary-list,bitter,,,adjective,Der Kaffee schmeckt bitter.,food,012
goethe-a1-sd1-vocabulary-list,bleiben,,,verb,Ich bleibe heute zu Hause.,daily-routine,012
goethe-a1-sd1-vocabulary-list,Bleistift,der,-e,noun,Hast du einen Bleistift?,school,012
goethe-a1-sd1-vocabulary-list,Blick,der,,noun,Von diesem Hotel hat man einen guten Blick auf den Rhein.,vacation,012
goethe-a1-sd1-vocabulary-list,Blume,die,-n,noun,Gefallen dir die Blumen?,none,012
goethe-a1-sd1-vocabulary-list,Bogen,der,,noun,Schreiben Sie Ihre Lösungen bitte auf den Antwortbogen.,school,012
goethe-a1-sd1-vocabulary-list,brauchen,,,verb,Brauchst du die Zeitung noch?,none,012
goethe-a1-sd1-vocabulary-list,breit,,,adjective,Wie breit ist der Schrank?,home,012
goethe-a1-sd1-vocabulary-list,Brief,der,-e,noun,Haben Sie einen Brief für mich?,communication,012
goethe-a1-sd1-vocabulary-list,Briefmarke,die,-n,noun,Kaufst du bitte Briefmarken bei der Post.,communication,012
goethe-a1-sd1-vocabulary-list,bringen,,,verb,Bringen Sie mir bitte noch einen Kaffee!,restaurant,012
goethe-a1-sd1-vocabulary-list,Brot,das,-e,noun,Haben Sie auch Weißbrot?,food,012
goethe-a1-sd1-vocabulary-list,Bruder,der,-ü,noun,Sein Bruder arbeitet auch hier.,family,012
goethe-a1-sd1-vocabulary-list,Brötchen,das,–,noun,Möchtest du Brötchen zum Frühstück?,food,012
goethe-a1-sd1-vocabulary-list,Buch,das,"-ü, er",noun,Gute Bücher sind oft sehr teuer.,hobby,012
goethe-a1-sd1-vocabulary-list,Buchstabe,der,-n,noun,Diesen Buchstaben gibt es in meiner Sprache nicht.,school,012
goethe-a1-sd1-vocabulary-list,buchstabieren,,,verb,Bitte buchstabieren Sie Ihren Namen.,personal-info,012
goethe-a1-sd1-vocabulary-list,Bus,der,-se,noun,Wann kommt der nächste Bus?,travel,012
goethe-a1-sd1-vocabulary-list,Butter,die,,noun,Für mich bitte ein Brötchen mit Butter und Käse.,food,012
goethe-a1-sd1-vocabulary-list,böse,,,adjective,Sie ist böse auf mich.,none,012
goethe-a1-sd1-vocabulary-list,Café,das,-s,noun,Sollen wir uns im Café treffen?,restaurant,012
goethe-a1-sd1-vocabulary-list,CD,die,-s,noun,Bring bitte deine Lieblings-CD mit.,hobby,012
goethe-a1-sd1-vocabulary-list,Chef,der,,noun,Wir haben eine neue Chefin.,profession,012
goethe-a1-sd1-vocabulary-list,circa/ca.,,,adverb,Von Mainz nach Frankfurt sind es circa fünfzig Kilometer.,travel,012
goethe-a1-sd1-vocabulary-list,Computer,der,–,noun,Wann bekommst du deinen neuen Computer?,communication,012
goethe-a1-sd1-vocabulary-list,da,,,adverb,Da hinten ist er ja.,none,012
goethe-a1-sd1-vocabulary-list,Dame,die,-n,noun,Damen (an der Toilette),personal-info,012
goethe-a1-sd1-vocabulary-list,(sich) duschen,,,verb,"Ich bade nicht so gern, ich dusche lieber.",daily-routine,013
goethe-a1-sd1-vocabulary-list,daneben,,,adverb,Du kennst doch die Post. Daneben ist die Bank.,city-places,013
goethe-a1-sd1-vocabulary-list,Dank,der,,noun,Vielen Dank!,communication,013
goethe-a1-sd1-vocabulary-list,danke,,,other,"Soll ich Ihnen helfen? - Nein, danke!",communication,013
goethe-a1-sd1-vocabulary-list,danken,,,verb,Ich danke Ihnen für die Einladung.,communication,013
goethe-a1-sd1-vocabulary-list,dann,,,adverb,"Ich muss noch schnell zur Post, dann komme ich.",none,013
goethe-a1-sd1-vocabulary-list,Datum,das,,noun,Bitte schreiben Sie noch das Datum auf das Formular.,time-dates,013
goethe-a1-sd1-vocabulary-list,dauern,,,verb,Wie lange dauert der Film?,time-dates,013
goethe-a1-sd1-vocabulary-list,dein-,,,other,Ist das dein Auto?,none,013
goethe-a1-sd1-vocabulary-list,denn,,,other,"Ich kann nicht kommen, denn ich bin krank.",none,013
goethe-a1-sd1-vocabulary-list,"der, die, das",,,other,Ich nehme das da.,none,013
goethe-a1-sd1-vocabulary-list,dich,,,other,Die Blumen sind für dich.,none,013
