collection,section,teil,item,item_type,question,option_a,option_b,option_c,correct_answer,topic,source_page
goyal-a1-young-learners,vocabulary,Übung 4,2,fill-in,Wie begrüßt man sich im Verlauf des Tages? — 10:00,,,,Guten Morgen!,communication,008
goyal-a1-young-learners,lesen,Übung 5,2,matching,Verbinde die Fragen mit den passenden Antworten: Tag! Bist du Stefanie?,,,,"a. Nein, ich bin Claudia.",personal-info,008
goyal-a1-young-learners,schreiben,Übung 3,3,short-answer,Wie begrüßt du diese Personen? Wie verabschiedest du diese Personen? — Deine Klassenkameraden Anna und Marco,,,,,communication,008
goyal-a1-young-learners,vocabulary,Übung 4,3,fill-in,Wie begrüßt man sich im Verlauf des Tages? — 19:45,,,,Guten Abend!,communication,008
goyal-a1-young-learners,lesen,Übung 5,3,matching,Verbinde die Fragen mit den passenden Antworten: Heißt du Lara?,,,,"e. Nein, ich heiße Melanie.",personal-info,008
goyal-a1-young-learners,vocabulary,Übung 4,4,fill-in,Wie begrüßt man sich im Verlauf des Tages? — 07:15,,,,Guten Morgen!,communication,008
goyal-a1-young-learners,lesen,Übung 5,4,matching,Verbinde die Fragen mit den passenden Antworten: Hallo! Wer bist du?,,,,c. Ich bin Monika.,personal-info,008
goyal-a1-young-learners,vocabulary,Übung 4,5,fill-in,Wie begrüßt man sich im Verlauf des Tages? — 17:30,,,,Guten Abend!,communication,008
goyal-a1-young-learners,lesen,Übung 5,5,matching,Verbinde die Fragen mit den passenden Antworten: Bist du Jakob?,,,,"d. Ja, ich bin Jakob.",personal-info,008
goyal-a1-young-learners,vocabulary,Übung 4,6,fill-in,Wie begrüßt man sich im Verlauf des Tages? — 22:30,,,,Gute Nacht!,communication,008
goyal-a1-young-learners,vocabulary,Übung 4,7,fill-in,Wie begrüßt man sich im Verlauf des Tages? — 14:30,,,,Guten Tag!,communication,008
goyal-a1-young-learners,vocabulary,Übung 4,8,fill-in,Wie begrüßt man sich im Verlauf des Tages? — 24:00,,,,Gute Nacht!,communication,008
goyal-a1-young-learners,schreiben,Übung 6,1,fill-in,Ergänze den Dialog: Hallo! Ich bin Max. ___ heißt du?,,,,Wie,personal-info,009
goyal-a1-young-learners,schreiben,Übung 7,1,short-answer,Stell die Fragen: Hallo! Ich bin Lara. — ___ ? (Ich heiße Tobias.),,,,Und wie heißt du?,personal-info,009
goyal-a1-young-learners,schreiben,Übung 6,2,fill-in,Ergänze den Dialog: Wie heißt ___?,,,,du,personal-info,009
goyal-a1-young-learners,schreiben,Übung 7,2,short-answer,"Stell die Fragen: Tobias, ___ ? (Ich bin 12.)",,,,Wie alt bist du?,personal-info,009
goyal-a1-young-learners,schreiben,Übung 6,3,fill-in,Ergänze den Dialog: Hallo! ___ Lukas.,,,,Ich heiße,personal-info,009
goyal-a1-young-learners,schreiben,Übung 7,3,short-answer,Stell die Fragen: Und ___ ? (Ich wohne in Graz.),,,,wo wohnst du?,personal-info,009
goyal-a1-young-learners,schreiben,Übung 6,4,fill-in,"Ergänze den Dialog: Max, wie ___ bist du?",,,,alt,personal-info,009
goyal-a1-young-learners,schreiben,Übung 7,4,short-answer,Stell die Fragen: Graz? ___ denn? (Graz liegt in Österreich.),,,,Wo liegt das?,city-places,009
goyal-a1-young-learners,schreiben,Übung 6,5,fill-in,Ergänze den Dialog: Ich ___ .,,,,bin 15,personal-info,009
goyal-a1-young-learners,schreiben,Übung 7,5,short-answer,"Stell die Fragen: ___ ihr zu Hause? (Wir sind vier: mein Vater, meine Mutter, meine Schwester Marion und ich.)",,,,Mit wem wohnt ihr zu Hause?,family,009
goyal-a1-young-learners,schreiben,Übung 6,6,fill-in,Ergänze den Dialog: Ich bin auch ___ .,,,,15,personal-info,009
goyal-a1-young-learners,schreiben,Übung 6,7,fill-in,"Ergänze den Dialog: ___ , Max.",,,,Tschüs,personal-info,009
goyal-a1-young-learners,schreiben,Übung 6,8,fill-in,"Ergänze den Dialog: Tschüs, ___ .",,,,Lukas,personal-info,009
goyal-a1-young-learners,schreiben,Übung 8,1,open-ended,Ergänze den Steckbrief mit deinen persönlichen Daten. Stell dich anschließend vor.,,,,(open-ended),personal-info,010
goyal-a1-young-learners,hoeren,Übung 9,1,ordering,Hör dir das Interview an und bringe die einzelnen Teile in die richtige Reihenfolge.,,,,,personal-info,010
goyal-a1-young-learners,hoeren,Übung 9,2,fill-in,Ergänze den Steckbrief (Interview): Name,,,,Dirk Wulf,personal-info,010
goyal-a1-young-learners,hoeren,Übung 9,3,fill-in,Ergänze den Steckbrief (Interview): Spitzname,,,,Willy,personal-info,010
goyal-a1-young-learners,hoeren,Übung 9,4,fill-in,Ergänze den Steckbrief (Interview): Beruf,,,,Techno-DJ (singt auch in einer Techno-Band),personal-info,010
goyal-a1-young-learners,hoeren,Übung 9,5,fill-in,Ergänze den Steckbrief (Interview): Wohnort,,,,Berlin,personal-info,010
goyal-a1-young-learners,hoeren,Übung 9,6,fill-in,Ergänze den Steckbrief (Interview): Alter,,,,20,personal-info,010
goyal-a1-young-learners,hoeren,Übung 9,7,fill-in,Ergänze den Steckbrief (Interview): Lieblingsessen,,,,Hamburger mit Pommes,food,010
goyal-a1-young-learners,hoeren,Übung 9,8,fill-in,Ergänze den Steckbrief (Interview): Lieblingsgetränk,,,,Cola mit Zitrone,food,010
goyal-a1-young-learners,hoeren,Übung 9,9,fill-in,Ergänze den Steckbrief (Interview): Großer Hit,,,,Stop now,personal-info,010
goyal-a1-young-learners,schreiben,Übung 10,1,writing-task,Beim Surfen im Internet hast du folgende E-Mails gefunden. Schreib eine ähnliche E-Mail.,,,,(open-ended),personal-info,011
goyal-a1-young-learners,vocabulary,Übung 11,1,fill-in,Wie ist der deutsche Artikel? — Mutter,,,,die,family,011
goyal-a1-young-learners,vocabulary,Übung 11,10,fill-in,Wie ist der deutsche Artikel? — Tante,,,,die,family,011
goyal-a1-young-learners,vocabulary,Übung 11,2,fill-in,Wie ist der deutsche Artikel? — Bruder,,,,der,family,011
goyal-a1-young-learners,vocabulary,Übung 11,3,fill-in,Wie ist der deutsche Artikel? — Opa,,,,der,family,011
goyal-a1-young-learners,vocabulary,Übung 11,4,fill-in,Wie ist der deutsche Artikel? — Eltern,,,,die,family,011
goyal-a1-young-learners,vocabulary,Übung 11,5,fill-in,Wie ist der deutsche Artikel? — Onkel,,,,der,family,011
goyal-a1-young-learners,vocabulary,Übung 11,6,fill-in,Wie ist der deutsche Artikel? — Vater,,,,der,family,011
goyal-a1-young-learners,vocabulary,Übung 11,7,fill-in,Wie ist der deutsche Artikel? — Schwester,,,,die,family,011
goyal-a1-young-learners,vocabulary,Übung 11,8,fill-in,Wie ist der deutsche Artikel? — Oma,,,,die,family,011
goyal-a1-young-learners,vocabulary,Übung 11,9,fill-in,Wie ist der deutsche Artikel? — Großeltern,,,,die,family,011
goyal-a1-young-learners,vocabulary,Übung 12,1,fill-in,Schreib die Verwandtschaftsbezeichnungen mit Artikel in die Tabelle: Eltern,,,,"die Mutter, der Vater",family,012
goyal-a1-young-learners,sprechen,Übung 13,1,speaking-task,Stell die Familie Beckmann vor.,,,,(open-ended),family,012
goyal-a1-young-learners,vocabulary,Übung 12,2,fill-in,Schreib die Verwandtschaftsbezeichnungen mit Artikel in die Tabelle: Großeltern,,,,"der Opa, die Oma",family,012
goyal-a1-young-learners,vocabulary,Übung 12,3,fill-in,Schreib die Verwandtschaftsbezeichnungen mit Artikel in die Tabelle: Geschwister,,,,"der Bruder, die Schwester",family,012
goyal-a1-young-learners,vocabulary,Übung 12,4,fill-in,Schreib die Verwandtschaftsbezeichnungen mit Artikel in die Tabelle: Verwandte,,,,"die Tante, der Onkel, der Cousin, die Cousine",family,012
goyal-a1-young-learners,lesen,Übung 14,1,short-answer,"Schau dir den Stammbaum an und finde heraus, wer gemeint ist: Sie ist die Mutter von Klaus Beckmann.",,,,Elfriede Beckmann,family,013
goyal-a1-young-learners,schreiben,Übung 15,1,matching,"Finde heraus, wer wie viele Geschwister hat: Lena",,,,Lena hat einen Bruder.,family,013
goyal-a1-young-learners,lesen,Übung 14,10,short-answer,"Schau dir den Stammbaum an und finde heraus, wer gemeint ist: Sie ist die Tochter von Petra Richter.",,,,Sophie Beckmann,family,013
goyal-a1-young-learners,lesen,Übung 14,2,short-answer,"Schau dir den Stammbaum an und finde heraus, wer gemeint ist: Er ist der Bruder von Klaus Beckmann.",,,,Markus Beckmann,family,013
goyal-a1-young-learners,schreiben,Übung 15,2,matching,"Finde heraus, wer wie viele Geschwister hat: Steffi",,,,Steffi hat zwei Schwestern.,family,013
goyal-a1-young-learners,lesen,Übung 14,3,short-answer,"Schau dir den Stammbaum an und finde heraus, wer gemeint ist: Er ist der Opa von Sophie Beckmann.",,,,,family,013
goyal-a1-young-learners,schreiben,Übung 15,3,matching,"Finde heraus, wer wie viele Geschwister hat: Sebastian",,,,Sebastian hat zwei Brüder.,family,013
goyal-a1-young-learners,lesen,Übung 14,4,short-answer,"Schau dir den Stammbaum an und finde heraus, wer gemeint ist: Er ist der Sohn von Elfriede Beckmann.",,,,,family,013
goyal-a1-young-learners,schreiben,Übung 15,4,matching,"Finde heraus, wer wie viele Geschwister hat: Markus",,,,Markus ist Einzelkind.,family,013
goyal-a1-young-learners,lesen,Übung 14,5,short-answer,"Schau dir den Stammbaum an und finde heraus, wer gemeint ist: Sie ist die Tante von Andreas Beckmann.",,,,Renate Richter,family,013
goyal-a1-young-learners,schreiben,Übung 15,5,matching,"Finde heraus, wer wie viele Geschwister hat: Florian",,,,Florian hat einen Bruder und eine Schwester.,family,013
goyal-a1-young-learners,lesen,Übung 14,6,short-answer,"Schau dir den Stammbaum an und finde heraus, wer gemeint ist: Er ist der Vater von Renate Richter.",,,,Hans Richter,family,013
goyal-a1-young-learners,lesen,Übung 14,7,short-answer,"Schau dir den Stammbaum an und finde heraus, wer gemeint ist: Er ist der Onkel von Martin Beckmann.",,,,Markus Beckmann,family,013
goyal-a1-young-learners,lesen,Übung 14,8,short-answer,"Schau dir den Stammbaum an und finde heraus, wer gemeint ist: Sie ist die Oma von Sophie Beckmann.",,,,,family,013
goyal-a1-young-learners,lesen,Übung 14,9,short-answer,"Schau dir den Stammbaum an und finde heraus, wer gemeint ist: Sie ist die Schwester von Petra Richter.",,,,Renate Richter,family,013
goyal-a1-young-learners,schreiben,Übung 16,1,open-ended,Hast du Geschwister? Wie viele Geschwister hast du? Oder bist du ein Einzelkind?,,,,(open-ended),family,014
goyal-a1-young-learners,lesen,Übung 17,1,short-answer,Lies den Text (Familie Zidek) und beantworte: Wie viele Personen sind bei Familie Zidek zu Hause?,,,,Vier Personen.,family,014
goyal-a1-young-learners,lesen,Übung 17,2,short-answer,Lies den Text (Familie Zidek) und beantworte: Wie heißen die Töchter? Wie alt sind sie?,,,,Michaela ist 14 und Melanie ist 10.,family,014
goyal-a1-young-learners,lesen,Übung 17,3,short-answer,Lies den Text (Familie Zidek) und beantworte: Hat Familie Zidek Tiere zu Hause?,,,,"Ja, sie haben einen Hund.",family,014
goyal-a1-young-learners,lesen,Übung 17,4,short-answer,Lies den Text (Familie Zidek) und beantworte: Wo wohnt Familie Zidek?,,,,"In Graz, in Österreich.",city-places,014
goyal-a1-young-learners,lesen,Übung 17,5,short-answer,Lies den Text (Familie Zidek) und beantworte: Was ist Herr Zidek von Beruf? Und Frau Zidek?,,,,"Herr Zidek ist Fotograf, Frau Zidek ist Lehrerin.",profession,014
goyal-a1-young-learners,lesen,Übung 17,6,short-answer,Lies den Text (Familie Zidek) und beantworte: Was machen Michaela und Melanie?,,,,"Michaela geht aufs Gymnasium, Melanie geht in die Grundschule.",school,014
goyal-a1-young-learners,sprechen,Übung 18,1,speaking-task,"Stell die folgenden Personen vor (Stefan Weigel, Angelika Meier, Markus Krause, Petra Will).",,,,(open-ended),personal-info,015
goyal-a1-young-learners,hoeren,Übung 19,1,short-answer,"Interview mit dem Schuldirektor. Hör zu und mach Notizen (Wohnort, Alter, verheiratet, Kinder, Hobbys, Musik, E-Mail).",,,,,personal-info,015
goyal-a1-young-learners,schreiben,Übung 20,1,writing-task,Ein Artikel für die Schülerzeitung. Unser Schuldirektor heißt Peter Kuppers. Er ist ___,,,,(open-ended),personal-info,016
goyal-a1-young-learners,lesen,Übung 21,1,matching,Verbinde die Fragen mit den passenden Antworten: Wer sind Sie?,,,,c. Ich bin Herr Weiß.,personal-info,016
goyal-a1-young-learners,schreiben,Übung 22,1,short-answer,Stell Fragen in der Höflichkeitsform: ___ ? — Ich heiße Peter Weigel.,,,,Wie heißen Sie?,personal-info,016
goyal-a1-young-learners,lesen,Übung 21,2,matching,Verbinde die Fragen mit den passenden Antworten: Sind Sie verheiratet?,,,,"d. Ja, ich bin verheiratet.",personal-info,016
goyal-a1-young-learners,schreiben,Übung 22,2,short-answer,Stell Fragen in der Höflichkeitsform: ___ ? — Ich bin Schuldirektor von der Goethe-Schule.,,,,Was sind Sie von Beruf?,profession,016
goyal-a1-young-learners,lesen,Übung 21,3,matching,Verbinde die Fragen mit den passenden Antworten: Haben Sie Kinder?,,,,"f. Ja, einen Sohn.",family,016
goyal-a1-young-learners,schreiben,Übung 22,3,short-answer,Stell Fragen in der Höflichkeitsform: ___ ? — In Hanau. Das liegt bei Frankfurt.,,,,Wo wohnen Sie?,city-places,016
goyal-a1-young-learners,lesen,Übung 21,4,matching,Verbinde die Fragen mit den passenden Antworten: Wie alt sind Sie?,,,,a. Ich bin 37.,personal-info,016
goyal-a1-young-learners,schreiben,Übung 22,4,short-answer,"Stell Fragen in der Höflichkeitsform: ___ ? — Nein, ich bin aus Hamburg.",,,,,city-places,016
goyal-a1-young-learners,lesen,Übung 21,5,matching,Verbinde die Fragen mit den passenden Antworten: Wo wohnen Sie?,,,,b. In Berlin.,personal-info,016
goyal-a1-young-learners,schreiben,Übung 22,5,short-answer,"Stell Fragen in der Höflichkeitsform: ___ ? — Nein, ich bin Single.",,,,Sind Sie verheiratet?,personal-info,016
goyal-a1-young-learners,lesen,Übung 21,6,matching,Verbinde die Fragen mit den passenden Antworten: Haben Sie eine E-Mail-Adresse?,,,,e. Natürlich habe ich eine E-Mail-Adresse.,communication,016
goyal-a1-young-learners,schreiben,Übung 22,6,short-answer,Stell Fragen in der Höflichkeitsform: ___ ? — Ich spiele Tennis und höre klassische Musik.,,,,Was sind Ihre Hobbys?,hobby,016
goyal-a1-young-learners,hoeren,Übung 23,1,short-answer,"Hör das Interview an und ergänze den Steckbrief (Name, Alter, Wohnort, Handy, Beruf, Familie).",,,,,personal-info,017
goyal-a1-young-learners,schreiben,Übung 24,1,matching,"Schau auf der Karte, wo die Städte liegen, und schreib Sätze wie im Beispiel: München",,,,München liegt in Süddeutschland.,city-places,017
goyal-a1-young-learners,schreiben,Übung 24,2,matching,"Schau auf der Karte, wo die Städte liegen, und schreib Sätze wie im Beispiel: Berlin",,,,Berlin liegt in Norddeutschland.,city-places,017
goyal-a1-young-learners,schreiben,Übung 24,3,matching,"Schau auf der Karte, wo die Städte liegen, und schreib Sätze wie im Beispiel: Innsbruck",,,,Innsbruck liegt in Österreich.,city-places,017
goyal-a1-young-learners,schreiben,Übung 24,4,matching,"Schau auf der Karte, wo die Städte liegen, und schreib Sätze wie im Beispiel: Frankfurt",,,,Frankfurt liegt in Mitteldeutschland.,city-places,017
goyal-a1-young-learners,schreiben,Übung 24,5,matching,"Schau auf der Karte, wo die Städte liegen, und schreib Sätze wie im Beispiel: Lugano",,,,Lugano liegt in der Schweiz.,city-places,017
goyal-a1-young-learners,schreiben,Übung 24,6,matching,"Schau auf der Karte, wo die Städte liegen, und schreib Sätze wie im Beispiel: Wien",,,,Wien liegt in Österreich.,city-places,017
goyal-a1-young-learners,schreiben,Übung 24,7,matching,"Schau auf der Karte, wo die Städte liegen, und schreib Sätze wie im Beispiel: Zürich",,,,Zürich liegt in der Schweiz.,city-places,017
goyal-a1-young-learners,schreiben,Übung 24,8,matching,"Schau auf der Karte, wo die Städte liegen, und schreib Sätze wie im Beispiel: Augsburg",,,,Augsburg liegt in Süddeutschland.,city-places,017
goyal-a1-young-learners,schreiben,Übung 24,9,matching,"Schau auf der Karte, wo die Städte liegen, und schreib Sätze wie im Beispiel: Hamburg",,,,Hamburg liegt in Norddeutschland.,city-places,017
goyal-a1-young-learners,schreiben,Übung 25,1,matching,Und wo liegen diese Städte? Dresden,,,,Dresden liegt in Ostdeutschland.,city-places,018
goyal-a1-young-learners,schreiben,Übung 26,1,short-answer,Antworte wie im Beispiel: Liegt Hamburg in Norddeutschland?,,,,"Ja, Hamburg liegt in Norddeutschland.",city-places,018
goyal-a1-young-learners,schreiben,Übung 25,2,matching,Und wo liegen diese Städte? Konstanz,,,,Konstanz liegt in Süddeutschland.,city-places,018
goyal-a1-young-learners,schreiben,Übung 26,2,short-answer,Antworte wie im Beispiel: Liegt Konstanz in Ostdeutschland?,,,,"Nein, Konstanz liegt in Süddeutschland.",city-places,018
goyal-a1-young-learners,schreiben,Übung 25,3,matching,Und wo liegen diese Städte? Flensburg,,,,Flensburg liegt in Norddeutschland.,city-places,018
goyal-a1-young-learners,schreiben,Übung 26,3,short-answer,Antworte wie im Beispiel: Liegt München in Süddeutschland?,,,,"Ja, München liegt in Süddeutschland.",city-places,018
goyal-a1-young-learners,schreiben,Übung 25,4,matching,Und wo liegen diese Städte? Aachen,,,,Aachen liegt in Westdeutschland.,city-places,018
goyal-a1-young-learners,schreiben,Übung 26,4,short-answer,Antworte wie im Beispiel: Liegt Zürich in Österreich?,,,,"Nein, Zürich liegt in der Schweiz.",city-places,018
goyal-a1-young-learners,schreiben,Übung 25,5,matching,Und wo liegen diese Städte? Erfurt,,,,Erfurt liegt in Mitteldeutschland.,city-places,018
goyal-a1-young-learners,schreiben,Übung 26,5,short-answer,Antworte wie im Beispiel: Liegt Wien in Österreich?,,,,"Ja, Wien liegt in Österreich.",city-places,018
goyal-a1-young-learners,schreiben,Übung 26,6,short-answer,Antworte wie im Beispiel: Liegt Dresden in Westdeutschland?,,,,"Nein, Dresden liegt in Ostdeutschland.",city-places,018
goyal-a1-young-learners,hoeren,Übung 27,1,fill-in,Um welche Städte handelt es sich? Hör zu und schreib die Namen in die entsprechenden Lücken. — Bild 1: Stadt mit zwei grünen Turmkuppeln (Frauenkirche) und Rathaus,,,,München,city-places,019
goyal-a1-young-learners,,Übung 28,1,matching,Ordne die Autokennzeichen den entsprechenden Städten zu. — M – FH 378,,,,München,city-places,019
goyal-a1-young-learners,,Übung 28,10,matching,Ordne die Autokennzeichen den entsprechenden Städten zu. — ZH – 26778,,,,Zürich,city-places,019
goyal-a1-young-learners,,Übung 28,11,matching,Ordne die Autokennzeichen den entsprechenden Städten zu. — BE – 78820,,,,Bern,city-places,019
goyal-a1-young-learners,hoeren,Übung 27,2,fill-in,Um welche Städte handelt es sich? Hör zu und schreib die Namen in die entsprechenden Lücken. — Bild 2: klassizistisches Tor mit Säulen und Quadriga (Brandenburger Tor),,,,Berlin,city-places,019
goyal-a1-young-learners,,Übung 28,2,matching,Ordne die Autokennzeichen den entsprechenden Städten zu. — F – XR 899,,,,Frankfurt,city-places,019
goyal-a1-young-learners,hoeren,Übung 27,3,fill-in,Um welche Städte handelt es sich? Hör zu und schreib die Namen in die entsprechenden Lücken. — Bild 3: großes Riesenrad,,,,Wien,city-places,019
goyal-a1-young-learners,,Übung 28,3,matching,Ordne die Autokennzeichen den entsprechenden Städten zu. — B – PA 561,,,,Berlin,city-places,019
goyal-a1-young-learners,hoeren,Übung 27,4,fill-in,Um welche Städte handelt es sich? Hör zu und schreib die Namen in die entsprechenden Lücken. — Bild 4: Skyline mit Hochhäusern und Fluss/Brücke,,,,Frankfurt,city-places,019
goyal-a1-young-learners,,Übung 28,4,matching,Ordne die Autokennzeichen den entsprechenden Städten zu. — HH – NM 190,,,,Hamburg,city-places,019
goyal-a1-young-learners,hoeren,Übung 27,5,fill-in,Um welche Städte handelt es sich? Hör zu und schreib die Namen in die entsprechenden Lücken. — Bild 5: Backsteingebäude am Kanal (Speicherstadt),,,,Hamburg,city-places,019
goyal-a1-young-learners,,Übung 28,5,matching,Ordne die Autokennzeichen den entsprechenden Städten zu. — K – JT 299,,,,Köln,city-places,019
goyal-a1-young-learners,hoeren,Übung 27,6,fill-in,"Um welche Städte handelt es sich? Hör zu und schreib die Namen in die entsprechenden Lücken. — Bild 6: Stadt mit Kirchturm, Fluss und Brücke",,,,Zürich,city-places,019
goyal-a1-young-learners,,Übung 28,6,matching,Ordne die Autokennzeichen den entsprechenden Städten zu. — D – ZU 364,,,,Düsseldorf,city-places,019
goyal-a1-young-learners,,Übung 28,7,matching,Ordne die Autokennzeichen den entsprechenden Städten zu. — I – 2987 G,,,,Innsbruck,city-places,019
goyal-a1-young-learners,,Übung 28,8,matching,Ordne die Autokennzeichen den entsprechenden Städten zu. — W – 244 TL,,,,Wien,city-places,019
goyal-a1-young-learners,,Übung 28,9,matching,Ordne die Autokennzeichen den entsprechenden Städten zu. — S – 4890 L,,,,Salzburg,city-places,019
goyal-a1-young-learners,schreiben,Übung 29,1,writing-task,"Schreib einen kurzen Dialog. — Jakob, Augsburg, 🙂 (Beispiel)",,,,"Jakob, wo wohnst du? – Ich wohne in Augsburg. – Und wo liegt das denn? – In Süddeutschland! – Wohnst du gern in Augsburg? – Ja, ich wohne sehr gern dort.",personal-info,020
goyal-a1-young-learners,schreiben,Übung 29,2,writing-task,"Schreib einen kurzen Dialog. — Hanna, Hamburg, 🙁",,,,(open-ended),personal-info,020
goyal-a1-young-learners,schreiben,Übung 29,3,writing-task,"Schreib einen kurzen Dialog. — Eva, Innsbruck, 🙂",,,,(open-ended),personal-info,020
goyal-a1-young-learners,schreiben,Übung 29,4,writing-task,"Schreib einen kurzen Dialog. — Erik, Zürich, 🙂",,,,(open-ended),personal-info,020
goyal-a1-young-learners,schreiben,Übung 29,5,writing-task,"Schreib einen kurzen Dialog. — Silke, Frankfurt, 🙁",,,,(open-ended),personal-info,020
goyal-a1-young-learners,vocabulary,Übung 30,1,fill-in,Schreib die Zahl in Buchstaben. — 6,,,,sechs,none,021
goyal-a1-young-learners,vocabulary,Übung 31,1,fill-in,Schreib die Zahl in Ziffern. — sechsunddreißig,,,,36,none,021
goyal-a1-young-learners,hoeren,Übung 32,1,fill-in,"Hör zu und kreuz die Zahlen an. (LOTTO Kombi-Normalschein, Zahlenfeld 1–49)",,,,,none,021
goyal-a1-young-learners,vocabulary,Übung 30,10,fill-in,Schreib die Zahl in Buchstaben. — 35,,,,fünfunddreißig,none,021
goyal-a1-young-learners,vocabulary,Übung 30,11,fill-in,Schreib die Zahl in Buchstaben. — 83,,,,dreiundachtzig,none,021
goyal-a1-young-learners,vocabulary,Übung 30,12,fill-in,Schreib die Zahl in Buchstaben. — 222,,,,zweihundertzweiundzwanzig,none,021
goyal-a1-young-learners,vocabulary,Übung 30,2,fill-in,Schreib die Zahl in Buchstaben. — 15,,,,fünfzehn,none,021
goyal-a1-young-learners,vocabulary,Übung 31,2,fill-in,Schreib die Zahl in Ziffern. — einhundertzwölf,,,,112,none,021
goyal-a1-young-learners,vocabulary,Übung 30,3,fill-in,Schreib die Zahl in Buchstaben. — 4,,,,vier,none,021
goyal-a1-young-learners,vocabulary,Übung 31,3,fill-in,Schreib die Zahl in Ziffern. — siebzig,,,,70,none,021
goyal-a1-young-learners,vocabulary,Übung 30,4,fill-in,Schreib die Zahl in Buchstaben. — 40,,,,vierzig,none,021
goyal-a1-young-learners,vocabulary,Übung 31,4,fill-in,Schreib die Zahl in Ziffern. — zweiundvierzig,,,,42,none,021
goyal-a1-young-learners,vocabulary,Übung 30,5,fill-in,Schreib die Zahl in Buchstaben. — 64,,,,vierundsechzig,none,021
goyal-a1-young-learners,vocabulary,Übung 31,5,fill-in,Schreib die Zahl in Ziffern. — fünfundachtzig,,,,85,none,021
goyal-a1-young-learners,vocabulary,Übung 30,6,fill-in,Schreib die Zahl in Buchstaben. — 110,,,,einhundertzehn,none,021
goyal-a1-young-learners,vocabulary,Übung 31,6,fill-in,Schreib die Zahl in Ziffern. — zweiundzwanzig,,,,22,none,021
goyal-a1-young-learners,vocabulary,Übung 30,7,fill-in,Schreib die Zahl in Buchstaben. — 11,,,,elf,none,021
goyal-a1-young-learners,vocabulary,Übung 31,7,fill-in,Schreib die Zahl in Ziffern. — dreiundsechzig,,,,63,none,021
goyal-a1-young-learners,vocabulary,Übung 30,8,fill-in,Schreib die Zahl in Buchstaben. — 12,,,,zwölf,none,021
goyal-a1-young-learners,vocabulary,Übung 31,8,fill-in,Schreib die Zahl in Ziffern. — siebenundachtzig,,,,87,none,021
goyal-a1-young-learners,vocabulary,Übung 30,9,fill-in,Schreib die Zahl in Buchstaben. — 14,,,,vierzehn,none,021
goyal-a1-young-learners,vocabulary,Übung 31,9,fill-in,Schreib die Zahl in Ziffern. — einhundertdreiundzwanzig,,,,123,none,021
goyal-a1-young-learners,hoeren,Übung 33,a,multiple-choice,Hör zu und kreuz die richtige Zahl an.,12,20,22,,none,021
goyal-a1-young-learners,hoeren,Übung 33,b,multiple-choice,Hör zu und kreuz die richtige Zahl an.,13,30,33,,none,021
