collection,unit,section,content_type,activity_type,topic,level,status,qa,word_count,summary,title
netzwerk-a1-kursbuch,page-002,,[intro],,,A1,verified,pass,392,,"Autoren: Stefanie Dengler, Paul Rusch, Helen Schmitz, Tanja Sieber"
netzwerk-a1-kursbuch,page-003,,"[intro, instructions]",,,A1,verified,pass,214,,Netzwerk neu A1
netzwerk-a1-kursbuch,page-004,,[toc],,,A1,verified,pass,371,,1 Guten Tag! — 8
netzwerk-a1-kursbuch,page-005,,[toc],,,A1,verified,pass,370,,4 Guten Appetit! — 44
netzwerk-a1-kursbuch,page-006,,[toc],,,A1,verified,pass,357,,7 Arbeitsalltag — 80
netzwerk-a1-kursbuch,page-007,,[toc],,,A1,verified,pass,368,,10 Studium und Beruf — 116
netzwerk-a1-kursbuch,page-008,,"[chapter-opener, exercise]",,,A1,verified,pass,134,,grüßen und verabschieden  sich und andere vorstellen  nach dem Befinden fragen und darauf 
netzwerk-a1-kursbuch,page-009,,"[chapter-opener, exercise]",,,A1,verified,pass,112,,buchstabieren  über Länder und Sprachen sprechen
netzwerk-a1-kursbuch,page-010,,"[lesson, dialogue, exercise]",,,A1,verified,pass,177,,"1  grüßen, sich vorstellen, verabschieden"
netzwerk-a1-kursbuch,page-011,,"[lesson, dialogue, exercise, grammar-box]",,,A1,verified,pass,360,,"Kopfzeile: grüßen, sich und andere vorstellen, verabschieden — 1"
netzwerk-a1-kursbuch,page-012,,"[lesson, exercise, dialogue, grammar-box]",,,A1,verified,pass,401,,Kopfzeile: 1 — über sich und andere sprechen
netzwerk-a1-kursbuch,page-013,,"[lesson, exercise, vocabulary, dialogue, listening-sheet, speaking-prompt]",,,A1,verified,pass,427,,Kapitel-Banner oben rechts: 1
netzwerk-a1-kursbuch,page-014,lesen,"[lesson, reading-text, exercise]",,,A1,verified,pass,199,,Kapitel-Banner oben links: 1
netzwerk-a1-kursbuch,page-015,,"[lesson, reading-text, exercise, speaking-prompt, writing-prompt]",,,A1,verified,pass,299,,Kapitel-Banner oben rechts: 1
netzwerk-a1-kursbuch,page-016,hoeren,"[lesson, exercise, listening-sheet, dialogue]",,,A1,verified,pass,274,,Kapitel-Banner oben links: 1
netzwerk-a1-kursbuch,page-017,,"[review, grammar-box]",,,A1,verified,pass,365,,Kapitel-Banner oben rechts: 1
netzwerk-a1-kursbuch,page-018,hoeren,"[chapter-opener, exercise, vocabulary, listening-sheet]",,,A1,verified,pass,127,,Kapitel-Auftaktseite
netzwerk-a1-kursbuch,page-019,,"[chapter-opener, vocabulary, exercise, speaking-prompt]",,,A1,verified,pass,184,,2
netzwerk-a1-kursbuch,page-020,,"[lesson, exercise, grammar-box, speaking-prompt]",,,A1,verified,pass,369,,2 · über Hobbys sprechen
netzwerk-a1-kursbuch,page-021,,"[lesson, listening-sheet, exercise, dialogue, speaking-prompt, grammar-box, vocabulary]",,,A1,verified,pass,256,,"sich verabreden, Wochentage benennen · 2"
netzwerk-a1-kursbuch,page-022,,"[lesson, vocabulary, exercise, grammar-box, reading-text, listening-sheet]",,,A1,verified,pass,406,,"2 · über Arbeit, Berufe und Arbeitszeiten sprechen"
netzwerk-a1-kursbuch,page-023,,"[exercise, grammar-box, vocabulary, speaking-prompt, writing-prompt]",,,A1,verified,pass,397,,"über Arbeit, Berufe und Arbeitszeiten sprechen · 2"
netzwerk-a1-kursbuch,page-024,vocabulary,"[lesson, vocabulary, exercise]",,,A1,verified,pass,220,,2 · Artikel lernen
netzwerk-a1-kursbuch,page-025,schreiben,"[exercise, lesson]",,,A1,verified,pass,218,,ein Formular ausfüllen
netzwerk-a1-kursbuch,page-026,hoeren,"[exercise, dialogue, listening-sheet]",,,A1,verified,pass,221,,2 hören und sehen
netzwerk-a1-kursbuch,page-027,,"[review, grammar-box, vocabulary]",,,A1,verified,pass,524,,kurz und klar: Redemittel und Grammatik
netzwerk-a1-kursbuch,page-028,,"[chapter-opener, exercise, reading-text, listening-sheet]",,,A1,verified,pass,240,,Plätze und Gebäude benennen  Fragen zu Orten stellen und antworten  Verkehrsmittel benenne
netzwerk-a1-kursbuch,page-029,,"[lesson, reading-text, exercise, speaking-prompt]",,,A1,verified,pass,199,,Kopfzeile: über Hobbys sprechen  Strategie: Texte mit internationalen Wörtern verstehen — 
netzwerk-a1-kursbuch,page-030,,"[lesson, exercise, dialogue]",,,A1,verified,pass,370,,Kopfzeile: 3 — Plätze und Gebäude benennen
netzwerk-a1-kursbuch,page-031,,"[exercise, grammar-box, listening-sheet, instructions]",,,A1,verified,pass,463,,<!-- Vowel-length notation: a letter with an underline below (rendered here with combining
netzwerk-a1-kursbuch,page-032,,"[picture-story, exercise, grammar-box, instructions]",,,A1,verified,pass,340,,"3   Verkehrsmittel benennen, nach Dingen fragen"
netzwerk-a1-kursbuch,page-033,,"[listening-sheet, dialogue, grammar-box, speaking-prompt, exercise, instructions]",,,A1,verified,pass,366,,nach dem Weg fragen und einen Weg beschreiben                                     3
netzwerk-a1-kursbuch,page-034,lesen,"[reading-text, exercise, vocabulary, instructions]",,,A1,verified,pass,368,,3   Texte mit internationalen Wörtern verstehen
netzwerk-a1-kursbuch,page-035,,"[exercise, listening-sheet, vocabulary, speaking-prompt, instructions]",,,A1,verified,pass,285,,"Jahreszeiten und Monate benennen, über Hobbys sprechen                            3"
netzwerk-a1-kursbuch,page-036,hoeren,"[exercise, listening-sheet, reading-text, instructions]",,,A1,verified,pass,404,,3   hören und sehen
netzwerk-a1-kursbuch,page-037,,"[review, grammar-box, instructions]",,,A1,verified,pass,302,,kurz und klar: Redemittel und Grammatik
netzwerk-a1-kursbuch,page-038,,"[review, speaking-prompt, picture-story, instructions]",,,A1,verified,pass,362,,1 Plattform
netzwerk-a1-kursbuch,page-039,,"[review, speaking-prompt, picture-story, instructions]",,,A1,verified,pass,283,,Plattform 1
netzwerk-a1-kursbuch,page-040,,"[review, exercise]",,,A1,verified,pass,765,,Kopfzeile: 1 — Plattform
netzwerk-a1-kursbuch,page-041,,"[review, reading-text, exercise, writing-prompt]",,,A1,verified,pass,353,,Kopfzeile: Plattform — 1
netzwerk-a1-kursbuch,page-042,,"[review, exercise, reading-text]",,,A1,verified,pass,183,,Kopfzeile: 1 — Plattform
netzwerk-a1-kursbuch,page-043,,"[review, reading-text, exercise, listening-sheet]",,,A1,verified,pass,146,,Plattform 1
netzwerk-a1-kursbuch,page-044,vocabulary,"[chapter-opener, vocabulary, exercise, listening-sheet]",,,A1,verified,pass,210,,einen Einkauf planen  Gespräche beim Einkauf führen  Gespräche beim Essen führen  über Vor
netzwerk-a1-kursbuch,page-045,vocabulary,"[vocabulary, exercise, listening-sheet]",,,A1,verified,pass,213,,mit W-Fragen Texte verstehen
netzwerk-a1-kursbuch,page-046,,"[exercise, dialogue, grammar-box, listening-sheet, speaking-prompt]",,,A1,verified,pass,517,,4 einen Einkauf planen
netzwerk-a1-kursbuch,page-047,,"[dialogue, listening-sheet, exercise, speaking-prompt]",,,A1,verified,pass,248,,Gespräche beim Einkauf führen — 4
netzwerk-a1-kursbuch,page-048,,"[dialogue, listening-sheet, exercise, grammar-box, speaking-prompt]",,,A1,verified,pass,340,,"4 Gespräche beim Essen führen, über Vorlieben beim Essen sprechen"
netzwerk-a1-kursbuch,page-049,sprechen,"[exercise, reading-text, grammar-box, writing-prompt, speaking-prompt]",,,A1,verified,pass,432,,über Essen sprechen
netzwerk-a1-kursbuch,page-050,vocabulary,"[exercise, vocabulary]",,,A1,verified,pass,246,,4 · Wörter ordnen und lernen
netzwerk-a1-kursbuch,page-051,lesen,"[exercise, reading-text]",,,A1,verified,pass,314,,mit W-Fragen Texte verstehen
netzwerk-a1-kursbuch,page-052,hoeren,"[exercise, listening-sheet]",,,A1,verified,pass,368,,4 · hören und sehen
netzwerk-a1-kursbuch,page-053,,"[review, grammar-box]",,,A1,verified,pass,492,,kurz und klar: Redemittel und Grammatik
netzwerk-a1-kursbuch,page-054,hoeren,"[chapter-opener, exercise, listening-sheet]",,,A1,verified,pass,209,,die Uhrzeit verstehen und nennen  Zeitangaben machen  über Familie sprechen  sich verabred
netzwerk-a1-kursbuch,page-055,sprechen,"[chapter-opener, exercise, speaking-prompt, writing-prompt]",,,A1,verified,pass,185,,5
netzwerk-a1-kursbuch,page-056,hoeren,"[exercise, listening-sheet, grammar-box, speaking-prompt]",,,A1,verified,pass,390,,5
netzwerk-a1-kursbuch,page-057,,"[exercise, grammar-box, listening-sheet, writing-prompt]",,,A1,verified,pass,649,,"Zeitangaben machen, über Familie sprechen"
netzwerk-a1-kursbuch,page-058,lesen,"[exercise, reading-text, grammar-box]",,,A1,verified,pass,397,,über Familie sprechen
netzwerk-a1-kursbuch,page-059,lesen,"[reading-text, grammar-box, exercise, dialogue, speaking-prompt]",,,A1,verified,pass,477,,sich verabreden
netzwerk-a1-kursbuch,page-060,sprechen,"[exercise, listening-sheet, dialogue, speaking-prompt, grammar-box]",,,A1,verified,pass,417,,5
netzwerk-a1-kursbuch,page-061,hoeren,"[lesson, exercise, listening-sheet, speaking-prompt]",,,A1,verified,pass,346,,sich für eine Verspätung entschuldigen und darauf reagieren
netzwerk-a1-kursbuch,page-062,hoeren,"[lesson, exercise, listening-sheet, picture-story]",,,A1,verified,pass,360,,5
netzwerk-a1-kursbuch,page-063,vocabulary,"[review, grammar-box, vocabulary]",,,A1,verified,pass,554,,kurz und klar: Redemittel und Grammatik
netzwerk-a1-kursbuch,page-064,sprechen,"[chapter-opener, speaking-prompt]",,,A1,verified,pass,185,,über Freizeit sprechen  das Datum verstehen und nennen  über Geburtstage sprechen  eine Ei
netzwerk-a1-kursbuch,page-065,hoeren,"[chapter-opener, exercise, listening-sheet, speaking-prompt]",,,A1,verified,pass,170,,wichtige Informationen in Texten finden  Veranstaltungstipps im Radio verstehen  Strategie
netzwerk-a1-kursbuch,page-066,lesen,"[lesson, dialogue, exercise, grammar-box, listening-sheet]",,,A1,verified,pass,478,,6
netzwerk-a1-kursbuch,page-067,,"[exercise, reading-text, grammar-box, speaking-prompt, writing-prompt]",,,A1,verified,pass,458,,"über Geburtstage sprechen, eine Einladung verstehen und schreiben  6"
netzwerk-a1-kursbuch,page-068,,"[exercise, listening-sheet, grammar-box, speaking-prompt, picture-story]",,,A1,verified,pass,408,,6  Essen und Getränke bestellen
netzwerk-a1-kursbuch,page-069,,"[exercise, listening-sheet, grammar-box, dialogue, speaking-prompt]",,,A1,verified,pass,507,,"Essen und Getränke bezahlen, über ein Ereignis sprechen  6"
netzwerk-a1-kursbuch,page-070,lesen,"[reading-text, exercise, speaking-prompt]",,,A1,verified,pass,351,,6  wichtige Informationen in Texten finden
netzwerk-a1-kursbuch,page-071,hoeren,"[exercise, listening-sheet, reading-text, speaking-prompt]",,,A1,verified,pass,342,,Veranstaltungstipps im Radio verstehen  6
netzwerk-a1-kursbuch,page-072,hoeren,"[exercise, listening-sheet, vocabulary, dialogue]",,,A1,verified,pass,428,,6  hören und sehen
netzwerk-a1-kursbuch,page-073,,"[review, grammar-box]",,,A1,verified,pass,454,,kurz und klar: Redemittel und Grammatik
netzwerk-a1-kursbuch,page-074,sprechen,"[review, speaking-prompt, exercise]",,,A1,verified,pass,283,,2 Plattform
netzwerk-a1-kursbuch,page-075,sprechen,"[review, speaking-prompt, exercise]",,,A1,verified,pass,198,,Plattform 2
netzwerk-a1-kursbuch,page-076,sprechen,"[exercise, speaking-prompt]",,,A1,verified,pass,356,,2 Plattform
netzwerk-a1-kursbuch,page-077,sprechen,"[exercise, speaking-prompt]",,,A1,verified,pass,160,,Plattform 2
netzwerk-a1-kursbuch,page-078,,"[exercise, vocabulary]",,,A1,verified,pass,91,,2 Plattform
netzwerk-a1-kursbuch,page-079,lesen,"[instructions, reading-text, exercise, speaking-prompt]",,,A1,verified,pass,366,,Plattform 2
netzwerk-a1-kursbuch,page-080,hoeren,"[chapter-opener, instructions, listening-sheet, exercise]",,,A1,verified,pass,229,,einen Blogbeitrag verstehen  über den (Arbeits-)Alltag schreiben  Gespräche am Arbeitsplat
netzwerk-a1-kursbuch,page-081,hoeren,"[listening-sheet, exercise, speaking-prompt, instructions]",,,A1,verified,pass,196,,7
netzwerk-a1-kursbuch,page-082,lesen,"[reading-text, grammar-box, exercise, writing-prompt, instructions]",,,A1,verified,pass,471,,"7  einen Blogbeitrag verstehen, über den (Arbeits-)Alltag schreiben"
netzwerk-a1-kursbuch,page-083,hoeren,"[lesson, exercise, grammar-box]",,,A1,verified,pass,569,,Kapitel 7 — Gespräche am Arbeitsplatz verstehen
netzwerk-a1-kursbuch,page-084,hoeren,"[lesson, exercise, grammar-box]",,,A1,verified,pass,477,,Kapitel 7 — Ortsangaben machen
netzwerk-a1-kursbuch,page-085,,"[exercise, speaking-prompt, grammar-box, listening-sheet]",,,A1,verified,pass,360,,"7 · Ortsangaben machen, Abläufe beschreiben"
netzwerk-a1-kursbuch,page-086,,"[reading-text, exercise, writing-prompt, speaking-prompt]",,,A1,verified,pass,415,,7 · Briefe verstehen und beantworten
netzwerk-a1-kursbuch,page-087,lesen,"[lesson, exercise, reading-text, speaking-prompt]",,,A1,verified,pass,433,,Kapitel 7 — Small Talk machen
netzwerk-a1-kursbuch,page-088,hoeren,"[lesson, exercise, dialogue, speaking-prompt]",,,A1,verified,pass,378,,Kapitel 7 — hören und sehen
netzwerk-a1-kursbuch,page-089,,"[review, grammar-box]",,,A1,verified,pass,472,,Kapitel 7 — kurz und klar: Redemittel und Grammatik
netzwerk-a1-kursbuch,page-090,,"[chapter-opener, exercise, speaking-prompt]",,,A1,verified,pass,237,,Kapitel 8 — Fit und gesund
netzwerk-a1-kursbuch,page-091,hoeren,"[chapter-opener, exercise, reading-text, listening-sheet, speaking-prompt]",,,A1,verified,pass,167,,Gesundheitstipps verstehen und geben  Strategie: Wörter erschließen
netzwerk-a1-kursbuch,page-092,sprechen,"[exercise, picture-story, grammar-box, dialogue, speaking-prompt]",,,A1,verified,pass,411,,8  Aufforderungen verstehen und ausdrücken
netzwerk-a1-kursbuch,page-093,hoeren,"[exercise, listening-sheet, vocabulary, speaking-prompt]",,,A1,verified,pass,315,,"8  persönliche Angaben machen, Körperteile nennen"
netzwerk-a1-kursbuch,page-094,hoeren,"[exercise, dialogue, listening-sheet, grammar-box, speaking-prompt]",,,A1,verified,pass,360,,"8  Anweisungen wiedergeben, Gespräche beim Arzt führen"
netzwerk-a1-kursbuch,page-095,sprechen,"[exercise, listening-sheet, grammar-box, dialogue, speaking-prompt]",,,A1,verified,pass,421,,"8  Gespräche beim Arzt führen, Anweisungen verstehen und geben"
netzwerk-a1-kursbuch,page-096,lesen,"[exercise, reading-text, writing-prompt]",,,A1,verified,pass,274,,8  Gesundheitstipps verstehen und geben
netzwerk-a1-kursbuch,page-097,vocabulary,"[exercise, reading-text, grammar-box, vocabulary]",,,A1,verified,pass,373,,Wörter erschließen · 8
netzwerk-a1-kursbuch,page-098,hoeren,"[exercise, dialogue, listening-sheet, speaking-prompt]",,,A1,verified,pass,377,,8 · hören und sehen
netzwerk-a1-kursbuch,page-099,,"[review, grammar-box]",,,A1,verified,pass,440,,kurz und klar: Redemittel und Grammatik · 8
netzwerk-a1-kursbuch,page-100,vocabulary,"[chapter-opener, vocabulary, exercise]",,,A1,verified,pass,181,,Wohnungsanzeigen verstehen  eine Wohnung beschreiben  die Wohnungseinrichtung planen  eine
netzwerk-a1-kursbuch,page-101,vocabulary,"[chapter-opener, vocabulary, exercise, listening-sheet, speaking-prompt]",,,A1,verified,pass,183,,Gefallen und Missfallen ausdrücken  Farben nennen  über Wohnformen sprechen  einen Text üb
netzwerk-a1-kursbuch,page-102,lesen,"[exercise, reading-text, listening-sheet, grammar-box, writing-prompt]",,,A1,verified,pass,377,,"9 · Wohnungsanzeigen verstehen, eine Wohnung beschreiben"
netzwerk-a1-kursbuch,page-103,,"[lesson, exercise, listening-sheet, grammar-box, reading-text, speaking-prompt, writing-prompt]",,,A1,verified,pass,381,,"die Wohnungseinrichtung planen, eine Einladung beantworten"
netzwerk-a1-kursbuch,page-104,sprechen,"[lesson, exercise, grammar-box, speaking-prompt]",,,A1,verified,pass,282,,9
netzwerk-a1-kursbuch,page-105,,"[lesson, exercise, listening-sheet, speaking-prompt, vocabulary]",,,A1,verified,pass,557,,"Gefallen und Missfallen ausdrücken, Farben nennen"
netzwerk-a1-kursbuch,page-106,sprechen,"[lesson, exercise]",,,A1,verified,pass,155,,9
netzwerk-a1-kursbuch,page-107,schreiben,"[lesson, exercise, listening-sheet, reading-text, writing-prompt, speaking-prompt]",,,A1,verified,pass,426,,einen Text über eine Wohnung schreiben
netzwerk-a1-kursbuch,page-108,,"[lesson, exercise, listening-sheet, speaking-prompt]",,,A1,verified,pass,293,,9
netzwerk-a1-kursbuch,page-109,,"[review, grammar-box]",,,A1,verified,pass,410,,Kopfzeile rechts: kurz und klar: Redemittel und Grammatik
netzwerk-a1-kursbuch,page-110,,"[review, exercise, speaking-prompt]",,,A1,verified,pass,420,,Kapitelnummer oben links: 3   Plattform
netzwerk-a1-kursbuch,page-111,,"[review, exercise, speaking-prompt]",,,A1,verified,pass,503,,Kopfzeile rechts: Plattform   Kapitelnummer: 3
netzwerk-a1-kursbuch,page-112,,"[review, exercise, writing-prompt, speaking-prompt]",,,A1,verified,pass,360,,Kapitelnummer oben links: 3   Plattform
netzwerk-a1-kursbuch,page-113,,"[review, exercise, listening-sheet, speaking-prompt]",,,A1,verified,pass,261,,Kopfzeile rechts: Plattform   Kapitelnummer: 3
netzwerk-a1-kursbuch,page-114,hoeren,"[review, song, listening-sheet, exercise, speaking-prompt]",,,A1,verified,pass,337,,Kapitelnummer oben links: 3   Plattform
netzwerk-a1-kursbuch,page-115,,"[exercise, answer-key, review]",,,A1,verified,pass,514,,Plattform 3
netzwerk-a1-kursbuch,page-116,,"[chapter-opener, exercise, listening-sheet]",,,A1,verified,pass,173,,einen Tagesablauf beschreiben  über Vergangenes sprechen  Aussagen über die Jobsuche verst
netzwerk-a1-kursbuch,page-117,,"[chapter-opener, exercise]",,,A1,verified,pass,200,,10
netzwerk-a1-kursbuch,page-118,,"[lesson, exercise, dialogue, grammar-box, picture-story]",,,A1,verified,pass,337,,"10 · einen Tagesablauf beschreiben, über Vergangenes sprechen"
netzwerk-a1-kursbuch,page-119,,"[exercise, listening-sheet, grammar-box]",,,A1,verified,pass,384,,über Vergangenes sprechen · 10
netzwerk-a1-kursbuch,page-120,lesen,"[lesson, reading-text, exercise, grammar-box]",,,A1,verified,pass,510,,10 — Aussagen über die Jobsuche verstehen
netzwerk-a1-kursbuch,page-121,,"[exercise, speaking-prompt, writing-prompt, listening-sheet, picture-story]",,,A1,verified,pass,332,,"über Vergangenes sprechen, von einem Tag berichten"
netzwerk-a1-kursbuch,page-122,,"[exercise, dialogue, speaking-prompt, listening-sheet]",,,A1,verified,pass,406,,10 telefonieren und nachfragen
netzwerk-a1-kursbuch,page-123,,"[exercise, reading-text, listening-sheet, speaking-prompt]",,,A1,verified,pass,356,,über Jobs sprechen
netzwerk-a1-kursbuch,page-124,,"[exercise, reading-text, speaking-prompt, listening-sheet]",,,A1,verified,pass,339,,10 hören und sehen
netzwerk-a1-kursbuch,page-125,,"[review, grammar-box, vocabulary]",,,A1,verified,pass,391,,kurz und klar: Redemittel und Grammatik
netzwerk-a1-kursbuch,page-126,,"[chapter-opener, exercise, picture-story, listening-sheet]",,,A1,verified,pass,192,,über Kleidung sprechen  Komplimente verstehen  über Vergangenes berichten  Gespräche beim 
netzwerk-a1-kursbuch,page-127,vocabulary,"[chapter-opener, picture-story, exercise, vocabulary]",,,A1,verified,pass,241,,Informationen über Berlin verstehen und recherchieren
netzwerk-a1-kursbuch,page-128,,"[lesson, exercise, dialogue, grammar-box, vocabulary, listening-sheet]",,,A1,verified,pass,345,,11  über Kleidung sprechen
netzwerk-a1-kursbuch,page-129,,"[lesson, reading-text, grammar-box, exercise, listening-sheet, writing-prompt]",,,A1,verified,pass,509,,"Komplimente verstehen, über Vergangenes berichten  11"
netzwerk-a1-kursbuch,page-130,,"[lesson, exercise, listening-sheet, grammar-box, dialogue, speaking-prompt]",,,A1,verified,pass,610,,11  Gespräche beim Kleiderkauf führen
netzwerk-a1-kursbuch,page-131,,"[lesson, exercise, listening-sheet, vocabulary, speaking-prompt]",,,A1,verified,pass,391,,"sich im Kaufhaus orientieren, nach Auskunft fragen und antworten  11"
netzwerk-a1-kursbuch,page-132,lesen,"[lesson, reading-text, exercise]",,,A1,verified,pass,307,,11 — Informationen über Berlin verstehen
