collection,section,part,item,item_type,instruction,question,option_a,option_b,option_c,option_d,option_e,correct_answer,level,topic,source_page
tricolore-1-5th-edition,reading,2 C'est où?,1,short-answer,Trouve le français.,in Paris,,,,,,à Paris,A1,personal-info,017
tricolore-1-5th-edition,reading,3a Vrai ou faux?,1,true-false,Lis les phrases 1–10. Vrai ou faux?,Paris est en France.,,,,,,Vrai,A1,personal-info,017
tricolore-1-5th-edition,reading,3a Vrai ou faux?,10,true-false,Lis les phrases 1–10. Vrai ou faux?,Maxime habite dans les Alpes.,,,,,,Vrai,A1,personal-info,017
tricolore-1-5th-edition,reading,2 C'est où?,2,short-answer,Trouve le français.,in a flat,,,,,,dans un appartement,A1,personal-info,017
tricolore-1-5th-edition,reading,3a Vrai ou faux?,2,true-false,Lis les phrases 1–10. Vrai ou faux?,La Rochelle est un port en France.,,,,,,Vrai,A1,personal-info,017
tricolore-1-5th-edition,reading,2 C'est où?,3,short-answer,Trouve le français.,in town,,,,,,en ville,A1,personal-info,017
tricolore-1-5th-edition,reading,3a Vrai ou faux?,3,true-false,Lis les phrases 1–10. Vrai ou faux?,Camille habite dans une maison en Angleterre.,,,,,,Faux,A1,personal-info,017
tricolore-1-5th-edition,writing,3b,3b,writing-task,Corrige les cinq phrases qui sont fausses.,Corrige les cinq phrases qui sont fausses.,,,,,,"3 Camille habite dans un appartement en France (à Lille). 4 M. Lebrun habite dans une ferme. 5 M. Lebrun habite dans une ferme près de Trouville. 7 Lucas habite à Paris. 9 Julie habite à l'Île de Ré, près de La Rochelle.",A1,personal-info,017
tricolore-1-5th-edition,reading,2 C'est où?,4,short-answer,Trouve le français.,on a farm,,,,,,dans une ferme,A1,personal-info,017
tricolore-1-5th-edition,reading,3a Vrai ou faux?,4,true-false,Lis les phrases 1–10. Vrai ou faux?,M. Lebrun habite dans un appartement.,,,,,,Faux,A1,personal-info,017
tricolore-1-5th-edition,reading,2 C'est où?,5,short-answer,Trouve le français.,in a house,,,,,,dans une maison,A1,personal-info,017
tricolore-1-5th-edition,reading,3a Vrai ou faux?,5,true-false,Lis les phrases 1–10. Vrai ou faux?,Mme Dumas habite dans une ferme près de Trouville.,,,,,,Faux,A1,personal-info,017
tricolore-1-5th-edition,reading,2 C'est où?,6,short-answer,Trouve le français.,a port in France,,,,,,un port en France,A1,personal-info,017
tricolore-1-5th-edition,reading,3a Vrai ou faux?,6,true-false,Lis les phrases 1–10. Vrai ou faux?,Maxime habite près de Grenoble.,,,,,,Vrai,A1,personal-info,017
tricolore-1-5th-edition,reading,2 C'est où?,7,short-answer,Trouve le français.,in the mountains,,,,,,à la montagne,A1,personal-info,017
tricolore-1-5th-edition,reading,3a Vrai ou faux?,7,true-false,Lis les phrases 1–10. Vrai ou faux?,Lucas habite dans un port.,,,,,,Faux,A1,personal-info,017
tricolore-1-5th-edition,reading,2 C'est où?,8,short-answer,Trouve le français.,in the Alps,,,,,,dans les Alpes,A1,personal-info,017
tricolore-1-5th-edition,reading,3a Vrai ou faux?,8,true-false,Lis les phrases 1–10. Vrai ou faux?,Nice est une ville au bord de la mer.,,,,,,Vrai,A1,personal-info,017
tricolore-1-5th-edition,reading,2 C'est où?,9,short-answer,Trouve le français.,near La Rochelle,,,,,,près de La Rochelle,A1,personal-info,017
tricolore-1-5th-edition,reading,3a Vrai ou faux?,9,true-false,Lis les phrases 1–10. Vrai ou faux?,Julie habite à La Rochelle.,,,,,,Faux,A1,personal-info,017
tricolore-1-5th-edition,writing,1 J'habite ici,1,fill-in,Écris des phrases complètes.,J'habite ___ (panneau CHERBOURG),,,,,,à Cherbourg.,A1,personal-info,018
tricolore-1-5th-edition,writing,1 J'habite ici,2,fill-in,Écris des phrases complètes.,J'habite dans ___ (maison jaune),,,,,,une maison.,A1,personal-info,018
tricolore-1-5th-edition,speaking,2 Et toi? Où habites-tu?,2,speaking-task,"Écoute et lis. À deux, inventez des conversations. Changez les mots surlignés.",Où habites-tu?,,,,,,(open-ended),A1,personal-info,018
tricolore-1-5th-edition,writing,1 J'habite ici,3,fill-in,Écris des phrases complètes.,J'habite dans ___ (immeuble avec balcon),,,,,,un appartement.,A1,personal-info,018
tricolore-1-5th-edition,writing,1 J'habite ici,4,fill-in,Écris des phrases complètes.,J'habite dans ___ (ferme),,,,,,une ferme.,A1,personal-info,018
tricolore-1-5th-edition,writing,1 J'habite ici,5,fill-in,Écris des phrases complètes.,J'habite ___ (panneau TOULOUSE 5km),,,,,,près de Toulouse.,A1,personal-info,018
tricolore-1-5th-edition,writing,1 J'habite ici,6,fill-in,Écris des phrases complètes.,J'habite dans ___ (silhouette de ville),,,,,,une ville.,A1,personal-info,018
tricolore-1-5th-edition,writing,1 J'habite ici,7,fill-in,Écris des phrases complètes.,J'habite dans ___ (village),,,,,,un village.,A1,personal-info,018
tricolore-1-5th-edition,writing,1 J'habite ici,8,fill-in,Écris des phrases complètes.,J'habite ___ (carte de France),,,,,,en France.,A1,personal-info,018
tricolore-1-5th-edition,listening,3 Qui habite où?,1,matching,Écoute et trouve les paires.,Olivier,,,,,,7,A1,personal-info,019
tricolore-1-5th-edition,reading,4a C'est moi!,1,matching,Trouve les paires.,Je m'appelle,,,,,,Sonia Charbonnier.,A1,personal-info,019
tricolore-1-5th-edition,listening,3 Qui habite où?,2,matching,Écoute et trouve les paires.,Coralie,,,,,,,A1,personal-info,019
tricolore-1-5th-edition,reading,4a C'est moi!,2,matching,Trouve les paires.,J'ai,,,,,,douze ans.,A1,personal-info,019
tricolore-1-5th-edition,listening,3 Qui habite où?,3,matching,Écoute et trouve les paires.,Magali,,,,,,,A1,personal-info,019
tricolore-1-5th-edition,reading,4a C'est moi!,3,matching,Trouve les paires.,J'habite,,,,,,dans une maison.,A1,personal-info,019
tricolore-1-5th-edition,listening,3 Qui habite où?,4,matching,Écoute et trouve les paires.,Loïc,,,,,,,A1,personal-info,019
tricolore-1-5th-edition,reading,4a C'est moi!,4,matching,Trouve les paires.,Ma maison est dans,,,,,,un petit village.,A1,personal-info,019
tricolore-1-5th-edition,writing,4b,4b,writing-task,Écris des phrases complètes.,Écris des phrases complètes.,,,,,,Je m'appelle Sonia Charbonnier. J'ai douze ans. J'habite dans une maison. Ma maison est dans un petit village. Le village est près de La Rochelle. La Rochelle est une ville en France.,A1,personal-info,019
tricolore-1-5th-edition,listening,3 Qui habite où?,5,matching,Écoute et trouve les paires.,Sébastien,,,,,,,A1,personal-info,019
tricolore-1-5th-edition,reading,4a C'est moi!,5,matching,Trouve les paires.,Le village est près,,,,,,de La Rochelle.,A1,personal-info,019
tricolore-1-5th-edition,speaking,5b,5b,speaking-task,"À deux, changez les mots surlignés.","À deux, changez les mots surlignés.",,,,,,(open-ended),A1,personal-info,019
tricolore-1-5th-edition,speaking,5c,5c,speaking-task,"À deux, inventez une autre conversation. Ajoutez encore deux détails.","À deux, inventez une autre conversation. Ajoutez encore deux détails.",,,,,,(open-ended),A1,personal-info,019
tricolore-1-5th-edition,listening,3 Qui habite où?,6,matching,Écoute et trouve les paires.,Monsieur Garnier,,,,,,,A1,personal-info,019
tricolore-1-5th-edition,reading,4a C'est moi!,6,matching,Trouve les paires.,La Rochelle est,,,,,,une ville en France.,A1,personal-info,019
tricolore-1-5th-edition,listening,3 Qui habite où?,7,matching,Écoute et trouve les paires.,Jean-Marc,,,,,,,A1,personal-info,019
tricolore-1-5th-edition,listening,3 Qui habite où?,8,matching,Écoute et trouve les paires.,Isabelle,,,,,,,A1,personal-info,019
tricolore-1-5th-edition,reading,1b Trouve les cinq phrases qui sont vraies,1,true-false,Trouve les cinq phrases qui sont vraies.,"Lundi, Lou est dans un village.",,,,,,Vrai,A1,time-dates,020
tricolore-1-5th-edition,reading,2 Quel jour sommes-nous?,1,matching,Trouve les paires et écris l'équivalent en anglais.,lu.,,,,,,"lundi, Monday",A1,time-dates,020
tricolore-1-5th-edition,reading,1b Trouve les cinq phrases qui sont vraies,2,true-false,Trouve les cinq phrases qui sont vraies.,"Mercredi, Lou est en France.",,,,,,Faux,A1,time-dates,020
tricolore-1-5th-edition,reading,2 Quel jour sommes-nous?,2,matching,Trouve les paires et écris l'équivalent en anglais.,ma.,,,,,,"mardi, Tuesday",A1,time-dates,020
tricolore-1-5th-edition,reading,1b Trouve les cinq phrases qui sont vraies,3,true-false,Trouve les cinq phrases qui sont vraies.,"Samedi, Lou est dans une ville en France.",,,,,,Vrai,A1,time-dates,020
tricolore-1-5th-edition,reading,2 Quel jour sommes-nous?,3,matching,Trouve les paires et écris l'équivalent en anglais.,me.,,,,,,"mercredi, Wednesday",A1,time-dates,020
tricolore-1-5th-edition,reading,1b Trouve les cinq phrases qui sont vraies,4,true-false,Trouve les cinq phrases qui sont vraies.,"Vendredi, Lou est dans une ferme, au pays de Galles.",,,,,,Faux,A1,time-dates,020
tricolore-1-5th-edition,reading,2 Quel jour sommes-nous?,4,matching,Trouve les paires et écris l'équivalent en anglais.,je.,,,,,,"jeudi, Thursday",A1,time-dates,020
tricolore-1-5th-edition,reading,1b Trouve les cinq phrases qui sont vraies,5,true-false,Trouve les cinq phrases qui sont vraies.,"Mardi, Lou est en Angleterre.",,,,,,Vrai,A1,time-dates,020
tricolore-1-5th-edition,reading,2 Quel jour sommes-nous?,5,matching,Trouve les paires et écris l'équivalent en anglais.,ve.,,,,,,"vendredi, Friday",A1,time-dates,020
tricolore-1-5th-edition,reading,1b Trouve les cinq phrases qui sont vraies,6,true-false,Trouve les cinq phrases qui sont vraies.,"Jeudi, Lou est en Irlande.",,,,,,Vrai,A1,time-dates,020
tricolore-1-5th-edition,reading,2 Quel jour sommes-nous?,6,matching,Trouve les paires et écris l'équivalent en anglais.,sa.,,,,,,"samedi, Saturday",A1,time-dates,020
tricolore-1-5th-edition,reading,1b Trouve les cinq phrases qui sont vraies,7,true-false,Trouve les cinq phrases qui sont vraies.,"Samedi, Lou est près de la tour de Londres.",,,,,,Faux,A1,time-dates,020
tricolore-1-5th-edition,reading,2 Quel jour sommes-nous?,7,matching,Trouve les paires et écris l'équivalent en anglais.,di.,,,,,,"dimanche, Sunday",A1,time-dates,020
tricolore-1-5th-edition,reading,1b Trouve les cinq phrases qui sont vraies,8,true-false,Trouve les cinq phrases qui sont vraies.,Lou adore le dimanche.,,,,,,Vrai,A1,time-dates,020
tricolore-1-5th-edition,speaking,4 Comment ça s'écrit?,4,speaking-task,"À deux, inventez des conversations.","À deux, inventez des conversations.",,,,,,(open-ended),A1,mixed,021
tricolore-1-5th-edition,reading,1b Qui est-ce?,1,short-answer,Qui est-ce? Lis les phrases et écris les noms.,J'ai douze ans.,,,,,,Thomas,A1,family,022
tricolore-1-5th-edition,writing,2a La famille Laurent,1,fill-in,Complète la description avec les mots de la case.,M. Laurent est le ___.,,,,,,père,A1,family,022
tricolore-1-5th-edition,reading,1b Qui est-ce?,2,short-answer,Qui est-ce? Lis les phrases et écris les noms.,J'ai quatorze ans et j'ai deux frères.,,,,,,Louise,A1,family,022
tricolore-1-5th-edition,writing,2a La famille Laurent,2,fill-in,Complète la description avec les mots de la case.,Mme Laurent est la ___.,,,,,,mère,A1,family,022
tricolore-1-5th-edition,writing,2b,2b,writing-task,Invente une famille. Fais des dessins et écris une présentation.,Invente une famille. Fais des dessins et écris une présentation.,,,,,,(open-ended),A1,family,022
tricolore-1-5th-edition,reading,1b Qui est-ce?,3,short-answer,Qui est-ce? Lis les phrases et écris les noms.,J'ai une sœur et un frère et j'ai dix ans.,,,,,,Daniel,A1,family,022
tricolore-1-5th-edition,writing,2a La famille Laurent,3,fill-in,Complète la description avec les mots de la case.,Il y a trois enfants dans la ___ Laurent.,,,,,,famille,A1,family,022
tricolore-1-5th-edition,reading,1b Qui est-ce?,4,short-answer,Qui est-ce? Lis les phrases et écris les noms.,Je suis le père et j'ai trois enfants.,,,,,,M. Jean-Pierre Laurent,A1,family,022
tricolore-1-5th-edition,writing,2a La famille Laurent,4,fill-in,Complète la description avec les mots de la case.,Il y a deux garçons et une ___.,,,,,,fille,A1,family,022
tricolore-1-5th-edition,reading,1b Qui est-ce?,5,short-answer,Qui est-ce? Lis les phrases et écris les noms.,Je suis la fille de M. et Mme Laurent.,,,,,,Louise,A1,family,022
tricolore-1-5th-edition,writing,2a La famille Laurent,5,fill-in,Complète la description avec les mots de la case.,Thomas et Daniel sont les ___ de M. et Mme Laurent.,,,,,,fils,A1,family,022
tricolore-1-5th-edition,reading,1b Qui est-ce?,6,short-answer,Qui est-ce? Lis les phrases et écris les noms.,Je suis la mère. J'ai deux fils et une fille.,,,,,,Mme Claire Laurent,A1,family,022
tricolore-1-5th-edition,writing,2a La famille Laurent,6,fill-in,Complète la description avec les mots de la case.,Thomas et Daniel sont les ___ de Louise.,,,,,,frères,A1,family,022
tricolore-1-5th-edition,reading,1b Qui est-ce?,7,short-answer,Qui est-ce? Lis les phrases et écris les noms.,C'est le père de famille.,,,,,,M. Jean-Pierre Laurent,A1,family,022
tricolore-1-5th-edition,writing,2a La famille Laurent,7,fill-in,Complète la description avec les mots de la case.,Louise est la ___ de Daniel et Thomas.,,,,,,sœur,A1,family,022
tricolore-1-5th-edition,reading,1b Qui est-ce?,8,short-answer,Qui est-ce? Lis les phrases et écris les noms.,C'est la sœur de Daniel.,,,,,,Louise,A1,family,022
tricolore-1-5th-edition,reading,4b Vrai ou faux?,1,true-false,Vrai ou faux?,Talia a un frère.,,,,,,Faux,A1,family,023
tricolore-1-5th-edition,grammar,5a Avoir,1,fill-in,Complète.,___ I have,,,,,,j'ai,A1,family,023
tricolore-1-5th-edition,reading,4b Vrai ou faux?,10,true-false,Vrai ou faux?,Talia a une cousine.,,,,,,Vrai,A1,family,023
tricolore-1-5th-edition,reading,4b Vrai ou faux?,2,true-false,Vrai ou faux?,Simon a deux sœurs et une belle-mère.,,,,,,Faux,A1,family,023
tricolore-1-5th-edition,grammar,5a Avoir,2,fill-in,Complète.,___ you have,,,,,,tu as,A1,family,023
tricolore-1-5th-edition,reading,4b Vrai ou faux?,3,true-false,Vrai ou faux?,"Alice a un demi-frère, David.",,,,,,Vrai,A1,family,023
tricolore-1-5th-edition,grammar,5a Avoir,3,fill-in,Complète.,___ he has,,,,,,il a,A1,family,023
tricolore-1-5th-edition,reading,4b Vrai ou faux?,4,true-false,Vrai ou faux?,Talia est fille unique.,,,,,,Vrai,A1,family,023
tricolore-1-5th-edition,grammar,5a Avoir,4,fill-in,Complète.,___ she has,,,,,,elle a,A1,family,023
tricolore-1-5th-edition,reading,4b Vrai ou faux?,5,true-false,Vrai ou faux?,Simon a un demi-frère.,,,,,,Faux,A1,family,023
tricolore-1-5th-edition,grammar,5a Avoir,5,fill-in,Complète.,J'___ douze ans.,,,,,,ai,A1,family,023
tricolore-1-5th-edition,writing,5b,5b,writing-task,Tu es Martin Martien. Décris ta famille. Imagine les détails.,Tu es Martin Martien. Décris ta famille. Imagine les détails.,,,,,,(open-ended),A1,family,023
tricolore-1-5th-edition,reading,4b Vrai ou faux?,6,true-false,Vrai ou faux?,Alice est fille unique.,,,,,,Faux,A1,family,023
tricolore-1-5th-edition,grammar,5a Avoir,6,fill-in,Complète.,"Et toi, tu ___ quel âge?",,,,,,as,A1,family,023
tricolore-1-5th-edition,reading,4b Vrai ou faux?,7,true-false,Vrai ou faux?,Simon a des grands-parents.,,,,,,Vrai,A1,family,023
tricolore-1-5th-edition,grammar,5a Avoir,7,fill-in,Complète.,Mon frère ___ dix ans,,,,,,a,A1,family,023
tricolore-1-5th-edition,reading,4b Vrai ou faux?,8,true-false,Vrai ou faux?,Simon est fils unique.,,,,,,Vrai,A1,family,023
tricolore-1-5th-edition,grammar,5a Avoir,8,fill-in,Complète.,Elle ___ treize ans.,,,,,,a,A1,family,023
tricolore-1-5th-edition,reading,4b Vrai ou faux?,9,true-false,Vrai ou faux?,"David a une sœur, Érika, et une demi-sœur, Alice.",,,,,,Vrai,A1,family,023
tricolore-1-5th-edition,writing,1 La famille Corpuscule,1,fill-in,"Complète la description de la famille avec mon, ma ou mes.",___ sœur s'appelle Enferina. « Voici ___ chat. Il s'appelle Drak. »,,,,,,Ma; mon,A1,personal-info,024
tricolore-1-5th-edition,writing,2 Tu as tes affaires?,1,fill-in,Complète les questions et les réponses.,"Tu as ___ trousse? — Oui, voici ___ trousse.",,,,,,ta; ma,A1,personal-info,024
tricolore-1-5th-edition,listening,3a Mon numéro un,1,short-answer,Écoute quatre personnes qui parlent des choses importantes. Écris une liste pour chaque personne.,Personne 1: écris la chose la plus importante.,,,,,,ma guitare,A1,personal-info,024
tricolore-1-5th-edition,writing,1 La famille Corpuscule,2,fill-in,"Complète la description de la famille avec mon, ma ou mes.",Voici ___ parents.,,,,,,mes,A1,personal-info,024
tricolore-1-5th-edition,writing,2 Tu as tes affaires?,2,fill-in,Complète les questions et les réponses.,"Tu as ___ règle? — Oui, voici ___ règle.",,,,,,ta; ma,A1,personal-info,024
tricolore-1-5th-edition,listening,3a Mon numéro un,2,short-answer,Écoute quatre personnes qui parlent des choses importantes. Écris une liste pour chaque personne.,Personne 2: écris la chose la plus importante.,,,,,,ma peluche,A1,personal-info,024
tricolore-1-5th-edition,writing,1 La famille Corpuscule,3,fill-in,"Complète la description de la famille avec mon, ma ou mes.",___ père s'appelle Tombô. « Voici ___ ordinateur. »,,,,,,Mon; mon,A1,personal-info,024
tricolore-1-5th-edition,writing,2 Tu as tes affaires?,3,fill-in,Complète les questions et les réponses.,"Tu as ___ cahiers? — Oui, voici ___ cahiers.",,,,,,tes; mes,A1,personal-info,024
tricolore-1-5th-edition,listening,3a Mon numéro un,3,short-answer,Écoute quatre personnes qui parlent des choses importantes. Écris une liste pour chaque personne.,Personne 3: écris la chose la plus importante.,,,,,,mon smartphone,A1,personal-info,024
tricolore-1-5th-edition,writing,3b,3b,writing-task,Écris ta liste personnelle.,Écris ta liste personnelle.,,,,,,(open-ended),A1,personal-info,024
tricolore-1-5th-edition,speaking,3c,3c,speaking-task,"À deux, inventez une conversation avec les listes personnelles.",Quel est ton numéro un?,,,,,,(open-ended),A1,personal-info,024
tricolore-1-5th-edition,writing,1 La famille Corpuscule,4,fill-in,"Complète la description de la famille avec mon, ma ou mes.",___ mère s'appelle Draculine. « Voici ___ souris. Elle s'appelle Fantôme. »,,,,,,Ma; ma,A1,personal-info,024
tricolore-1-5th-edition,writing,2 Tu as tes affaires?,4,fill-in,Complète les questions et les réponses.,"Tu as ___ lecteur MP3? — Oui, voici ___ lecteur MP3.",,,,,,ton; mon,A1,personal-info,024
tricolore-1-5th-edition,listening,3a Mon numéro un,4,short-answer,Écoute quatre personnes qui parlent des choses importantes. Écris une liste pour chaque personne.,Personne 4: écris la chose la plus importante.,,,,,,,A1,personal-info,024
tricolore-1-5th-edition,writing,1 La famille Corpuscule,5,fill-in,"Complète la description de la famille avec mon, ma ou mes.",J'habite avec ___ parents et ___ sœur dans le château Corpuscule.,,,,,,mes; ma,A1,personal-info,024
tricolore-1-5th-edition,writing,2 Tu as tes affaires?,5,fill-in,Complète les questions et les réponses.,Et tu as ___ sac? — Oh non! Zut! Où est ___ sac?,,,,,,ton; mon,A1,personal-info,024
tricolore-1-5th-edition,reading,4b Choisis la bonne phrase,1,multiple-choice,Choisis la bonne phrase.,Item 1 (image),C'est le lecteur MP3 de Dani.,C'est le lecteur MP3 de son frère.,,,,C'est le lecteur MP3 de son frère.,A1,family,025
tricolore-1-5th-edition,reading,4b Choisis la bonne phrase,2,multiple-choice,Choisis la bonne phrase.,Item 2 (image),C'est le sac à dos de Dani.,C'est le sac à dos de son frère.,,,,C'est le sac à dos de son frère.,A1,family,025
tricolore-1-5th-edition,reading,4b Choisis la bonne phrase,3,multiple-choice,Choisis la bonne phrase.,Item 3 (image),C'est la liseuse de Dani.,C'est la liseuse de Théo.,,,,C'est la liseuse de Théo.,A1,family,025
tricolore-1-5th-edition,reading,4b Choisis la bonne phrase,4,multiple-choice,Choisis la bonne phrase.,Item 4 (image),C'est le vélo de Théo.,C'est le vélo de Dani.,,,,C'est le vélo de Théo.,A1,family,025
