collection,word,article,plural,word_class,example,topic,source_page
goyal-a1-young-learners,Honig,der,,noun,,food,067
goyal-a1-young-learners,Kaffee,der,,noun,,food,067
goyal-a1-young-learners,Käse,der,,noun,,food,067
goyal-a1-young-learners,Marmelade,die,,noun,,food,067
goyal-a1-young-learners,Milch,die,,noun,,food,067
goyal-a1-young-learners,Orangensaft,der,,noun,,food,067
goyal-a1-young-learners,Schinken,der,,noun,,food,067
goyal-a1-young-learners,Tee,der,,noun,,food,067
goyal-a1-young-learners,Englischbuch,das,,noun,,school,070
goyal-a1-young-learners,Heft,das,,noun,,school,070
goyal-a1-young-learners,Kugelschreiber,der,,noun,,school,070
goyal-a1-young-learners,Lineal,das,,noun,,school,070
goyal-a1-young-learners,Mäppchen,das,,noun,,school,070
goyal-a1-young-learners,Radiergummi,der,,noun,,school,070
goyal-a1-young-learners,Schere,die,,noun,,school,070
goyal-a1-young-learners,Schultasche,die,,noun,,school,070
goyal-a1-young-learners,Taschenrechner,der,,noun,,school,070
goyal-a1-young-learners,Textmarker,der,,noun,,school,070
goyal-a1-young-learners,Banane,,,noun,,food,072
goyal-a1-young-learners,Bleistift,,,noun,,school,072
goyal-a1-young-learners,Buch,,,noun,,school,072
goyal-a1-young-learners,Deutschheft,,,noun,,school,072
goyal-a1-young-learners,Heft,,,noun,,school,072
goyal-a1-young-learners,Kugelschreiber,,,noun,,school,072
goyal-a1-young-learners,Lineal,,,noun,,school,072
goyal-a1-young-learners,Mathebuch,,,noun,,school,072
goyal-a1-young-learners,Mäppchen,,,noun,,school,072
goyal-a1-young-learners,Radiergummi,,,noun,,school,072
goyal-a1-young-learners,Schere,,,noun,,school,072
goyal-a1-young-learners,Taschenrechner,der,,noun,"Hast du den Taschenrechner? Ja, den Taschenrechner habe ich!",school,072
goyal-a1-young-learners,blöd,,,adjective,,none,075
goyal-a1-young-learners,Dokumentarfilme,,,noun,,hobby,075
goyal-a1-young-learners,Filme,,,noun,,hobby,075
goyal-a1-young-learners,informativ,,,adjective,,none,075
goyal-a1-young-learners,interessant,,,adjective,,none,075
goyal-a1-young-learners,Komödien,,,noun,,hobby,075
goyal-a1-young-learners,Krimis,,,noun,,hobby,075
goyal-a1-young-learners,Kulturprogramme,,,noun,,hobby,075
goyal-a1-young-learners,langweilig,,,adjective,,none,075
goyal-a1-young-learners,lustig,,,adjective,,none,075
goyal-a1-young-learners,Nachrichten,,,noun,,hobby,075
goyal-a1-young-learners,Quizshows,,,noun,,hobby,075
goyal-a1-young-learners,schön,,,adjective,Ich finde ihn schön.,none,075
goyal-a1-young-learners,Serien,,,noun,,hobby,075
goyal-a1-young-learners,spannend,,,adjective,,none,075
goyal-a1-young-learners,Sportsendungen,,,noun,,hobby,075
goyal-a1-young-learners,uninteressant,,,adjective,,none,075
goyal-a1-young-learners,Zeichentrickfilme,,,noun,,hobby,075
goyal-a1-young-learners,Birne,,,noun,Ich esse eine Birne.,food,089
goyal-a1-young-learners,Cola,,,noun,Ich trinke eine Cola.,food,089
goyal-a1-young-learners,Joghurt,,,noun,Ich esse einen Joghurt.,food,089
goyal-a1-young-learners,Käsebrot,,,noun,Ich esse ein Käsebrot.,food,089
goyal-a1-young-learners,Mineralwasser,,,noun,Ich trinke ein Mineralwasser.,food,089
goyal-a1-young-learners,Saft,,,noun,Ich trinke einen Saft.,food,089
goyal-a1-young-learners,Schokoriegel,,,noun,Ich esse einen Schokoriegel.,food,089
goyal-a1-young-learners,Stück Kuchen,,,phrase,Ich esse ein Stück Kuchen.,food,089
