collection,unit,section,content_type,activity_type,topic,level,status,qa,word_count,summary,title
goyal-a1-young-learners,page-041,lesen,"[reading-text, exercise, writing-prompt]",reading-comprehension,home,A1,verified,pass,274,"Read Patrick's room description, mark five true/false statements, then describe your own room.",Lektion 2
goyal-a1-young-learners,page-042,hoeren,"[exercise, listening-sheet]",listening-comprehension,home,A1,verified,pass,226,"Fill gaps in Tina's room text, then listen and complete a real-estate agency form.",Lektion 2
goyal-a1-young-learners,page-043,schreiben,"[exercise, dialogue, writing-prompt]",writing-task,food,A1,verified,pass,234,Offer drinks to six people and write short 'would you rather drink' dialogues from pictures.,Lektion 2
goyal-a1-young-learners,page-044,,"[exercise, dialogue, vocabulary, instructions]",fill-in,mixed,A1,verified,pass,224,"Complete a greeting-and-drink dialogue, pick the odd drink out, and match drink questions to answers.",Lektion 2
goyal-a1-young-learners,page-045,schreiben,"[exercise, writing-prompt]",writing-task,hobby,A1,verified,pass,169,"Pets: write what two girls say about a kitten, then build sentences about owning animals.",Lektion 2
goyal-a1-young-learners,page-046,schreiben,"[exercise, reading-text, writing-prompt]",reading-comprehension,hobby,A1,verified,pass,217,"Pets: work out who owns which animal, then read about Melanie's dog and fill gaps.",Lektion 2
goyal-a1-young-learners,page-047,,"[exercise, writing-prompt]",matching,mixed,A1,verified,pass,223,"Give exaggerated 'I have many pets' answers, then match countries with their language and capital.",Lektion 2
goyal-a1-young-learners,page-048,,"[exercise, writing-prompt, speaking-prompt]",short-answer,personal-info,A1,verified,pass,127,"State where seven classmates come from and say, in Q&A form, what language each speaks.",Lektion 2
goyal-a1-young-learners,page-049,schreiben,"[exercise, writing-prompt]",matching,personal-info,A1,verified,pass,273,Build sentences on where seven people come from and match each person to their nationality.,Lektion 2
goyal-a1-young-learners,page-050,,"[exercise, dialogue, listening-sheet]",fill-in,personal-info,A1,verified,pass,157,"Complete a dialogue asking Efer about his origin, then fill an interview table by listening.",Lektion 2
goyal-a1-young-learners,page-051,,"[exercise, dialogue, listening-sheet]",short-answer,personal-info,A1,verified,pass,141,"Reconstruct the interviewer's questions to Herr Dupont, then complete a quiz-show profile by listening.",Lektion 2
goyal-a1-young-learners,page-052,,"[grammar-box, exercise]",fill-in,mixed,A1,verified,pass,258,"Grammar drills: conjugate the present tense of sprechen, haben, kommen and trinken.",Lektion 2 · Grammatik
goyal-a1-young-learners,page-053,,"[exercise, grammar-box]",fill-in,mixed,A1,verified,pass,332,Grammar drills: conjugate trinken and mögen and practise the möchte(n) form in sentences.,Lektion 2 · Grammatik
goyal-a1-young-learners,page-054,,"[exercise, grammar-box]",fill-in,mixed,A1,verified,pass,303,"Grammar drills: choose Wer or Was, form questions, and supply articles and dir/Ihnen forms.",Lektion 2 · Grammatik
goyal-a1-young-learners,page-055,,[exercise],fill-in,mixed,A1,verified,pass,378,Grammar fill-in: dative pronouns (mir/dir/Ihnen) and accusative articles einen/eine/ein.,Lektion 2 — Grammatik
goyal-a1-young-learners,page-056,,[exercise],fill-in,mixed,A1,verified,pass,306,"Grammar fill-in: Wo/Woher questions, in/aus prepositions, negation with nicht/kein.",Lektion 2 — Grammatik
goyal-a1-young-learners,page-057,,[exercise],fill-in,mixed,A1,verified,pass,317,Grammar fill-in: negation (kein/nicht) and inversion word-order transformations.,Lektion 2 — Grammatik
goyal-a1-young-learners,page-058,hoeren,"[exercise, listening-sheet, speaking-prompt, instructions]",speaking-task,mixed,A1,verified,pass,224,"Listen-and-respond speaking drills plus intonation repetition (furniture, drinks, pets, countries).",Lektion 2
goyal-a1-young-learners,page-059,,"[exercise, picture-story]",matching,home,A1,verified,pass,232,Memory game: match room pictures with adjectives describing the home.,Lektion 2 — Spielen
goyal-a1-young-learners,page-060,,"[exercise, vocabulary]",none,none,A1,verified,pass,93,"Reverse side of the p.59 memory cards, all labelled 'Wortschatz: Wohnung'.",Lektion 2 — Spielen
goyal-a1-young-learners,page-061,,"[exercise, vocabulary]",writing-task,mixed,A1,verified,pass,121,"Cut-out word cards (subjects, verbs, articles, nouns) to build accusative sentences.",Lektion 2 — Spielen
goyal-a1-young-learners,page-062,,[exercise],none,none,A1,verified,pass,239,"Reverse side of the p.61 game cards, all labelled 'Grammatik: Akkusativ'.","<!-- Vertical side tab (left margin, rotated): --"
goyal-a1-young-learners,page-063,,[exercise],writing-task,personal-info,A1,verified,pass,174,"Cut-out cards (question words, verbs, subjects) to build Wo/Woher/Was questions.","<!-- Vertical side tab (top-right corner, rotated): --"
goyal-a1-young-learners,page-064,,[exercise],none,none,A1,verified,pass,291,"Reverse side of the p.63 game cards, all labelled 'Wo? Woher? Was?'.","<!-- Vertical side tab (left margin, rotated): --"
goyal-a1-young-learners,page-065,vocabulary,[exercise],vocabulary,mixed,A1,verified,pass,125,Cut-out syllable cards to combine into Lektion 2 vocabulary words.,Lektion 2
goyal-a1-young-learners,page-066,,[exercise],none,none,A1,verified,pass,80,"Reverse side of the p.65 syllable cards, all labelled 'Silbenrätsel'.",Lektion 2 · Spielen
goyal-a1-young-learners,page-067,,"[chapter-opener, exercise, wordlist]",matching,food,A1,verified,pass,205,Lektion 3 opener: match breakfast-food pictures with words; identify what is missing.,Lektion 3
goyal-a1-young-learners,page-068,,"[exercise, grammar-box, writing-prompt]",writing-task,food,A1,verified,pass,162,"Sort breakfast nouns by article, build meal sentences, describe break-time snacks.",Lektion 3
goyal-a1-young-learners,page-069,,"[exercise, dialogue, writing-prompt]",fill-in,food,A1,verified,pass,251,"Match Q&A, answer offers with negation, complete a snack-offer dialogue.",Lektion 3
goyal-a1-young-learners,page-070,lesen,"[reading-text, exercise, vocabulary]",reading-comprehension,mixed,A1,verified,pass,388,"Reading on a healthy breakfast with true/false, then label school-supply pictures.",Lektion 3
goyal-a1-young-learners,page-071,,"[exercise, listening-sheet]",listening-comprehension,school,A1,verified,pass,217,Negation answers about school items plus listening tasks for sentences and prices.,Lektion 3
goyal-a1-young-learners,page-072,,"[exercise, grammar-box, vocabulary]",fill-in,school,A1,verified,pass,186,"Plural forms of school objects, then fill accusative articles in Hast-du Q&A.",Lektion 3
goyal-a1-young-learners,page-073,,"[exercise, writing-prompt, listening-sheet, grammar-box]",fill-in,school,A1,verified,pass,138,"Pack your Ranzen, say what school items you need, and hear what teachers teach.",Lektion 3
goyal-a1-young-learners,page-074,,"[exercise, listening-sheet]",short-answer,school,A1,verified,pass,146,"Say how you find each school subject, then listen for which subjects Patrick likes.",Lektion 3
goyal-a1-young-learners,page-075,,"[exercise, writing-prompt, vocabulary]",short-answer,hobby,A1,verified,pass,167,React to TV shows: sort them by preference and describe each with adjectives.,Lektion 3
goyal-a1-young-learners,page-076,,"[exercise, writing-prompt, listening-sheet]",writing-task,hobby,A1,verified,pass,170,"Write what's on TV from a schedule, then listen and complete the programme table.",Lektion 3
goyal-a1-young-learners,page-077,,"[exercise, reading-text, writing-prompt, speaking-prompt]",reading-comprehension,hobby,A1,verified,pass,193,"Answer questions about your TV habits, then read three teens' views on television.",Lektion 3
goyal-a1-young-learners,page-078,,"[exercise, listening-sheet]",matching,time-dates,A1,verified,pass,257,"Tell the time: match clocks to phrases, listen for exact times, build separable verbs.",Lektion 3
goyal-a1-young-learners,page-079,schreiben,"[exercise, writing-prompt]",writing-task,daily-routine,A1,verified,pass,238,Write sentences about your morning and describe Marie Claire's full daily schedule.,Lektion 3
goyal-a1-young-learners,page-080,,"[exercise, speaking-prompt, reading-text]",reading-comprehension,daily-routine,A1,verified,pass,319,"Answer questions about your day, then read a text about Marsi the Martian.",Lektion 3
goyal-a1-young-learners,page-081,,"[exercise, dialogue]",reading-comprehension,daily-routine,A1,verified,pass,272,"Comprehension questions on the Marsi text, then complete a daily-routine dialogue.",Lektion 3
goyal-a1-young-learners,page-082,,"[grammar-box, exercise]",fill-in,mixed,A1,verified,pass,307,"Grammar: conjugate irregular present-tense verbs essen, nehmen, geben, sehen, fahren.",Lektion 3 · Grammatik
goyal-a1-young-learners,page-083,,"[grammar-box, exercise]",fill-in,mixed,A1,verified,pass,204,"Grammar: separable-verb conjugation, build sentences, identify subject vs. object (accusative).",Lektion 3 · Grammatik
goyal-a1-young-learners,page-084,,"[grammar-box, exercise]",fill-in,mixed,A1,verified,pass,413,"Grammar: nominative vs. accusative and the accusative articles einen/ein/eine, den/die/das.",Lektion 3 · Grammatik
goyal-a1-young-learners,page-085,,"[grammar-box, exercise]",fill-in,mixed,A1,verified,pass,296,"Grammar: accusative articles, accusative pronouns ihn/sie/es, and directional in + accusative.",Lektion 3 · Grammatik
goyal-a1-young-learners,page-086,,[exercise],fill-in,mixed,A1,verified,pass,237,"Grammar: answer with negation using kein and nicht (food, school items, opinions).","<!-- side tab (vertical, left margin) --"
goyal-a1-young-learners,page-087,,[exercise],fill-in,time-dates,A1,verified,pass,157,"Grammar: temporal prepositions um/am and forming time questions (Wann, Wie lange).",Lektion 3
goyal-a1-young-learners,page-088,hoeren,"[listening-sheet, exercise]",speaking-task,mixed,A1,verified,pass,251,"Listen-and-respond speaking drills (food, school, TV, times) plus intonation repetition practice.",Lektion 3 · Trainieren
goyal-a1-young-learners,page-089,vocabulary,"[exercise, vocabulary, picture-story]",matching,food,A1,verified,pass,166,Memory game: match food and drink picture-cards with their sentence-completion word cards.,Wir spielen
goyal-a1-young-learners,page-090,vocabulary,[vocabulary],none,none,A1,verified,pass,235,"Reverse side of the p.89 memory cards, all labelled 'Wortschatz: Essen und Trinken'.","<!-- Side banner (left margin, vertical): Lektion 3 / Spielen --"
goyal-a1-young-learners,page-091,schreiben,[exercise],writing-task,hobby,A1,verified,pass,225,Cut-out word cards to build sentences giving opinions about TV programmes.,"<!-- Side banner (top-right, vertical): Lektion 3 / Spielen --"
goyal-a1-young-learners,page-092,vocabulary,"[vocabulary, grammar-box]",none,none,A1,verified,pass,307,"Reverse side of the p.91 game cards, all labelled 'Grammatik: Akkusativ'.","<!-- Side banner (top-left, vertical): Lektion 3 / Spielen --"
goyal-a1-young-learners,page-093,schreiben,[exercise],writing-task,daily-routine,A1,verified,pass,151,Cut-out word cards to build daily-routine sentences with separable verbs.,"<!-- Side banner (top-right, vertical): Lektion 3 / Spielen --"
goyal-a1-young-learners,page-094,,"[exercise, grammar-box]",none,none,A1,verified,pass,230,"Reverse side of the p.93 game cards, all labelled 'Trennbare Verben'.","<!-- Margin banner, left edge, printed vertically (reading bottom-to-top) --"
goyal-a1-young-learners,page-095,,[exercise],vocabulary,mixed,A1,verified,pass,112,Cut-out syllable cards to combine into Lektion 3 vocabulary words.,"<!-- Margin banner, top-right corner, printed vertically: --"
goyal-a1-young-learners,page-096,,[exercise],none,none,A1,verified,pass,223,"Reverse side of the p.95 syllable cards, all labelled 'Silbenrätsel'.",Lektion 3
goyal-a1-young-learners,page-097,hoeren,[audio-script],listening-comprehension,none,A1,verified,pass,575,"Audio transcripts (Hörtexte), Lektion 1: introduction and interview dialogues.","<!-- Side banner (top-right, vertical): Hörtexte --"
goyal-a1-young-learners,page-098,hoeren,[audio-script],listening-comprehension,none,A1,verified,pass,506,"Audio transcripts (Hörtexte), Lektion 1: numbers, prices, phone numbers, Q&A drills.","<!-- Side banner (top-left, vertical): Hörtexte --"
goyal-a1-young-learners,page-099,hoeren,"[audio-script, listening-sheet, dialogue]",listening-comprehension,none,A1,verified,pass,563,"Audio transcripts (Hörtexte), Lektion 2: house-hunting and country/language dialogues.",Hörtexte
goyal-a1-young-learners,page-100,hoeren,[audio-script],listening-comprehension,none,A1,verified,pass,514,"Audio transcripts (Hörtexte), Lektion 2: furniture, drinks, pets and language drills.",Hörtexte
goyal-a1-young-learners,page-101,hoeren,[audio-script],listening-comprehension,none,A1,verified,pass,499,"Audio transcripts (Hörtexte), Lektion 3: school subjects, TV and telling time.",Hörtexte
goyal-a1-young-learners,page-102,hoeren,"[audio-script, listening-sheet, dialogue]",listening-comprehension,none,A1,verified,pass,317,Audio transcripts (Hörtexte) Lektion 3 plus CD credits and copyright.,Hörtexte
goyal-a1-young-learners,page-103,,[toc],none,none,A1,verified,pass,818,Picture credits (Bildquellenverzeichnis) listing image sources by page number.,Quellenverzeichnis
goyal-a1-young-learners,page-104,,[picture-story],vocabulary,city-places,A1,verified,pass,411,"Reference map of German-speaking countries: regions, waters, rivers, mountains, cities.",Deutschsprachige Länder
