collection,unit,section,content_type,activity_type,topic,level,status,qa,word_count,summary,title
goethe-a1-sd1-exam-training-3,page-026,,[],none,none,A1,verified,pass,23,Blank page with logo only.,<!-- This page is intentionally blank. Only the Goethe-Institut logo (top-right and bottom
goethe-a1-sd1-exam-training-3,page-027,sprechen,"[intro, instructions]",instructions,none,A1,verified,pass,26,Speaking section intro and general instructions.,Start Deutsch 1
goethe-a1-sd1-exam-training-3,page-028,sprechen,[speaking-prompt],speaking-task,personal-info,A1,verified,pass,19,"Speaking Part 1 self-introduction prompts: name, age, country, job.",Start Deutsch 1
goethe-a1-sd1-exam-training-3,page-029,sprechen,[speaking-prompt],speaking-task,profession,A1,verified,pass,184,"Speaking Part 2 cards on work theme: hours, colleagues, clothing.",Sprechen
goethe-a1-sd1-exam-training-3,page-030,sprechen,[speaking-prompt],speaking-task,hobby,A1,verified,pass,107,"Speaking Part 2 cards on sport theme: swimming, weekend, bike.",Start Deutsch 1
goethe-a1-sd1-exam-training-3,page-031,sprechen,[speaking-prompt],speaking-task,mixed,A1,verified,pass,125,"Speaking Part 3 picture cards: post office, taxi, key, receipt.",Sprechen
goethe-a1-sd1-exam-training-3,page-032,sprechen,[speaking-prompt],speaking-task,mixed,A1,verified,pass,152,"Speaking Part 3 picture cards: toiletries, coins, calendar, station.",Start Deutsch 1
goethe-a1-sd1-exam-training-3,page-033,,[toc],none,none,A1,verified,pass,58,Examiner sheets table of contents.,Start Deutsch 1
goethe-a1-sd1-exam-training-3,page-034,hoeren,[listening-sheet],listening-comprehension,mixed,A1,verified,pass,293,Listening transcripts for Part 1 example and items 1-3.,Start Deutsch 1
goethe-a1-sd1-exam-training-3,page-035,hoeren,[listening-sheet],listening-comprehension,mixed,A1,verified,pass,159,Listening transcripts for items 4-6.,Hören
goethe-a1-sd1-exam-training-3,page-036,hoeren,"[instructions, listening-sheet]",listening-comprehension,travel,A1,verified,pass,205,"Listening transcripts Part 2 announcements, items 7-10.",Start Deutsch 1
goethe-a1-sd1-exam-training-3,page-037,hoeren,"[instructions, listening-sheet]",listening-comprehension,mixed,A1,verified,pass,262,"Listening transcripts Part 3 phone messages, items 11-15.",Hören
goethe-a1-sd1-exam-training-3,page-038,answer-key,[answer-key],answer-key,none,A1,verified,pass,345,"Answer key for Listening, Reading, and Writing sections.",6152
goethe-a1-sd1-exam-training-3,page-039,schreiben,"[instructions, answer-key]",answer-key,none,A1,verified,pass,93,Writing assessment criteria and scoring scale.,Schreiben
goethe-a1-sd1-exam-training-3,page-040,schreiben,"[writing-prompt, answer-key]",answer-key,communication,A1,verified,pass,246,Sample writing answers with scores for the email task.,Start Deutsch 1
goethe-a1-sd1-exam-training-3,page-041,sprechen,"[instructions, speaking-prompt]",instructions,none,A1,verified,pass,218,Oral exam guidance and Part 1 self-introduction script.,Sprechen
goethe-a1-sd1-exam-training-3,page-042,sprechen,"[instructions, speaking-prompt]",instructions,none,A1,verified,pass,347,Oral exam scripts for Parts 1 and 2 procedures.,Start Deutsch 1
goethe-a1-sd1-exam-training-3,page-043,sprechen,"[instructions, speaking-prompt]",instructions,none,A1,verified,pass,178,Oral exam Part 3 guidance on formulating requests.,Sprechen
goethe-a1-sd1-exam-training-3,page-044,sprechen,[instructions],answer-key,none,A1,verified,pass,65,Speaking assessment criteria and scoring scale.,Start Deutsch 1
goethe-a1-sd1-exam-training-3,page-045,,[answer-key],answer-key,none,A1,verified,pass,566,"Answer sheet for Listening, Reading, and Writing sections.",Entwurf
goethe-a1-sd1-exam-training-3,page-046,schreiben,"[writing-prompt, answer-key]",answer-key,none,A1,verified,pass,113,Answer sheet page 2 for Writing Part 2 text and scoring.,Entwurf
goethe-a1-sd1-exam-training-3,page-047,,[cover],cover,none,A1,verified,pass,15,"Back cover with publisher, ISBN, and material number.",Goethe-Institut e.V.
