collection,section,part,item,item_type,question,option_a,option_b,option_c,correct_answer,level,topic,source_page
netzwerk-a1-kursbuch,reading,4a,1,matching,"Woher kommen Sie, Frau Lang?","A Ich spreche Spanisch, Englisch und Deutsch.",B Ich komme aus Deutschland.,C Ich wohne in Frankfurt.,B,A1,personal-info,012
netzwerk-a1-kursbuch,reading,4c,1,fill-in,Sie ___ in Frankfurt. (Ergänzen Sie das Verb.),,,,wohnt,A1,personal-info,012
netzwerk-a1-kursbuch,reading,4a,2,matching,Welche Sprachen sprechen Sie?,"A Ich spreche Spanisch, Englisch und Deutsch.",B Ich komme aus Deutschland.,C Ich wohne in Frankfurt.,A,A1,personal-info,012
netzwerk-a1-kursbuch,reading,4c,2,fill-in,Jan ___ aus Frankfurt.,,,,kommt,A1,personal-info,012
netzwerk-a1-kursbuch,reading,4a,3,matching,Wo wohnen Sie?,"A Ich spreche Spanisch, Englisch und Deutsch.",B Ich komme aus Deutschland.,C Ich wohne in Frankfurt.,C,A1,personal-info,012
netzwerk-a1-kursbuch,reading,4c,3,fill-in,Er ___ in Zürich.,,,,wohnt,A1,personal-info,012
netzwerk-a1-kursbuch,speaking,,4b,speaking-task,Variieren Sie den Dialog.,,,,(open-ended),A1,personal-info,012
netzwerk-a1-kursbuch,speaking,,5a,speaking-task,Und Sie? Machen Sie zwei Interviews wie in 4b: formell und informell. Notieren Sie.,,,,(open-ended),A1,personal-info,012
netzwerk-a1-kursbuch,speaking,,5b,speaking-task,Wer ist das? Stellen Sie einen Partner / eine Partnerin vor. Die anderen raten den Namen.,,,,(open-ended),A1,personal-info,012
netzwerk-a1-kursbuch,listening,,6a,speaking-task,Die Zahlen. Hören Sie die Zahlen und sprechen Sie dann laut mit.,,,,(open-ended),A1,personal-info,013
netzwerk-a1-kursbuch,listening,,6b,short-answer,"Hören Sie. Notieren Sie die Handynummern (Herr Klein, Frau Groß).",,,,,A1,personal-info,013
netzwerk-a1-kursbuch,speaking,,6c,speaking-task,Fragen Sie Ihren Partner / Ihre Partnerin nach der Telefonnummer. Notieren Sie.,,,,(open-ended),A1,personal-info,013
netzwerk-a1-kursbuch,listening,,7a,speaking-task,Das Alphabet. Hören Sie zuerst und lesen Sie dann laut mit.,,,,(open-ended),A1,personal-info,013
netzwerk-a1-kursbuch,listening,,7b,short-answer,Hören Sie das Gespräch. Notieren Sie die E-Mail-Adressen.,,,,,A1,personal-info,013
netzwerk-a1-kursbuch,speaking,,7c,speaking-task,Variieren Sie den Dialog.,,,,(open-ended),A1,personal-info,013
netzwerk-a1-kursbuch,reading,8a,1,short-answer,Ergänzen Sie die Tabelle: Gabriel Santos — kommt aus …? wohnt in …? spricht …? lernt …?,,,,"kommt aus Brasilien, wohnt in Köln, spricht Portugiesisch, Deutsch und Englisch",A1,personal-info,014
netzwerk-a1-kursbuch,reading,8a,2,short-answer,Ergänzen Sie die Tabelle: Alessia Conti — kommt aus …? wohnt in …? spricht …? lernt …?,,,,"kommt aus der Schweiz, wohnt in Lugano, spricht Italienisch, Französisch und Deutsch",A1,personal-info,014
netzwerk-a1-kursbuch,reading,8a,3,short-answer,Ergänzen Sie die Tabelle: Boris Walder — kommt aus …? wohnt in …? spricht …? lernt …?,,,,"kommt aus Österreich, wohnt in Salzburg, spricht Deutsch und Englisch, lernt Arabisch",A1,personal-info,014
netzwerk-a1-kursbuch,reading,8a,4,short-answer,Ergänzen Sie die Tabelle: Saki Tanaka — kommt aus …? wohnt in …? spricht …? lernt …?,,,,"kommt aus Japan (Tokio), wohnt in Berlin, spricht Japanisch und Deutsch, lernt Englisch",A1,personal-info,014
netzwerk-a1-kursbuch,reading,8a,5,short-answer,Ergänzen Sie die Tabelle: Kateb Brahim — kommt aus …? wohnt in …? spricht …? lernt …?,,,,"kommt aus Algerien, wohnt in Paris, spricht Arabisch und Französisch, lernt Deutsch",A1,personal-info,014
netzwerk-a1-kursbuch,vocabulary,8b,1,fill-in,Österreich → ___ (Sprache),,,,Deutsch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,10,fill-in,Algerien → ___ (Sprache),,,,Arabisch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,11,fill-in,Japan → ___ (Sprache),,,,Japanisch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,12,fill-in,die USA → ___ (Sprache),,,,Englisch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,2,fill-in,"die Schweiz → Französisch, Italienisch, Rätoromanisch, ___ (Sprache)",,,,Deutsch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,3,fill-in,___ → Französisch (Land),,,,Frankreich,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,4,fill-in,Brasilien → ___ (Sprache),,,,Portugiesisch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,5,fill-in,___ → Italienisch (Land),,,,Italien,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,6,fill-in,Spanien → ___ (Sprache),,,,Spanisch,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,7,fill-in,___ → Polnisch (Land),,,,Polen,A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,8,fill-in,die Türkei → ___ (Sprache),,,,Türkisch,A1,personal-info,015
netzwerk-a1-kursbuch,speaking,,8c,speaking-task,Sprechen Sie zu zweit. Woher kommen Sie? Welche Sprachen sprechen Sie? Welche Sprachen lernen Sie?,,,,(open-ended),A1,personal-info,015
netzwerk-a1-kursbuch,speaking,,8d,open-ended,Wie heißen die Länder aus 8b in Ihrer Sprache?,,,,(open-ended),A1,personal-info,015
netzwerk-a1-kursbuch,writing,,8e,writing-task,"Wer sind Sie? Schreiben Sie einen kurzen Text (Name, Land, Stadt, Sprachen).",,,,(open-ended),A1,personal-info,015
netzwerk-a1-kursbuch,vocabulary,8b,9,fill-in,___ → Russisch (Land),,,,Russland,A1,personal-info,015
netzwerk-a1-kursbuch,listening,10,1,matching,"Max, Bea und Luca ___",,,,E,A1,personal-info,016
netzwerk-a1-kursbuch,listening,12,1,matching,"Bea, das ist Anna.",,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,,11,short-answer,Und deine Nummer? Sehen Sie Szene 3. Notieren Sie die Handynummern von Max und Anna und den Nachnamen von Bea.,,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,10,2,matching,Anna ist neu. Sie ___,,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,12,2,matching,"Nein, da sind Sie hier falsch.",,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,10,3,matching,Bea ___,,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,12,3,matching,Woher kommst du denn?,,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,10,4,matching,Luca ___,,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,12,4,matching,"Ah, du bist neu hier. Ich bin Luca.",,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,10,5,matching,"Max ist nicht da, er ___",,,,A,A1,personal-info,016
netzwerk-a1-kursbuch,listening,12,5,matching,Und wie ist deine Nummer?,,,,,A1,personal-info,016
netzwerk-a1-kursbuch,listening,,9,multiple-choice,Ich bin Anna. Sehen Sie Szene 1. Wer wohnt in der Netzwerk-WG? Kreuzen Sie an. (Luca / Frau Müller / Anna / Bea / Max),,,,"Luca, Anna, Bea, Max",A1,personal-info,016
netzwerk-a1-kursbuch,listening,,1,short-answer,"Was machen die Leute gern? Hören Sie und notieren Sie (Emily, Boris, Eva).",,,,,A1,hobby,018
netzwerk-a1-kursbuch,,2a,2a,short-answer,Was machen Sie gern? Was machen Sie nicht gern? Kreuzen Sie an.,,,,(open-ended),A1,hobby,019
netzwerk-a1-kursbuch,speaking,2b,2b,speaking-task,Arbeiten Sie zu zweit. Fragen und antworten Sie. (Hörst du gern Musik? Gehst du gern ins Kino? Liest du gern?),,,,(open-ended),A1,hobby,019
netzwerk-a1-kursbuch,reading,3a,1,fill-in,Ich ___ gern!,,,,koche,A1,hobby,020
netzwerk-a1-kursbuch,reading,3a,2,fill-in,Tom und ich ___ gern. Wir lieben Paris!,,,,reisen,A1,hobby,020
netzwerk-a1-kursbuch,reading,3a,3,fill-in,Betty und Bücher. Sie ___ gern.,,,,liest,A1,hobby,020
netzwerk-a1-kursbuch,speaking,3c,3c,speaking-task,"Arbeiten Sie zu dritt. Person A nennt ein Verb im Infinitiv, Person B ein Personalpronomen, Person C nennt die Form.",,,,(open-ended),A1,hobby,020
netzwerk-a1-kursbuch,speaking,3d,3d,speaking-task,Und Sie? Was machen Sie gern? Sprechen Sie mit fünf Personen und notieren Sie die Hobbys.,,,,(open-ended),A1,hobby,020
netzwerk-a1-kursbuch,reading,3a,4,fill-in,Ben ___ toll!,,,,singt,A1,hobby,020
netzwerk-a1-kursbuch,reading,3a,5,fill-in,Eine Sensation – Wir ___!,,,,joggen,A1,hobby,020
netzwerk-a1-kursbuch,reading,3a,6,fill-in,"Peter, Markus und Fußball. Sie ___ super!",,,,spielen,A1,hobby,020
netzwerk-a1-kursbuch,reading,3b,A,fill-in,Lustig! Sing___ du auch so gut?,,,,singst,A1,hobby,020
netzwerk-a1-kursbuch,reading,3b,B,fill-in,Paris!!! Sprich___ du Französisch?,,,,sprichst,A1,hobby,020
netzwerk-a1-kursbuch,reading,3b,C,fill-in,Spiel___ sie wirklich Fußball?,,,,spielt,A1,hobby,020
netzwerk-a1-kursbuch,reading,3b,D,fill-in,@Sophie Koch___ wir am Wochenende Spaghetti? Oder arbeitest du?,,,,Kochen,A1,hobby,020
netzwerk-a1-kursbuch,reading,3b,E,fill-in,@Betty Ich les___ im Moment ein Buch von Daniel Kehlmann. Und du?,,,,lese,A1,hobby,020
netzwerk-a1-kursbuch,reading,3b,F,fill-in,Jogg___ ihr morgen auch?,,,,joggt,A1,hobby,020
netzwerk-a1-kursbuch,listening,4a,4a,short-answer,Hören Sie das Gespräch. Wann gehen Sophie und Betty ins Kino?,,,,,A1,hobby,021
netzwerk-a1-kursbuch,,4b,4b,open-ended,Wie heißen die Wochentage in Ihrer Sprache? Notieren Sie in 4a.,,,,(open-ended),A1,hobby,021
netzwerk-a1-kursbuch,speaking,4c,4c,speaking-task,Satzmelodie: Fragen und Antworten. Hören Sie und sprechen Sie nach.,,,,(open-ended),A1,hobby,021
netzwerk-a1-kursbuch,speaking,5a,5a,speaking-task,Lesen Sie den Dialog zu zweit. Achten Sie auf die Satzmelodie.,,,,(open-ended),A1,hobby,021
netzwerk-a1-kursbuch,speaking,5b,5b,speaking-task,Spielen Sie Dialoge wie in 5a. Machen Sie für jeden Tag eine Verabredung mit einer anderen Person.,,,,(open-ended),A1,hobby,021
netzwerk-a1-kursbuch,,6b,6b,short-answer,Markieren Sie die Artikel in 6a und notieren Sie die Nomen in einer Tabelle (der / das / die).,,,,"der: Stift, Computer, Schlüssel; das: Auto, Buch, Geld, Glas, Medikament; die: Straße, Rechnung, Spritze, Tablette",A1,profession,022
netzwerk-a1-kursbuch,,6c,6c,open-ended,Notieren Sie für jeden Artikel fünf weitere Nomen. Suchen Sie in den Lernwortschatzseiten.,,,,(open-ended),A1,profession,022
netzwerk-a1-kursbuch,,6a,A,matching,"Was passt zu den Berufen? Fabian Höflinger, Taxifahrer",,,,,A1,profession,022
netzwerk-a1-kursbuch,reading,7a,A,fill-in,Ich bin ___ und ich bin 22 Jahre alt. Ich habe pro Woche 24 Stunden Seminare und Kurse ... Die Universität ist sehr groß.,,,,Studentin,A1,profession,022
netzwerk-a1-kursbuch,,6a,B,matching,"Was passt zu den Berufen? Amina Mazin, Studentin",,,,,A1,profession,022
netzwerk-a1-kursbuch,reading,7a,B,fill-in,"Ich bin ___ und arbeite in zwei Restaurants. Ich arbeite pro Woche 46 Stunden, meistens am Abend und am Wochenende.",,,,Kellner,A1,profession,022
netzwerk-a1-kursbuch,,6a,C,matching,"Was passt zu den Berufen? Magda Donat, Ärztin",,,,,A1,profession,022
netzwerk-a1-kursbuch,reading,7a,C,fill-in,"Ich bin ___ bei „Taxi-Zentral"". Ich fahre 68.000 Kilometer pro Jahr – und lese 100 Bücher.",,,,Taxifahrer,A1,profession,022
netzwerk-a1-kursbuch,,6a,D,matching,"Was passt zu den Berufen? Leon Schöpe, Kellner",,,,,A1,profession,022
netzwerk-a1-kursbuch,reading,7a,D,fill-in,Ich bin ___ und arbeite in einem Krankenhaus. Hier arbeiten 920 Ärzte und Krankenpfleger.,,,,Ärztin,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,a,fill-in,Welche Zahl passt? zweiundzwanzig ___,,,,22,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,b,fill-in,Welche Zahl passt? vierundzwanzig ___,,,,24,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,c,fill-in,Welche Zahl passt? sechsundvierzig ___,,,,46,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,d,fill-in,Welche Zahl passt? (ein)hundert ___,,,,100,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,e,fill-in,Welche Zahl passt? vierhundertachtzig ___,,,,480,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,f,fill-in,Welche Zahl passt? neunhundertzwanzig ___,,,,920,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,g,fill-in,Welche Zahl passt? (ein)tausendzweihundertfünfzig ___,,,,1.250,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,h,fill-in,Welche Zahl passt? fünfundzwanzigtausend ___,,,,25.000,A1,profession,022
netzwerk-a1-kursbuch,listening,7b,i,fill-in,Welche Zahl passt? achtundsechzigtausend ___,,,,68.000,A1,profession,022
netzwerk-a1-kursbuch,reading,7c,1,short-answer,Sammeln Sie Informationen: Amina Mazin – Was ist sie von Beruf? Wann arbeitet sie? Wann hat sie frei?,,,,"Studentin; Seminare Mo–Fr, arbeitet am Samstag im Kino",A1,profession,023
netzwerk-a1-kursbuch,,8a,1,fill-in,Pluralform: der Kilometer → ___,,,,die Kilometer,A1,profession,023
netzwerk-a1-kursbuch,reading,7c,2,short-answer,Sammeln Sie Informationen: Leon Schöpe – Was ist er von Beruf? Wann arbeitet er? Wann hat er frei?,,,,Kellner; arbeitet abends und am Wochenende; frei Montag und Dienstag,A1,profession,023
netzwerk-a1-kursbuch,,8a,2,fill-in,Pluralform: der Arzt → ___,,,,die Ärzte,A1,profession,023
netzwerk-a1-kursbuch,reading,7c,3,short-answer,Sammeln Sie Informationen: Fabian Höflinger – Was ist er von Beruf? Wann arbeitet er? Wann hat er frei?,,,,Taxifahrer; frei am Freitag,A1,profession,023
netzwerk-a1-kursbuch,,8a,3,fill-in,Pluralform: die Stunde → ___,,,,die Stunden,A1,profession,023
netzwerk-a1-kursbuch,reading,7c,4,short-answer,Sammeln Sie Informationen: Magda Donat – Was ist sie von Beruf? Wann arbeitet sie? Wann hat sie frei?,,,,Ärztin; arbeitet nachts und am Wochenende,A1,profession,023
netzwerk-a1-kursbuch,,8a,4,fill-in,Pluralform: das Buch → ___,,,,die Bücher,A1,profession,023
netzwerk-a1-kursbuch,,8a,5,fill-in,Pluralform: das Restaurant → ___,,,,die Restaurants,A1,profession,023
netzwerk-a1-kursbuch,speaking,7d,7d,speaking-task,Präsentieren Sie Ihre Personen. Ihr Partner / Ihre Partnerin notiert.,,,,(open-ended),A1,profession,023
netzwerk-a1-kursbuch,,8b,8b,matching,Markieren Sie die Pluralendungen in 8a. Welche Endungen gibt es? Ordnen Sie zu.,,,,"Kilometer → (¨)-, Arzt → (¨)-e, Stunde → -(e)n, Buch → (¨)-er, Restaurant → -s",A1,profession,023
netzwerk-a1-kursbuch,writing,8c,8c,writing-task,Schreiben Sie sieben Lernkarten mit Artikel und Plural. Üben Sie dann zu zweit.,,,,(open-ended),A1,profession,023
netzwerk-a1-kursbuch,,9a,9a,matching,"Welche Berufe sind das? Ordnen Sie zu (Informatiker/in, Ingenieur/in, Lehrer/in, Verkäufer/in, Architekt/in, Friseur/in).",,,,,A1,profession,023
netzwerk-a1-kursbuch,speaking,9b,9b,speaking-task,"Fragen Sie Ihren Partner / Ihre Partnerin (Beruf, Arbeitszeit, freie Tage) und berichten Sie im Kurs.",,,,(open-ended),A1,profession,023
netzwerk-a1-kursbuch,writing,9c,9c,writing-task,Mein Beruf. Schreiben Sie einen Text wie in 7a.,,,,(open-ended),A1,profession,023
netzwerk-a1-kursbuch,vocabulary,10a,10a,short-answer,"Wörterbücher. Sehen Sie die Beispiele an. Wo steht der Artikel, wo der Plural? Markieren Sie mit zwei Farben.",,,,,A1,none,024
netzwerk-a1-kursbuch,vocabulary,10b,10b,short-answer,Schreiben Sie die Nomen aus 10a in die Tabelle (der / das / die).,,,,"der: Kilometer, Tag; das: Krankenhaus, Buch, Seminar; die: Woche",A1,none,024
netzwerk-a1-kursbuch,vocabulary,11a,11a,short-answer,Das Artikelbild. Schreiben Sie die Wörter mit Artikel in die Zeichnung.,,,,(open-ended),A1,none,024
netzwerk-a1-kursbuch,vocabulary,11b,11b,writing-task,Machen Sie ein eigenes Artikelbild.,,,,(open-ended),A1,none,024
netzwerk-a1-kursbuch,writing,12a,1,matching,Persönliche Angaben. Was passt zusammen? Nachname/Familienname,,,,Miller,A1,personal-info,025
netzwerk-a1-kursbuch,writing,12b,12b,writing-task,"Sportclub „Fit"". Wählen Sie einen Kurs und ergänzen Sie dann das Anmeldeformular mit Ihren Informationen.",,,,(open-ended),A1,personal-info,025
netzwerk-a1-kursbuch,writing,12a,2,matching,Persönliche Angaben. Was passt zusammen? Vorname,,,,Jonathan,A1,personal-info,025
netzwerk-a1-kursbuch,writing,12a,3,matching,Persönliche Angaben. Was passt zusammen? Geburtsdatum,,,,01.04.1994,A1,personal-info,025
netzwerk-a1-kursbuch,writing,12a,4,matching,Persönliche Angaben. Was passt zusammen? Geburtsort,,,,New York,A1,personal-info,025
netzwerk-a1-kursbuch,writing,12a,5,matching,Persönliche Angaben. Was passt zusammen? Adresse,,,,"Goethestr. 7, 10711 Berlin",A1,personal-info,025
netzwerk-a1-kursbuch,writing,12a,6,matching,Persönliche Angaben. Was passt zusammen? Telefonnummer/Handynummer,,,,0171-12085614,A1,personal-info,025
netzwerk-a1-kursbuch,listening,14b,1,multiple-choice,Wer macht was? ___ arbeitet im Krankenhaus.,Er,Sie,,,A1,profession,026
netzwerk-a1-kursbuch,listening,13a,13a,short-answer,Gehen wir zusammen? Sehen Sie Szene 4. Was macht Anna gern? Was macht Max gern?,,,,,A1,hobby,026
netzwerk-a1-kursbuch,listening,13b,13b,short-answer,Sehen Sie die Szene noch einmal. Wann gehen Anna und Max schwimmen?,,,,,A1,hobby,026
netzwerk-a1-kursbuch,speaking,13c,13c,speaking-task,Arbeiten Sie zu zweit. Variieren Sie den Dialog und spielen Sie.,,,,(open-ended),A1,hobby,026
netzwerk-a1-kursbuch,listening,14a,14a,short-answer,Wo arbeitest du? Sehen Sie Szene 5. Was sind Luca und Anna von Beruf?,,,,,A1,profession,026
netzwerk-a1-kursbuch,listening,14b,2,multiple-choice,Wer macht was? ___ studiert.,Er,Sie,,,A1,profession,026
netzwerk-a1-kursbuch,listening,14b,3,multiple-choice,Wer macht was? ___ joggt gern.,Er,Sie,,,A1,profession,026
netzwerk-a1-kursbuch,listening,14b,4,multiple-choice,Wer macht was? ___ arbeitet nachts.,Er,Sie,,,A1,profession,026
netzwerk-a1-kursbuch,listening,14b,5,multiple-choice,Wer macht was? ___ macht ein Praktikum.,Er,Sie,,,A1,profession,026
netzwerk-a1-kursbuch,listening,14b,6,multiple-choice,Wer macht was? ___ arbeitet heute am Nachmittag.,Er,Sie,,,A1,profession,026
netzwerk-a1-kursbuch,listening,1a,1a,matching,Eine Stadttour in Hamburg. Hören Sie. Ordnen Sie die Stationen den Fotos zu.,,,,,A1,city-places,028
netzwerk-a1-kursbuch,reading,1b,A,matching,Was ist das? Ordnen Sie die Wörter zu. Foto A (720 Züge pro Tag),,,,der Bahnhof,A1,city-places,028
netzwerk-a1-kursbuch,reading,1b,B,matching,Was ist das? Ordnen Sie die Wörter zu. Foto B (die Elbphilharmonie),,,,das Konzerthaus,A1,city-places,028
netzwerk-a1-kursbuch,reading,1c,Bahnhof,fill-in,"Ergänzen Sie die Zahlen. Bahnhof: ___ Züge pro Tag, in ___ Stunden nach Berlin.",,,,720; 2,A1,city-places,028
netzwerk-a1-kursbuch,reading,1c,Elbphilharmonie,fill-in,"Ergänzen Sie die Zahlen. Elbphilharmonie: Kosten ___ Euro, im Jahr 2017 ___ Konzerte.",,,,866 Millionen; 600,A1,city-places,028
netzwerk-a1-kursbuch,reading,1c,Hafen,fill-in,"Ergänzen Sie die Zahlen. Hafen: ___ Schiffe pro Jahr, fahren in ___ Länder.",,,,12.000; 175,A1,city-places,028
netzwerk-a1-kursbuch,reading,1c,Michel,fill-in,"Ergänzen Sie die Zahlen. Michel: Platz für ___ Menschen, Turm ___ Meter hoch.",,,,2.500; 132,A1,city-places,028
netzwerk-a1-kursbuch,reading,1c,Rathaus,fill-in,"Ergänzen Sie die Zahlen. Rathaus: über ___ Jahre alt, Turm ___ Meter hoch.",,,,120; 112,A1,city-places,028
netzwerk-a1-kursbuch,,1d,1d,writing-task,Sammeln Sie Informationen und Zahlen über Ihre Stadt oder Ihren Ort. Machen Sie eine Ausstellung im Kurs.,,,,(open-ended),A1,city-places,029
netzwerk-a1-kursbuch,reading,1b,C,matching,Was ist das? Ordnen Sie die Wörter zu. Foto C (12.000 Schiffe pro Jahr),,,,der Hafen,A1,city-places,029
netzwerk-a1-kursbuch,reading,1b,D,matching,"Was ist das? Ordnen Sie die Wörter zu. Foto D (der Michel, Turm 132 m hoch)",,,,die Kirche,A1,city-places,029
netzwerk-a1-kursbuch,reading,1b,E,matching,"Was ist das? Ordnen Sie die Wörter zu. Foto E (über 120 Jahre alt, 111 Meter breit)",,,,das Rathaus,A1,city-places,029
netzwerk-a1-kursbuch,listening,2a,1,true-false,Der Weg zum Hotel. Welche Orte nennt der Taxifahrer? – Bahnhof,,,,ja,A1,city-places,030
netzwerk-a1-kursbuch,,2c,1,fill-in,"der, das oder die? ___ Bahnhof",,,,der,A1,city-places,030
netzwerk-a1-kursbuch,listening,2a,2,true-false,Der Weg zum Hotel. Welche Orte nennt der Taxifahrer? – Hafen,,,,nein,A1,city-places,030
netzwerk-a1-kursbuch,,2c,2,fill-in,"der, das oder die? ___ Rathaus",,,,das,A1,city-places,030
netzwerk-a1-kursbuch,speaking,2b,2b,speaking-task,Lesen Sie das Gespräch. Zeichnen Sie den Weg in den Plan. Ist Ihre Lösung in 2a richtig?,,,,(open-ended),A1,city-places,030
netzwerk-a1-kursbuch,listening,2a,3,true-false,Der Weg zum Hotel. Welche Orte nennt der Taxifahrer? – Fluss,,,,ja,A1,city-places,030
netzwerk-a1-kursbuch,,2c,3,fill-in,"der, das oder die? ___ Kunsthalle",,,,die,A1,city-places,030
netzwerk-a1-kursbuch,speaking,3,3,speaking-task,"Artikel. Sammeln Sie Nomen aus Kapitel 1–3. Bilden Sie drei Gruppen: der, das, die.",,,,(open-ended),A1,city-places,030
netzwerk-a1-kursbuch,listening,2a,4,true-false,Der Weg zum Hotel. Welche Orte nennt der Taxifahrer? – Konzerthaus,,,,nein,A1,city-places,030
netzwerk-a1-kursbuch,,2c,4,fill-in,"der, das oder die? ___ Fluss",,,,der,A1,city-places,030
netzwerk-a1-kursbuch,listening,2a,5,true-false,Der Weg zum Hotel. Welche Orte nennt der Taxifahrer? – Rathaus,,,,ja,A1,city-places,030
netzwerk-a1-kursbuch,,2c,5,fill-in,"der, das oder die? ___ Hotel",,,,das,A1,city-places,030
netzwerk-a1-kursbuch,listening,2a,6,true-false,Der Weg zum Hotel. Welche Orte nennt der Taxifahrer? – Kirche,,,,ja,A1,city-places,030
netzwerk-a1-kursbuch,,2c,6,fill-in,"der, das oder die? ___ Kirche",,,,die,A1,city-places,030
netzwerk-a1-kursbuch,,2c,7,fill-in,"der, das oder die? ___ See",,,,der,A1,city-places,030
netzwerk-a1-kursbuch,,4b,2,fill-in,Ergänzen Sie die Artikel: Das ist ___ Bahnhof. ___ Bahnhof heißt Hamburg-Altona.,,,,ein; Der,A1,city-places,031
netzwerk-a1-kursbuch,,4b,3,fill-in,"Ergänzen Sie die Artikel: Das ist ___ Brücke. ___ Brücke heißt „Köhlbrandbrücke"".",,,,eine; Die,A1,city-places,031
netzwerk-a1-kursbuch,,4b,4,fill-in,Ergänzen Sie die Artikel: Das sind ___ Häuser. ___ Häuser sind 400 Jahre alt.,,,,– (kein Artikel im Plural); Die,A1,city-places,031
netzwerk-a1-kursbuch,writing,4c,4c,writing-task,"Was ist das? Schreiben Sie Sätze (Café, Kunsthalle, Kirche, Hotel, Kino, Turm). Beispiel: Das ist ein Café.",,,,(open-ended),A1,city-places,031
netzwerk-a1-kursbuch,listening,5a,5a,short-answer,Vokale. Lang oder kurz? Hören Sie die Wörter und markieren Sie _ für lang und . für kurz.,,,,,A1,city-places,031
netzwerk-a1-kursbuch,listening,5b,5b,speaking-task,Hören Sie noch einmal. Langer Vokal: Kreisen Sie die Arme. Kurzer Vokal: Klopfen Sie auf den Tisch.,,,,(open-ended),A1,city-places,031
netzwerk-a1-kursbuch,,4a,Plural,fill-in,Ergänzen Sie den bestimmten Artikel: ___ Schiffe sind im Hafen.,,,,Die,A1,city-places,031
