collection,word,article,plural,word_class,example,topic,source_page
netzwerk-a1-kursbuch,stehen,,,verb,,none,161
netzwerk-a1-kursbuch,tragen,,,verb,,none,161
netzwerk-a1-kursbuch,treffen,,,verb,,none,161
netzwerk-a1-kursbuch,trinken,,,verb,,food,161
netzwerk-a1-kursbuch,tun,,,verb,,none,161
netzwerk-a1-kursbuch,um|steigen,,,verb,,travel,161
netzwerk-a1-kursbuch,um|ziehen,,,verb,,none,161
netzwerk-a1-kursbuch,unterschreiben,,,verb,,none,161
netzwerk-a1-kursbuch,unterstreichen,,,verb,,none,161
netzwerk-a1-kursbuch,verbinden,,,verb,,none,161
netzwerk-a1-kursbuch,vergessen,,,verb,,none,161
netzwerk-a1-kursbuch,vergleichen,,,verb,,none,161
netzwerk-a1-kursbuch,verstehen,,,verb,,none,161
netzwerk-a1-kursbuch,vor|lesen,,,verb,,none,161
netzwerk-a1-kursbuch,waschen,,,verb,,daily-routine,161
netzwerk-a1-kursbuch,weh|tun,,,verb,,health,161
netzwerk-a1-kursbuch,werden,,,verb,,none,161
netzwerk-a1-kursbuch,wieder|geben,,,verb,,none,161
netzwerk-a1-kursbuch,wiegen,,,verb,,none,161
netzwerk-a1-kursbuch,wissen,,,verb,,none,161
netzwerk-a1-kursbuch,wollen,,,verb,,none,161
netzwerk-a1-kursbuch,ziehen,,,verb,,none,161
netzwerk-a1-kursbuch,zurück|fahren,,,verb,,travel,161
netzwerk-a1-kursbuch,zurück|finden,,,verb,,none,161
netzwerk-a1-kursbuch,zu|haben,,,verb,,none,161
netzwerk-a1-kursbuch,überweisen,,,verb,,none,161
netzwerk-a1-kursbuch,ab,,,preposition,Nennen Sie die Zahlen ab 20.,none,162
netzwerk-a1-kursbuch,Abend,der,-e,noun,,time-dates,162
netzwerk-a1-kursbuch,Abendessen,das,-,noun,,food,162
netzwerk-a1-kursbuch,Abendkleidung,die,,noun,,shopping,162
netzwerk-a1-kursbuch,abends,,,adverb,,time-dates,162
netzwerk-a1-kursbuch,aber,,,other,"Ich arbeite viel, aber ich habe zwei Tage frei: Montag und Dienstag.",none,162
netzwerk-a1-kursbuch,Abfahrt,die,-en,noun,,travel,162
netzwerk-a1-kursbuch,Abschnitt,der,-e,noun,,none,162
netzwerk-a1-kursbuch,Absender,der,-,noun,,communication,162
netzwerk-a1-kursbuch,abwechselnd,,,adverb,,none,162
netzwerk-a1-kursbuch,ab|fahren,,,verb,,travel,162
netzwerk-a1-kursbuch,ab|holen,,,verb,,none,162
netzwerk-a1-kursbuch,ab|wechseln,,,verb,,none,162
netzwerk-a1-kursbuch,acht,,,other,,none,162
netzwerk-a1-kursbuch,achten,,,verb,,none,162
netzwerk-a1-kursbuch,Achtung,,,noun,Achtung: Sofia weiß nichts!,none,162
netzwerk-a1-kursbuch,achtzehn,,,other,,none,162
netzwerk-a1-kursbuch,achtzig,,,other,,none,162
netzwerk-a1-kursbuch,Adjektiv,das,-e,noun,,none,162
netzwerk-a1-kursbuch,Adresse,die,-n,noun,,personal-info,162
netzwerk-a1-kursbuch,Agentur für Arbeit,die,,noun,,profession,162
netzwerk-a1-kursbuch,Akku,der,-s,noun,,none,162
netzwerk-a1-kursbuch,Akkusativ,der,-e,noun,,none,162
netzwerk-a1-kursbuch,aktiv,,,adjective,,none,162
netzwerk-a1-kursbuch,Aktivität,die,-en,noun,,none,162
netzwerk-a1-kursbuch,aktuell,,,adjective,,none,162
netzwerk-a1-kursbuch,Algerien,,,noun,,none,162
netzwerk-a1-kursbuch,alle,,,other,Notieren Sie alle Zahlen.,none,162
netzwerk-a1-kursbuch,allein,,,adverb,,none,162
netzwerk-a1-kursbuch,alles,,,other,,none,162
netzwerk-a1-kursbuch,Alltag,der,,noun,,daily-routine,162
netzwerk-a1-kursbuch,Alphabet,das,-e,noun,,none,162
netzwerk-a1-kursbuch,als,,,other,Max Schmidt arbeitet seit zwei Jahren als Koch.,none,162
netzwerk-a1-kursbuch,also,,,adverb,"Kein Bus, also schnell!",none,162
netzwerk-a1-kursbuch,alt,,,adjective,Ich bin 22 Jahre alt.,none,162
netzwerk-a1-kursbuch,Altbauwohnung,die,-en,noun,,home,162
netzwerk-a1-kursbuch,Alter,das,,noun,,personal-info,162
netzwerk-a1-kursbuch,Altstadt,die,¨e,noun,,city-places,162
netzwerk-a1-kursbuch,am,,,preposition,Kochen wir am Wochenende Spaghetti?,none,162
netzwerk-a1-kursbuch,an,,,preposition,40.000 Filmfans sehen an 10 Tagen über 100 Filme.,none,162
netzwerk-a1-kursbuch,andere,,,adjective,,none,162
netzwerk-a1-kursbuch,anders,,,adverb,,none,162
netzwerk-a1-kursbuch,Anfang,der,¨e,noun,,none,162
netzwerk-a1-kursbuch,Angabe,die,-n,noun,Machen Sie persönliche Angaben.,none,162
netzwerk-a1-kursbuch,Angebot,das,-e,noun,ein Angebot schreiben,none,162
netzwerk-a1-kursbuch,Anhang,der,¨e,noun,,communication,162
netzwerk-a1-kursbuch,Ankunft,die,¨e,noun,,travel,162
netzwerk-a1-kursbuch,Anmeldung,die,-en,noun,die Anmeldung zum Marathon,none,162
netzwerk-a1-kursbuch,Anrede,die,-n,noun,,communication,162
netzwerk-a1-kursbuch,Anredeformel,die,-n,noun,,communication,162
netzwerk-a1-kursbuch,Anruf,der,-e,noun,,communication,162
netzwerk-a1-kursbuch,Anschluss,der,¨e,noun,,none,162
netzwerk-a1-kursbuch,anstrengend,,,adjective,,none,162
netzwerk-a1-kursbuch,Antwort,die,-en,noun,,communication,162
netzwerk-a1-kursbuch,antworten,,,verb,,communication,162
netzwerk-a1-kursbuch,an|fangen,,,verb,,none,162
netzwerk-a1-kursbuch,an|kommen,,,verb,,travel,162
netzwerk-a1-kursbuch,an|kreuzen,,,verb,,none,162
netzwerk-a1-kursbuch,an|machen,,,verb,,none,162
netzwerk-a1-kursbuch,an|nehmen,,,verb,,none,162
netzwerk-a1-kursbuch,an|probieren,,,verb,,shopping,162
netzwerk-a1-kursbuch,an|rufen,,,verb,,communication,162
netzwerk-a1-kursbuch,an|sehen,,,verb,,none,162
netzwerk-a1-kursbuch,ähnlich,,,adjective,,none,162
netzwerk-a1-kursbuch,Anweisung,die,-en,noun,,communication,163
netzwerk-a1-kursbuch,Anzeige,die,-n,noun,,communication,163
netzwerk-a1-kursbuch,Anzug,der,¨e,noun,,shopping,163
netzwerk-a1-kursbuch,an|ziehen,,,verb,,daily-routine,163
netzwerk-a1-kursbuch,Apartment,das,-s,noun,,home,163
netzwerk-a1-kursbuch,Apfel,der,¨,noun,,food,163
netzwerk-a1-kursbuch,Apfelsaft,der,¨e,noun,,food,163
netzwerk-a1-kursbuch,Apfelsaftschorle,die,-n,noun,,food,163
netzwerk-a1-kursbuch,Apfelschorle,die,-n,noun,,food,163
netzwerk-a1-kursbuch,Apotheke,die,-n,noun,,health,163
netzwerk-a1-kursbuch,App,die,-s,noun,,none,163
netzwerk-a1-kursbuch,April,der,,noun,,time-dates,163
netzwerk-a1-kursbuch,Arabisch,,,noun,,none,163
netzwerk-a1-kursbuch,Arbeit,die,-en,noun,,profession,163
netzwerk-a1-kursbuch,arbeiten,,,verb,Arbeiten Sie zu zweit.,profession,163
netzwerk-a1-kursbuch,Arbeitsalltag,der,,noun,,profession,163
netzwerk-a1-kursbuch,arbeitslos,,,adjective,,profession,163
netzwerk-a1-kursbuch,Arbeitsplatz,der,¨e,noun,,profession,163
netzwerk-a1-kursbuch,Arbeitszeit,die,-en,noun,,profession,163
netzwerk-a1-kursbuch,Arbeitszimmer,das,-,noun,,home,163
netzwerk-a1-kursbuch,Architekt,der,-en,noun,,profession,163
netzwerk-a1-kursbuch,Architektin,die,-nen,noun,,profession,163
netzwerk-a1-kursbuch,Architektur,die,,noun,,none,163
netzwerk-a1-kursbuch,argentinisch,,,adjective,,none,163
netzwerk-a1-kursbuch,Arm,der,-e,noun,,health,163
netzwerk-a1-kursbuch,Art,die,,noun,,none,163
netzwerk-a1-kursbuch,Artikel,der,-,noun,,none,163
netzwerk-a1-kursbuch,Artikelbild,das,-er,noun,,none,163
netzwerk-a1-kursbuch,Arzt,der,¨e,noun,,profession,163
netzwerk-a1-kursbuch,Arztbesuch,der,-e,noun,,health,163
netzwerk-a1-kursbuch,asiatisch,,,adjective,,none,163
netzwerk-a1-kursbuch,Assoziation,die,-en,noun,,none,163
netzwerk-a1-kursbuch,Atelier,das,-s,noun,,none,163
netzwerk-a1-kursbuch,Atmosphäre,die,,noun,,none,163
netzwerk-a1-kursbuch,Attraktion,die,-en,noun,,none,163
netzwerk-a1-kursbuch,attraktiv,,,adjective,,none,163
netzwerk-a1-kursbuch,auch,,,adverb,,none,163
netzwerk-a1-kursbuch,auf,,,preposition,„Würstchen“ heißt auf Italienisch „wurstel“.,none,163
netzwerk-a1-kursbuch,auf jeden Fall,,,phrase,,none,163
netzwerk-a1-kursbuch,auf sein,,,phrase,,none,163
netzwerk-a1-kursbuch,auf Wiederhören,,,phrase,,communication,163
netzwerk-a1-kursbuch,auf Wiedersehen,,,phrase,,communication,163
netzwerk-a1-kursbuch,Aufforderung,die,-en,noun,,communication,163
netzwerk-a1-kursbuch,Aufgabe,die,-n,noun,,none,163
netzwerk-a1-kursbuch,Aufzug,der,¨e,noun,,none,163
netzwerk-a1-kursbuch,auf|hängen,,,verb,,none,163
netzwerk-a1-kursbuch,auf|hören,,,verb,,none,163
netzwerk-a1-kursbuch,auf|machen,,,verb,,none,163
netzwerk-a1-kursbuch,auf|passen,,,verb,,none,163
netzwerk-a1-kursbuch,auf|schreiben,,,verb,,none,163
netzwerk-a1-kursbuch,auf|stehen,,,verb,,daily-routine,163
netzwerk-a1-kursbuch,auf|stellen,,,verb,,none,163
netzwerk-a1-kursbuch,Auge,das,-n,noun,,health,163
netzwerk-a1-kursbuch,August,der,,noun,,time-dates,163
netzwerk-a1-kursbuch,aus,,,preposition,Ich komme aus Deutschland.,none,163
netzwerk-a1-kursbuch,Ausdruck,der,¨e,noun,,none,163
netzwerk-a1-kursbuch,Ausflug,der,¨e,noun,,travel,163
netzwerk-a1-kursbuch,Ausgang,der,¨e,noun,,travel,163
netzwerk-a1-kursbuch,Auskunft,die,¨e,noun,Auskunft geben,communication,163
netzwerk-a1-kursbuch,Ausland,das,,noun,,travel,163
netzwerk-a1-kursbuch,Aussage,die,-n,noun,,communication,163
netzwerk-a1-kursbuch,Aussagesatz,der,¨e,noun,,none,163
netzwerk-a1-kursbuch,Aussprache,die,,noun,,none,163
netzwerk-a1-kursbuch,Ausstellung,die,-en,noun,,none,163
netzwerk-a1-kursbuch,Ausweis,der,-e,noun,,travel,163
netzwerk-a1-kursbuch,auswendig,,,adverb,Lernen Sie die Wörter auswendig.,none,163
netzwerk-a1-kursbuch,aus|drücken,,,verb,,none,163
netzwerk-a1-kursbuch,aus|füllen,,,verb,ein Formular ausfüllen,none,163
netzwerk-a1-kursbuch,aus|gehen,,,verb,Abends beim Ausgehen haben wir viel Spaß.,hobby,163
netzwerk-a1-kursbuch,aus|machen,,,verb,,none,163
netzwerk-a1-kursbuch,aus|sehen,,,verb,,none,163
netzwerk-a1-kursbuch,aus|steigen,,,verb,,travel,163
netzwerk-a1-kursbuch,aus|ziehen,,,verb,,none,163
netzwerk-a1-kursbuch,Auto,das,-s,noun,,travel,163
netzwerk-a1-kursbuch,Autobahn,die,-en,noun,,travel,163
netzwerk-a1-kursbuch,Automat,der,-en,noun,,none,163
netzwerk-a1-kursbuch,außerhalb,,,preposition,,none,163
netzwerk-a1-kursbuch,Baby,das,-s,noun,,family,163
netzwerk-a1-kursbuch,Bad,das,¨er,noun,,home,163
netzwerk-a1-kursbuch,Badeanzug,der,¨e,noun,,shopping,163
netzwerk-a1-kursbuch,Badehose,die,-n,noun,,shopping,163
netzwerk-a1-kursbuch,Bademode,die,-n,noun,,shopping,163
netzwerk-a1-kursbuch,baden,,,verb,,daily-routine,163
netzwerk-a1-kursbuch,Badeurlaub,der,-e,noun,,vacation,163
netzwerk-a1-kursbuch,Bahnhof,der,¨e,noun,,travel,163
netzwerk-a1-kursbuch,Bahnsteig,der,-e,noun,,travel,163
netzwerk-a1-kursbuch,bald,,,adverb,,none,163
netzwerk-a1-kursbuch,Balkon,der,-e,noun,,home,163
netzwerk-a1-kursbuch,Ball,der,¨e,noun,,hobby,163
netzwerk-a1-kursbuch,Banane,die,-n,noun,,food,163
netzwerk-a1-kursbuch,Bank,die,¨e,noun,Die Leute sitzen auf der Bank.,none,163
netzwerk-a1-kursbuch,Bar,die,-s,noun,,city-places,163
netzwerk-a1-kursbuch,bar,,,adverb,Zahlen Sie bar oder mit Karte?,shopping,163
netzwerk-a1-kursbuch,Basketball,,,noun,,hobby,163
netzwerk-a1-kursbuch,Bauch,der,¨e,noun,,health,163
netzwerk-a1-kursbuch,Bauchschmerzen,die,,noun,,health,163
netzwerk-a1-kursbuch,Baum,der,¨e,noun,,none,163
netzwerk-a1-kursbuch,Baustelle,die,-n,noun,,none,163
netzwerk-a1-kursbuch,Bauzeit,die,,noun,,none,163
netzwerk-a1-kursbuch,beantworten,,,verb,,communication,163
netzwerk-a1-kursbuch,Becher,der,-,noun,,none,163
netzwerk-a1-kursbuch,bedeuten,,,verb,Was bedeutet das?,none,163
netzwerk-a1-kursbuch,Befinden,das,,noun,,health,163
netzwerk-a1-kursbuch,Begeisterung,die,,noun,,none,163
netzwerk-a1-kursbuch,Beginn,der,,noun,,none,163
netzwerk-a1-kursbuch,beginnen,,,verb,,none,163
netzwerk-a1-kursbuch,bei,,,preposition,Ich arbeite bei „Taxi-Zentral“.,none,163
netzwerk-a1-kursbuch,beide,,,other,,none,163
netzwerk-a1-kursbuch,Bein,das,-e,noun,,health,163
netzwerk-a1-kursbuch,Beisl,das,-/-n,noun,,restaurant,163
netzwerk-a1-kursbuch,Beispiel,das,-e,noun,zum Beispiel,none,163
netzwerk-a1-kursbuch,Beiz,die,-en,noun,,restaurant,163
netzwerk-a1-kursbuch,bekannt,,,adjective,,none,163
netzwerk-a1-kursbuch,Bekannte,der/die,-n,noun,,none,163
netzwerk-a1-kursbuch,bekommen,,,verb,,none,163
netzwerk-a1-kursbuch,beliebt,,,adjective,,none,163
netzwerk-a1-kursbuch,benutzen,,,verb,,none,163
netzwerk-a1-kursbuch,bequem,,,adjective,,none,163
netzwerk-a1-kursbuch,Berg,der,-e,noun,,none,163
netzwerk-a1-kursbuch,Bergtour,die,-en,noun,,vacation,163
netzwerk-a1-kursbuch,Bericht,der,-e,noun,,communication,163
netzwerk-a1-kursbuch,berichten,,,verb,,communication,163
netzwerk-a1-kursbuch,Beruf,der,-e,noun,,profession,163
netzwerk-a1-kursbuch,berühmt,,,adjective,,none,163
netzwerk-a1-kursbuch,beschreiben,,,verb,,none,163
netzwerk-a1-kursbuch,besetzt,,,adjective,,none,163
netzwerk-a1-kursbuch,besichtigen,,,verb,,none,163
netzwerk-a1-kursbuch,besondere,,,adjective,,none,163
netzwerk-a1-kursbuch,besonders,,,adverb,Was ist am Geburtstag besonders?,none,163
netzwerk-a1-kursbuch,Besprechung,die,-en,noun,,profession,163
netzwerk-a1-kursbuch,besser,,,adjective,,none,163
netzwerk-a1-kursbuch,bestellen,,,verb,,restaurant,163
netzwerk-a1-kursbuch,Bestellung,die,-en,noun,,restaurant,163
netzwerk-a1-kursbuch,bestimmt,,,adjective,der bestimmte Artikel,none,163
netzwerk-a1-kursbuch,Besuch,der,-e,noun,,none,163
netzwerk-a1-kursbuch,besuchen,,,verb,,none,163
netzwerk-a1-kursbuch,Besucher,der,-,noun,,none,163
netzwerk-a1-kursbuch,Besucherin,die,-nen,noun,,none,163
netzwerk-a1-kursbuch,betont,,,adjective,,none,163
netzwerk-a1-kursbuch,Betonung,die,-en,noun,,none,163
netzwerk-a1-kursbuch,Betreff,der,-e,noun,,communication,163
netzwerk-a1-kursbuch,betreuen,,,verb,,none,163
netzwerk-a1-kursbuch,Bett,das,-en,noun,,home,163
netzwerk-a1-kursbuch,Bäcker,der,-,noun,Ich gehe zum Bäcker und kaufe Brot.,profession,163
netzwerk-a1-kursbuch,Bäckerei,die,-en,noun,,city-places,163
netzwerk-a1-kursbuch,Ärztin,die,-nen,noun,,profession,163
netzwerk-a1-kursbuch,Äußerung,die,-en,noun,,communication,163
netzwerk-a1-kursbuch,bewegen,,,verb,,none,164
netzwerk-a1-kursbuch,Bewegung,die,-en,noun,,none,164
netzwerk-a1-kursbuch,Bewerbung,die,-en,noun,,profession,164
netzwerk-a1-kursbuch,Bewohner,der,-,noun,,none,164
netzwerk-a1-kursbuch,Bewohnerin,die,-nen,noun,,none,164
netzwerk-a1-kursbuch,bewölkt,,,adjective,,weather,164
netzwerk-a1-kursbuch,bezahlen,,,verb,,shopping,164
netzwerk-a1-kursbuch,Bibliothek,die,-en,noun,,city-places,164
netzwerk-a1-kursbuch,Biergarten,der,¨,noun,,restaurant,164
netzwerk-a1-kursbuch,Bikini,der,-s,noun,,shopping,164
netzwerk-a1-kursbuch,Bild,das,-er,noun,,none,164
netzwerk-a1-kursbuch,bilden,,,verb,Bilden Sie drei Gruppen.,none,164
netzwerk-a1-kursbuch,Bildgeschichte,die,-n,noun,,none,164
netzwerk-a1-kursbuch,billig,,,adjective,,shopping,164
netzwerk-a1-kursbuch,Birne,die,-n,noun,,food,164
netzwerk-a1-kursbuch,bis,,,preposition,Bauzeit: bis 2016,none,164
netzwerk-a1-kursbuch,bis bald,,,phrase,,communication,164
netzwerk-a1-kursbuch,bis dann,,,phrase,,communication,164
netzwerk-a1-kursbuch,bis später,,,phrase,,communication,164
netzwerk-a1-kursbuch,bis zu,,,preposition,,none,164
netzwerk-a1-kursbuch,bitte,,,other,,communication,164
netzwerk-a1-kursbuch,Bitte,die,-n,noun,Ich habe eine Bitte: …,communication,164
netzwerk-a1-kursbuch,blau,,,adjective,,none,164
netzwerk-a1-kursbuch,bleiben,,,verb,,none,164
netzwerk-a1-kursbuch,Bleistift,der,-e,noun,,school,164
netzwerk-a1-kursbuch,Blick,der,-e,noun,,none,164
netzwerk-a1-kursbuch,Blog,der,-s,noun,,communication,164
netzwerk-a1-kursbuch,Blume,die,-n,noun,,none,164
netzwerk-a1-kursbuch,Bluse,die,-n,noun,,shopping,164
netzwerk-a1-kursbuch,Blut,das,,noun,,health,164
netzwerk-a1-kursbuch,Brasilien,,,noun,,none,164
netzwerk-a1-kursbuch,brauchen,,,verb,,none,164
netzwerk-a1-kursbuch,braun,,,adjective,,none,164
netzwerk-a1-kursbuch,breit,,,adjective,,none,164
netzwerk-a1-kursbuch,Brief,der,-e,noun,,communication,164
netzwerk-a1-kursbuch,Briefstandard,der,-s,noun,,communication,164
netzwerk-a1-kursbuch,bringen,,,verb,,none,164
netzwerk-a1-kursbuch,Brot,das,-e,noun,,food,164
netzwerk-a1-kursbuch,Bruder,der,¨,noun,,family,164
netzwerk-a1-kursbuch,Brötchen,das,-,noun,,food,164
netzwerk-a1-kursbuch,Brücke,die,-n,noun,,city-places,164
netzwerk-a1-kursbuch,Buch,das,¨er,noun,,none,164
netzwerk-a1-kursbuch,Buchladen,der,¨,noun,,city-places,164
netzwerk-a1-kursbuch,Buchstabe,der,-n,noun,,none,164
netzwerk-a1-kursbuch,buchstabieren,,,verb,,communication,164
netzwerk-a1-kursbuch,Bulgarisch,,,noun,,none,164
netzwerk-a1-kursbuch,Burg,die,-en,noun,,none,164
netzwerk-a1-kursbuch,Bus,der,-se,noun,,travel,164
netzwerk-a1-kursbuch,Butter,die,,noun,,food,164
netzwerk-a1-kursbuch,Butterbrot,das,-e,noun,,food,164
netzwerk-a1-kursbuch,böse,,,adjective,,none,164
netzwerk-a1-kursbuch,Bühne,die,-n,noun,,none,164
netzwerk-a1-kursbuch,Büro,das,-s,noun,,profession,164
netzwerk-a1-kursbuch,Café,das,-s,noun,,restaurant,164
netzwerk-a1-kursbuch,Campingurlaub,der,-e,noun,,vacation,164
netzwerk-a1-kursbuch,CD,die,-s,noun,,none,164
netzwerk-a1-kursbuch,Cent,der,-s,noun,,none,164
netzwerk-a1-kursbuch,Champignon,der,-s,noun,,food,164
netzwerk-a1-kursbuch,Chef,der,-s,noun,,profession,164
netzwerk-a1-kursbuch,Chefin,die,-nen,noun,,profession,164
netzwerk-a1-kursbuch,chillen,,,verb,,hobby,164
netzwerk-a1-kursbuch,Chips,die,,noun,,food,164
netzwerk-a1-kursbuch,Chor,der,¨e,noun,,hobby,164
netzwerk-a1-kursbuch,ciao,,,other,,communication,164
netzwerk-a1-kursbuch,circa,,,adverb,,none,164
netzwerk-a1-kursbuch,Club,der,-s,noun,,hobby,164
netzwerk-a1-kursbuch,Co,,,other,Kneipen & Co,none,164
netzwerk-a1-kursbuch,Cola,die/das,-s,noun,,food,164
netzwerk-a1-kursbuch,Comic,der,-s,noun,,hobby,164
netzwerk-a1-kursbuch,Computer,der,-,noun,,none,164
netzwerk-a1-kursbuch,Computerarbeit,die,,noun,,none,164
netzwerk-a1-kursbuch,Computerfirma,die,-firmen,noun,,none,164
netzwerk-a1-kursbuch,Computerproblem,das,-e,noun,,none,164
netzwerk-a1-kursbuch,cool,,,adjective,,none,164
netzwerk-a1-kursbuch,da,,,adverb,,none,164
netzwerk-a1-kursbuch,da sein,,,phrase,,none,164
netzwerk-a1-kursbuch,da vorne,,,phrase,,none,164
netzwerk-a1-kursbuch,Dame,die,-n,noun,"Sehr geehrte Damen und Herren, …",none,164
netzwerk-a1-kursbuch,Damenmode,die,-n,noun,,shopping,164
netzwerk-a1-kursbuch,danach,,,adverb,,none,164
netzwerk-a1-kursbuch,daneben,,,adverb,,none,164
netzwerk-a1-kursbuch,Dank,der,,noun,Vielen Dank.,communication,164
netzwerk-a1-kursbuch,danke,,,other,,communication,164
netzwerk-a1-kursbuch,danke schön,,,phrase,,communication,164
netzwerk-a1-kursbuch,danken,,,verb,,communication,164
netzwerk-a1-kursbuch,dann,,,adverb,,none,164
netzwerk-a1-kursbuch,darauf,,,adverb,,none,164
netzwerk-a1-kursbuch,das,,,other,das Würstchen,none,164
netzwerk-a1-kursbuch,Datei,die,-en,noun,,none,164
netzwerk-a1-kursbuch,Daten,die,,noun,,none,164
netzwerk-a1-kursbuch,Dativ,der,-e,noun,,none,164
netzwerk-a1-kursbuch,Datum,das,Daten,noun,,time-dates,164
netzwerk-a1-kursbuch,dauern,,,verb,,none,164
netzwerk-a1-kursbuch,dazu,,,adverb,,none,164
netzwerk-a1-kursbuch,dazu|gehören,,,verb,,none,164
netzwerk-a1-kursbuch,Decke,die,-n,noun,,home,164
netzwerk-a1-kursbuch,Deckel,der,-,noun,,none,164
netzwerk-a1-kursbuch,dein,,,other,,none,164
netzwerk-a1-kursbuch,dem,,,other,Die Schiffe fahren auf dem Fluss.,none,164
netzwerk-a1-kursbuch,Demonstrativartikel,der,-,noun,,none,164
netzwerk-a1-kursbuch,den,,,other,,none,164
netzwerk-a1-kursbuch,denken,,,verb,,none,164
